經度,緯度,最大小時平均值差值(ppb),背景模擬濃度(ppb),增量後模擬濃度(ppb)
121.223206,22.495552,2.4080276489257812e-05,0.44,0.44
121.25339,22.495285,2.1219253540039062e-05,0.56,0.56
121.2836,22.495033,1.728534698486328e-05,0.52,0.52
121.31378,22.494751,1.683831214904785e-05,0.35,0.35
121.343994,22.494484,1.33514404296875e-05,0.45,0.45
121.37421,22.494202,1.4394521713256836e-05,0.33,0.33
121.40439,22.493912,1.1771917343139648e-05,0.31,0.31
121.4346,22.493614,2.5063753128051758e-05,0.24,0.24
121.46478,22.493309,3.9696693420410156e-05,0.28,0.28
121.494995,22.493004,1.1771917343139648e-05,0.32,0.32
121.52521,22.492691,8.240342140197754e-06,0.15,0.15
121.55539,22.492378,1.3649463653564453e-05,0.15,0.15
121.5856,22.492043,2.6300549507141113e-05,0.14,0.14
121.61578,22.4917,8.404254913330078e-06,0.08,0.08
121.645996,22.491364,2.0891427993774414e-05,0.24,0.24
121.67618,22.49102,6.988644599914551e-06,0.23,0.23
121.70639,22.490677,9.417533874511719e-06,0.34,0.34
121.73657,22.490318,2.285744994878769e-05,0.01,0.01
121.766785,22.489952,2.101156860589981e-05,0.01,0.01
121.797,22.48957,2.1755695343017578e-05,0.02,0.02
121.82718,22.489204,4.466623067855835e-05,0.1,0.1
121.85736,22.488823,6.35441392660141e-06,0.01,0.01
121.88757,22.488426,4.51505184173584e-05,0.22,0.22
121.917786,22.48803,3.793835639953613e-05,0.18,0.18
121.94797,22.487633,1.5050172805786133e-06,0.13,0.13
121.97815,22.48722,1.7583370208740234e-06,0.14,0.14
122.00836,22.486794,8.013099431991577e-06,0.05,0.05
122.038574,22.486374,1.5795230865478516e-06,0.13,0.13
119.29007,22.52687,0.00044339895248413086,0.48,0.49
119.32028,22.527016,0.00039583444595336914,0.53,0.54
119.350494,22.52716,0.0005431175231933594,0.53,0.53
119.38068,22.527298,0.0005952119827270508,0.63,0.63
119.41089,22.527412,0.0005344748497009277,0.73,0.73
119.4411,22.527534,0.0006006360054016113,0.8,0.8
119.47131,22.527657,0.0008019804954528809,0.86,0.86
119.501526,22.527756,0.0007056593894958496,0.93,0.93
119.53174,22.527855,0.0005586743354797363,0.99,0.99
119.56195,22.527954,0.00030165910720825195,0.7,0.7
119.59216,22.528046,0.0004336237907409668,0.78,0.78
119.622375,22.528107,0.0012015104293823242,1.6,1.6
119.65259,22.528198,0.0010380744934082031,1.8,1.8
119.6828,22.52826,0.0007768869400024414,1.72,1.72
119.71301,22.528336,0.0012181997299194336,0.61,0.61
119.743225,22.528389,0.0013498663902282715,0.54,0.54
119.77344,22.528442,0.0013024210929870605,0.36,0.36
119.80362,22.528473,0.0021987557411193848,0.56,0.56
119.83383,22.528511,0.0016092658042907715,0.48,0.48
119.864044,22.52855,0.0014071464538574219,2.6,2.6
119.89426,22.528564,0.001598358154296875,2.72,2.72
119.92447,22.52858,0.0017993450164794922,2.82,2.82
119.95468,22.528595,0.001985311508178711,2.89,2.89
119.98489,22.52861,0.0021364688873291016,2.91,2.92
120.01511,22.52861,0.0022363662719726562,2.93,2.93
120.04532,22.528595,0.002263307571411133,2.96,2.96
120.07553,22.52858,0.0023088455200195312,3.13,3.13
120.10571,22.528564,0.0022721290588378906,3.24,3.24
120.135925,22.52855,0.002203702926635742,3.17,3.17
120.16614,22.528511,0.001979827880859375,3.61,3.61
120.19635,22.528473,0.0019731521606445312,5.0,5.0
120.22656,22.528442,0.0024437904357910156,2.07,2.07
120.256775,22.528389,0.003198385238647461,3.01,3.02
120.28699,22.528336,0.002807140350341797,2.88,2.89
120.3172,22.52826,0.00225830078125,8.93,8.93
120.34741,22.528198,0.002140045166015625,21.07,21.07
120.377625,22.528107,0.0034513473510742188,9.29,9.3
120.40784,22.528046,0.002399921417236328,5.39,5.39
120.43805,22.527954,0.0018160343170166016,2.06,2.07
120.46826,22.527855,0.0017552375793457031,5.82,5.82
120.498474,22.527756,0.00393986701965332,3.38,3.39
120.52869,22.527657,0.002567291259765625,3.97,3.97
120.55887,22.527534,0.0016198158264160156,1.03,1.04
120.58908,22.527412,0.0015767812728881836,1.13,1.13
120.61929,22.527298,0.00133436918258667,0.72,0.72
120.649506,22.52716,0.0011036396026611328,2.33,2.33
120.67972,22.527016,0.0016770362854003906,2.74,2.74
120.70993,22.52687,0.0015795230865478516,2.42,2.42
120.74014,22.526726,0.0007085800170898438,0.87,0.87
120.770325,22.526566,0.00045504048466682434,0.02,0.02
120.80054,22.526405,0.00039201974868774414,0.18,0.18
120.83075,22.526222,0.0007351040840148926,0.23,0.23
120.86096,22.526054,0.0009340047836303711,0.33,0.33
120.891174,22.525871,0.000953972339630127,0.43,0.43
120.92139,22.525688,0.000565946102142334,0.57,0.57
120.9516,22.525497,0.00027501583099365234,0.66,0.66
120.98181,22.525291,0.00020799040794372559,0.3,0.31
121.012024,22.525078,0.00012239813804626465,0.38,0.38
121.04224,22.524872,8.764863014221191e-05,0.18,0.18
121.07245,22.524643,5.2541494369506836e-05,0.14,0.14
121.10263,22.524422,4.6953558921813965e-05,0.2,0.2
121.13284,22.524193,3.2529234886169434e-05,0.16,0.16
121.163055,22.523956,2.442300319671631e-05,0.15,0.15
121.19327,22.523712,1.8358230590820312e-05,0.39,0.39
121.22348,22.52346,2.2858381271362305e-05,0.34,0.34
121.25366,22.523186,2.333521842956543e-05,0.43,0.43
121.283875,22.522942,3.105681389570236e-05,0.01,0.01
121.31409,22.52266,3.5254284739494324e-05,0.01,0.01
121.3443,22.522392,1.0073184967041016e-05,0.39,0.39
121.37451,22.522102,9.59634780883789e-06,0.39,0.39
121.404724,22.52182,1.099705696105957e-05,0.37,0.37
121.43494,22.521515,1.1667609214782715e-05,0.25,0.25
121.46512,22.52121,3.159046173095703e-05,0.27,0.27
121.49533,22.520897,3.784894943237305e-05,0.3,0.3
121.52554,22.520592,1.1295080184936523e-05,0.02,0.02
121.555725,22.520279,1.2189149856567383e-05,0.16,0.16
121.58594,22.51995,2.4870038032531738e-05,0.16,0.16
121.61615,22.519623,1.722574234008789e-05,0.14,0.14
121.64636,22.519264,7.033348083496094e-06,0.26,0.26
121.676575,22.518913,2.4318695068359375e-05,0.25,0.25
121.70679,22.518578,9.953975677490234e-06,0.25,0.25
121.73697,22.518211,9.119510650634766e-06,0.34,0.34
121.76718,22.517845,2.4870038032531738e-05,0.22,0.22
121.79739,22.517479,2.3270025849342346e-05,0.03,0.03
121.827576,22.517097,4.89652156829834e-05,0.15,0.15
121.85779,22.516716,9.286217391490936e-06,0.01,0.01
121.888,22.51632,1.5191733837127686e-05,0.07,0.07
121.91821,22.51593,4.129484295845032e-05,0.06,0.06
121.948425,22.515518,1.2695789337158203e-05,0.05,0.05
121.97861,22.515106,9.432435035705566e-06,0.15,0.15
122.00882,22.514694,5.479902029037476e-06,0.04,0.04
122.039,22.514282,1.1436641216278076e-06,0.02,0.02
119.28992,22.554771,0.0004830360412597656,0.46,0.46
119.32013,22.554932,0.00041431188583374023,0.51,0.51
119.35034,22.555054,0.0005451440811157227,0.56,0.56
119.380554,22.555199,0.0006493926048278809,0.65,0.65
119.41077,22.55532,0.0006692409515380859,0.75,0.75
119.44098,22.555435,0.0006773471832275391,0.84,0.84
119.47119,22.555557,0.0008285641670227051,0.91,0.91
119.5014,22.555664,0.0008370876312255859,0.97,0.97
119.53165,22.555748,0.0015506148338317871,0.95,0.95
119.56186,22.555847,0.0005152225494384766,1.32,1.32
119.59207,22.555946,0.00041669607162475586,0.74,0.74
119.622284,22.556038,0.0005064606666564941,0.79,0.79
119.6525,22.556099,0.0006624460220336914,1.93,1.93
119.68271,22.55616,0.0007002353668212891,2.08,2.08
119.71295,22.556236,0.0014219880104064941,0.67,0.67
119.743164,22.55629,0.0014931559562683105,0.6,0.6
119.77338,22.556343,0.0013907849788665771,0.39,0.39
119.80359,22.556396,0.0015298724174499512,0.64,0.64
119.8338,22.556427,0.002060115337371826,0.47,0.48
119.86401,22.556458,0.00131988525390625,2.54,2.54
119.894226,22.55648,0.001476287841796875,2.68,2.68
119.92444,22.556488,0.0017004013061523438,2.83,2.83
119.95468,22.55651,0.0019173622131347656,2.89,2.89
119.98489,22.55651,0.0021042823791503906,2.95,2.95
120.01511,22.55651,0.0022280216217041016,2.97,2.97
120.04532,22.55651,0.002350330352783203,3.0,3.0
120.07553,22.556488,0.0023708343505859375,3.12,3.13
120.10574,22.55648,0.0023834705352783203,3.38,3.38
120.13599,22.556458,0.002214193344116211,3.51,3.52
120.1662,22.556427,0.002002239227294922,3.56,3.56
120.19641,22.556396,0.0019822120666503906,4.7,4.7
120.22662,22.556343,0.0021820068359375,3.62,3.62
120.256836,22.55629,0.002341747283935547,5.4,5.41
120.28705,22.556236,0.0026025772094726562,5.98,5.98
120.31726,22.55616,0.0023012161254882812,10.27,10.27
120.34747,22.556099,0.0021343231201171875,15.25,15.25
120.377716,22.556038,0.0023560523986816406,4.66,4.66
120.40793,22.555946,0.0020606517791748047,2.89,2.89
120.43814,22.555847,0.0019221305847167969,2.95,2.95
120.46835,22.555748,0.0016999244689941406,1.64,1.64
120.498566,22.555664,0.0038509368896484375,5.87,5.88
120.52878,22.555557,0.0034508705139160156,4.49,4.5
120.55902,22.555435,0.0016373395919799805,1.04,1.04
120.58923,22.55532,0.0014001131057739258,1.15,1.15
120.619446,22.555199,0.0012230277061462402,0.91,0.91
120.64966,22.555054,0.0011166930198669434,0.54,0.55
120.67987,22.554932,0.0016965866088867188,4.28,4.29
120.71008,22.554771,0.0023020505905151367,1.91,1.92
120.740295,22.554619,0.0014466345310211182,0.5,0.5
120.77051,22.554482,0.0006528086960315704,0.03,0.03
120.80072,22.554306,0.0002765953540802002,0.16,0.16
120.83093,22.554138,0.0007257163524627686,0.18,0.19
120.861176,22.553963,0.0007899999618530273,0.26,0.26
120.89139,22.553787,0.0011433959007263184,0.36,0.36
120.9216,22.553589,0.001538306474685669,0.41,0.42
120.95181,22.553406,0.0006912350654602051,0.6,0.6
120.982025,22.553185,0.00023254752159118652,0.27,0.27
121.01224,22.552994,0.00018957257270812988,0.35,0.35
121.04245,22.552765,9.736418724060059e-05,0.33,0.33
121.07266,22.552551,7.930397987365723e-05,0.17,0.17
121.102905,22.552322,5.041062831878662e-05,0.13,0.13
121.13312,22.552094,3.775954246520996e-05,0.16,0.16
121.16333,22.551865,3.260374069213867e-05,0.15,0.15
121.19354,22.551605,2.2530555725097656e-05,0.49,0.49
121.223755,22.551361,2.2739171981811523e-05,0.35,0.35
121.25397,22.551102,1.8090009689331055e-05,0.45,0.45
121.28418,22.550842,3.1970441341400146e-05,0.02,0.02
121.31439,22.550568,6.516464054584503e-05,0.02,0.02
121.344604,22.550308,1.179426908493042e-05,0.07,0.07
121.37482,22.550003,8.106231689453125e-06,1.17,1.17
121.40503,22.549713,9.356066584587097e-06,0.03,0.03
121.43524,22.549416,7.897615432739258e-06,0.33,0.33
121.465454,22.549133,1.5556812286376953e-05,0.26,0.26
121.49567,22.54882,5.462765693664551e-05,0.29,0.29
121.52588,22.5485,3.331899642944336e-05,0.33,0.33
121.55609,22.548157,1.1518597602844238e-05,0.17,0.17
121.5863,22.547836,1.6495585441589355e-05,0.17,0.17
121.616516,22.547516,2.06679105758667e-05,0.17,0.17
121.64673,22.54718,7.614493370056152e-06,0.21,0.21
121.67694,22.546822,1.1026859283447266e-05,0.27,0.27
121.70715,22.546494,2.6226043701171875e-05,0.27,0.27
121.737366,22.546112,7.137656211853027e-06,0.23,0.23
121.76758,22.545746,6.660819053649902e-06,0.21,0.21
121.79779,22.54538,7.88085162639618e-06,0.02,0.02
121.828,22.544998,1.9028782844543457e-05,0.03,0.03
121.858215,22.544617,1.5232712030410767e-05,0.03,0.03
121.88843,22.54422,4.4638291001319885e-06,0.0,0.0
121.91864,22.543823,2.3253262042999268e-05,0.08,0.08
121.94885,22.543427,4.991888999938965e-06,0.06,0.06
121.979065,22.54303,1.3500452041625977e-05,0.19,0.19
122.00928,22.542618,2.4419277906417847e-06,0.02,0.02
122.03949,22.54219,2.6710331439971924e-06,0.05,0.05
119.289734,22.58268,0.0004926323890686035,0.44,0.44
119.31998,22.582832,0.00046771764755249023,0.52,0.52
119.35019,22.582977,0.0006216168403625488,0.6,0.6
119.38043,22.5831,0.0007110238075256348,0.67,0.67
119.410645,22.583221,0.0007090568542480469,0.77,0.77
119.44086,22.583359,0.0006903409957885742,0.86,0.86
119.47107,22.583458,0.0007771849632263184,0.96,0.96
119.50131,22.583565,0.0008869171142578125,1.03,1.03
119.531525,22.583656,0.00196683406829834,1.21,1.21
119.56177,22.583755,0.003362894058227539,1.35,1.35
119.59198,22.583855,0.0006104707717895508,1.61,1.61
119.62219,22.583939,0.00048154592514038086,0.76,0.76
119.652405,22.584015,0.0005270242691040039,0.94,0.94
119.68265,22.584076,0.0006380081176757812,2.15,2.15
119.71286,22.584145,0.0010312795639038086,0.72,0.72
119.7431,22.584183,0.0018360018730163574,0.67,0.67
119.773315,22.584244,0.001429140567779541,0.45,0.45
119.80353,22.58429,0.0013175904750823975,0.25,0.25
119.83377,22.584328,0.002741992473602295,0.51,0.51
119.86398,22.584358,0.0016762018203735352,0.53,0.53
119.894226,22.584389,0.0015459060668945312,2.72,2.72
119.92444,22.584396,0.0017583370208740234,2.8,2.8
119.95465,22.58442,0.0019254684448242188,2.81,2.82
119.98489,22.584435,0.0020563602447509766,2.99,2.99
120.01511,22.584435,0.0026128292083740234,1.35,1.36
120.04535,22.58442,0.002320528030395508,3.06,3.07
120.07556,22.584396,0.002447366714477539,3.19,3.19
120.105774,22.584389,0.0024306774139404297,3.41,3.41
120.13599,22.584358,0.002264261245727539,3.49,3.49
120.16623,22.584328,0.0020074844360351562,3.64,3.64
120.19644,22.58429,0.0019593238830566406,4.87,4.87
120.226685,22.584244,0.0022089481353759766,3.53,3.53
120.2569,22.584183,0.0023620128631591797,3.66,3.67
120.28711,22.584145,0.0025482177734375,5.92,5.92
120.31735,22.584076,0.002434253692626953,4.5,4.5
120.347565,22.584015,0.002379894256591797,5.19,5.2
120.37781,22.583939,0.0024721622467041016,3.91,3.91
120.40802,22.583855,0.002183675765991211,2.95,2.95
120.43823,22.583755,0.002015829086303711,2.97,2.98
120.468445,22.583656,0.0017071962356567383,1.39,1.39
120.49869,22.583565,0.001698136329650879,1.04,1.04
120.5289,22.583458,0.0020040273666381836,1.62,1.62
120.55914,22.583359,0.001639723777770996,1.08,1.08
120.589355,22.583221,0.0015532970428466797,1.22,1.22
120.61957,22.5831,0.0012285113334655762,0.94,0.94
120.64981,22.582977,0.0011582374572753906,1.12,1.12
120.68002,22.582832,0.0023193359375,4.2,4.2
120.710236,22.58268,0.0024093985557556152,0.98,0.99
120.74048,22.582542,0.0011385083198547363,0.33,0.33
120.77069,22.582382,0.0012398585677146912,0.09,0.09
120.8009,22.582222,0.0003601163625717163,0.16,0.16
120.83115,22.582039,0.0007349550724029541,0.2,0.2
120.86136,22.581863,0.0008323341608047485,0.22,0.22
120.89157,22.581696,0.0013914406299591064,0.26,0.27
120.921814,22.58149,0.0015571117401123047,0.3,0.3
120.95203,22.581306,0.001500844955444336,0.37,0.37
120.98224,22.581085,0.0002760589122772217,0.24,0.24
121.01245,22.580894,0.00024268031120300293,0.31,0.31
121.042694,22.580688,0.00017380714416503906,0.37,0.37
121.07291,22.58046,8.976459503173828e-05,0.39,0.39
121.10315,22.580238,4.787743091583252e-05,0.15,0.15
121.13336,22.579994,4.750490188598633e-05,0.22,0.22
121.163574,22.579765,3.9324164390563965e-05,0.16,0.16
121.19379,22.579521,3.5643577575683594e-05,0.52,0.52
121.22403,22.579262,2.8431415557861328e-05,0.49,0.49
121.25424,22.579002,2.238154411315918e-05,0.46,0.46
121.284454,22.57875,2.390146255493164e-05,0.44,0.44
121.3147,22.57846,3.324262797832489e-05,0.03,0.03
121.34491,22.578201,1.4580786228179932e-05,0.09,0.09
121.37512,22.577911,1.0445713996887207e-05,0.07,0.07
121.405334,22.577637,1.644343137741089e-05,0.04,0.04
121.43555,22.577316,7.510185241699219e-06,1.2,1.2
121.46579,22.577034,7.539987564086914e-06,0.2,0.2
121.496,22.576714,4.404783248901367e-05,0.28,0.28
121.526215,22.576408,7.170438766479492e-05,0.31,0.31
121.55646,22.576088,1.2010335922241211e-05,0.36,0.36
121.58667,22.575737,1.074373722076416e-05,0.19,0.19
121.61688,22.575424,1.8864870071411133e-05,0.26,0.26
121.647095,22.57508,7.7858567237854e-06,0.05,0.05
121.67731,22.574722,7.525086402893066e-06,0.22,0.22
121.70755,22.574387,1.6629695892333984e-05,0.29,0.29
121.73776,22.574005,2.8133392333984375e-05,0.28,0.28
121.767975,22.573677,5.0514936447143555e-06,0.18,0.18
121.79819,22.57328,6.161630153656006e-06,0.11,0.11
121.82843,22.572914,1.185387372970581e-05,0.09,0.09
121.85864,22.57251,8.650124073028564e-06,0.06,0.06
121.888855,22.572136,4.030764102935791e-06,0.03,0.03
121.91907,22.57174,1.9073486328125e-06,0.21,0.21
121.94928,22.571327,2.468470484018326e-06,0.01,0.01
121.97949,22.570923,1.1473894119262695e-05,0.23,0.23
122.009705,22.57051,7.286667823791504e-06,0.18,0.18
122.03995,22.570091,1.8142163753509521e-06,0.03,0.03
119.28958,22.610588,0.00046190619468688965,0.41,0.41
119.319824,22.61074,0.0005241036415100098,0.54,0.54
119.35004,22.610878,0.0006827116012573242,0.63,0.63
119.38028,22.611015,0.0007852315902709961,0.7,0.7
119.41052,22.611115,0.0008016228675842285,0.79,0.79
119.440735,22.611252,0.0007139444351196289,0.88,0.88
119.47095,22.611374,0.0010736584663391113,0.83,0.83
119.50119,22.611473,0.0011692047119140625,1.05,1.05
119.53143,22.611565,0.001055002212524414,1.26,1.26
119.561646,22.611656,0.000928044319152832,1.43,1.43
119.59189,22.611763,0.0007280111312866211,1.07,1.07
119.62213,22.61184,0.0004375576972961426,0.73,0.73
119.65234,22.611908,0.0005371570587158203,1.49,1.49
119.68259,22.611977,0.0005929470062255859,1.65,1.65
119.7128,22.612045,0.0006693601608276367,0.94,0.94
119.74304,22.612099,0.001147627830505371,0.79,0.79
119.773254,22.612152,0.0014112591743469238,0.52,0.52
119.8035,22.612198,0.0014754533767700195,0.56,0.56
119.83374,22.612236,0.003618776798248291,0.59,0.59
119.86395,22.612259,0.0021644234657287598,0.54,0.55
119.894196,22.61229,0.0016052722930908203,2.88,2.88
119.92441,22.61232,0.00191536545753479,0.34,0.34
119.95465,22.61232,0.002031564712524414,2.98,2.98
119.98486,22.612335,0.0021800994873046875,3.0,3.0
120.01511,22.612335,0.0027886629104614258,1.16,1.17
120.04535,22.61232,0.0024123191833496094,3.09,3.09
120.07556,22.61232,0.0024726390838623047,3.26,3.26
120.105804,22.61229,0.0024962425231933594,3.44,3.45
120.13605,22.612259,0.0023314952850341797,3.39,3.39
120.16626,22.612236,0.002110719680786133,3.82,3.82
120.1965,22.612198,0.0019369125366210938,4.82,4.82
120.226715,22.612152,0.0022673606872558594,3.57,3.58
120.25696,22.612099,0.002418994903564453,3.66,3.66
120.28717,22.612045,0.002663135528564453,5.66,5.66
120.31741,22.611977,0.0026483535766601562,3.6,3.6
120.34766,22.611908,0.0024785995483398438,4.68,4.68
120.37787,22.61184,0.0025534629821777344,3.74,3.75
120.40811,22.611763,0.0023050308227539062,2.89,2.89
120.438354,22.611656,0.0021207332611083984,2.16,2.16
120.46857,22.611565,0.0017082691192626953,1.15,1.15
120.49878,22.611473,0.0016875267028808594,1.04,1.04
120.52902,22.611374,0.0016720294952392578,1.05,1.05
120.559265,22.611252,0.001556992530822754,1.07,1.07
120.58948,22.611115,0.001478433609008789,1.07,1.07
120.61972,22.611015,0.0012369155883789062,1.2,1.2
120.64996,22.610878,0.0012515783309936523,1.11,1.11
120.680176,22.61074,0.004131704568862915,0.4,0.4
120.71039,22.610588,0.0030724406242370605,0.93,0.93
120.74063,22.610443,0.0010949373245239258,0.35,0.35
120.770874,22.610283,0.0007004737854003906,0.12,0.12
120.80109,22.61013,0.00042819976806640625,0.57,0.57
120.83133,22.60994,0.00034259259700775146,0.17,0.17
120.86154,22.609772,0.00037120282649993896,0.17,0.17
120.891785,22.609596,0.00034587085247039795,0.18,0.18
120.922,22.609413,0.0008051693439483643,0.27,0.28
120.95224,22.609215,0.0023033618927001953,0.33,0.33
120.98248,22.609016,0.0003552436828613281,0.48,0.48
121.012695,22.608795,0.0002929568290710449,0.29,0.29
121.04294,22.608597,0.00023618340492248535,0.39,0.39
121.07315,22.608353,0.00018289685249328613,0.38,0.38
121.10339,22.608139,5.599856376647949e-05,0.15,0.15
121.133606,22.607903,5.5536627769470215e-05,0.16,0.16
121.16385,22.607658,4.431605339050293e-05,0.16,0.16
121.19406,22.60743,4.458427429199219e-05,0.54,0.54
121.224304,22.607178,4.315376281738281e-05,0.52,0.52
121.25452,22.60691,3.1620264053344727e-05,0.49,0.49
121.28476,22.606651,1.817941665649414e-05,0.45,0.45
121.31497,22.606384,2.47955322265625e-05,0.42,0.42
121.345215,22.606087,1.6063451766967773e-05,0.39,0.39
121.37543,22.60582,1.3731420040130615e-05,0.09,0.09
121.40567,22.605515,8.530914783477783e-06,0.06,0.06
121.43588,22.60524,8.687376976013184e-06,0.22,0.22
121.466125,22.604927,9.149312973022461e-06,0.23,0.23
121.49634,22.604614,1.8596649169921875e-05,0.29,0.29
121.52658,22.60431,7.072091102600098e-05,0.31,0.31
121.55679,22.603981,6.452202796936035e-05,0.34,0.34
121.587036,22.603668,8.419156074523926e-06,0.22,0.22
121.61725,22.603333,1.195073127746582e-05,0.27,0.27
121.64746,22.602974,7.733702659606934e-06,0.2,0.2
121.677704,22.60263,1.1831521987915039e-05,0.06,0.06
121.70792,22.602272,7.18235969543457e-06,0.37,0.37
121.73816,22.601913,1.7315149307250977e-05,0.3,0.3
121.76837,22.601555,2.4437904357910156e-05,0.29,0.29
121.798584,22.601181,3.1739473342895508e-06,0.16,0.16
121.82883,22.6008,4.0531158447265625e-06,0.12,0.12
121.85907,22.60041,3.606081008911133e-06,0.23,0.23
121.88928,22.600044,3.271736204624176e-06,0.01,0.01
121.919495,22.599632,2.8312206268310547e-06,0.16,0.16
121.94971,22.599236,2.738088369369507e-06,0.01,0.01
121.97995,22.598831,4.325062036514282e-06,0.06,0.06
122.01019,22.598396,8.478760719299316e-06,0.22,0.22
122.040405,22.598,2.5704503059387207e-07,0.04,0.04
119.28943,22.638489,0.0003846883773803711,0.47,0.47
119.31967,22.638649,0.0005398988723754883,0.54,0.54
119.349915,22.638779,0.0007290840148925781,0.63,0.63
119.38013,22.638916,0.0008115768432617188,0.71,0.71
119.41037,22.639046,0.0007795095443725586,0.8,0.8
119.44061,22.63916,0.0008364319801330566,0.76,0.76
119.470856,22.639275,0.0013108253479003906,0.88,0.88
119.5011,22.639381,0.0012042522430419922,1.06,1.06
119.53131,22.639465,0.0006443262100219727,1.17,1.17
119.561554,22.639572,0.0004277229309082031,1.23,1.23
119.5918,22.639664,0.0004601478576660156,1.04,1.05
119.62204,22.639755,0.0005152225494384766,1.14,1.14
119.65228,22.639816,0.0004324913024902344,0.76,0.76
119.682495,22.639893,0.0006468296051025391,1.52,1.52
119.71274,22.639946,0.0006386041641235352,1.01,1.01
119.74298,22.64,0.0009793639183044434,0.86,0.86
119.773224,22.64006,0.0014666318893432617,0.82,0.82
119.80347,22.640106,0.0016908645629882812,0.58,0.58
119.83368,22.640152,0.0029618144035339355,0.67,0.68
119.86392,22.640182,0.0036718249320983887,0.59,0.6
119.894165,22.640198,0.0017319321632385254,0.47,0.47
119.92441,22.640236,0.0019280314445495605,0.29,0.29
119.95465,22.640236,0.002081632614135742,3.1,3.11
119.98486,22.640236,0.0022575855255126953,3.14,3.14
120.01511,22.640236,0.0023894309997558594,3.15,3.15
120.04535,22.640236,0.002506732940673828,3.19,3.19
120.07559,22.640236,0.0024924278259277344,3.32,3.32
120.105835,22.640198,0.002507448196411133,3.48,3.48
120.13605,22.640182,0.0023887157440185547,3.7,3.7
120.16629,22.640152,0.002213716506958008,3.93,3.94
120.19653,22.640106,0.001994609832763672,4.53,4.53
120.226776,22.64006,0.002323150634765625,3.57,3.57
120.25702,22.64,0.0025148391723632812,3.77,3.77
120.28723,22.639946,0.0027565956115722656,3.37,3.37
120.317505,22.639893,0.0026826858520507812,4.28,4.29
120.34772,22.639816,0.002570629119873047,4.66,4.66
120.37796,22.639755,0.002728700637817383,3.65,3.65
120.4082,22.639664,0.002437114715576172,2.84,2.85
120.438446,22.639572,0.002129793167114258,2.16,2.17
120.46869,22.639465,0.0017029047012329102,1.13,1.13
120.4989,22.639381,0.001687765121459961,1.0,1.0
120.529144,22.639275,0.0016633272171020508,0.99,1.0
120.55939,22.63916,0.0015308856964111328,1.14,1.15
120.58963,22.639046,0.0025568008422851562,2.8,2.8
120.61987,22.638916,0.0022971630096435547,2.35,2.35
120.650085,22.638779,0.0018384456634521484,2.03,2.03
120.68033,22.638649,0.004507303237915039,2.96,2.97
120.71057,22.638489,0.001067042350769043,1.23,1.23
120.74078,22.638344,0.0021654367446899414,0.99,0.99
120.77106,22.638199,0.0023537054657936096,0.09,0.09
120.80127,22.638039,0.00047206878662109375,0.99,0.99
120.83151,22.637863,0.0004290342330932617,0.73,0.73
120.861755,22.637672,0.00035081058740615845,0.05,0.05
120.89197,22.637512,0.000311926007270813,0.21,0.21
120.92221,22.637306,0.0006278455257415771,0.25,0.25
120.95245,22.637123,0.0021555423736572266,0.28,0.28
120.9827,22.636917,0.0019954144954681396,0.44,0.45
121.01294,22.636711,0.0003827810287475586,0.7,0.7
121.04315,22.63649,0.0003084242343902588,0.42,0.42
121.073395,22.636276,0.00029799342155456543,0.38,0.38
121.10364,22.636032,8.244812488555908e-05,0.17,0.17
121.13385,22.635818,5.214661359786987e-05,0.09,0.09
121.16409,22.635567,4.842877388000488e-05,0.16,0.16
121.194336,22.635323,4.690885543823242e-05,0.56,0.56
121.22458,22.635078,5.1081180572509766e-05,0.55,0.55
121.25482,22.634827,3.9577484130859375e-05,0.53,0.53
121.285034,22.634544,3.0934810638427734e-05,0.49,0.49
121.31528,22.634293,1.5109777450561523e-05,0.43,0.43
121.34552,22.634003,2.0444393157958984e-05,0.41,0.41
121.37573,22.63372,1.5817582607269287e-05,0.11,0.11
121.405975,22.633415,1.0527670383453369e-05,0.08,0.08
121.43622,22.633148,8.612871170043945e-06,0.21,0.21
121.46643,22.632835,9.045004844665527e-06,0.21,0.21
121.49667,22.63253,1.0222196578979492e-05,0.29,0.29
121.52692,22.632202,4.9680471420288086e-05,0.31,0.31
121.55716,22.631882,8.782744407653809e-05,0.33,0.33
121.58737,22.631561,2.0503997802734375e-05,0.38,0.38
121.617615,22.631233,7.18235969543457e-06,0.19,0.19
121.64786,22.63089,8.031725883483887e-06,0.07,0.07
121.67807,22.630539,2.356618642807007e-05,0.07,0.07
121.70831,22.630188,7.450580596923828e-06,0.39,0.39
121.738525,22.629822,5.5730342864990234e-06,0.36,0.36
121.76877,22.62947,1.7702579498291016e-05,0.32,0.32
121.79901,22.629105,5.315057933330536e-06,0.01,0.01
121.82922,22.628716,2.205371856689453e-06,0.05,0.05
121.85947,22.628319,2.077315002679825e-06,0.0,0.0
121.88971,22.627945,2.652406692504883e-06,0.17,0.17
121.91992,22.62754,4.0084123611450195e-06,0.21,0.21
121.950165,22.627144,1.3355165719985962e-06,0.01,0.01
121.98041,22.62674,1.794658601284027e-06,0.01,0.01
122.01062,22.626312,3.4421682357788086e-06,0.06,0.06
122.04086,22.625893,1.5422701835632324e-06,0.09,0.09
119.289246,22.666397,0.0003565549850463867,0.46,0.46
119.31952,22.66655,0.0004875659942626953,0.51,0.51
119.34976,22.666687,0.000667870044708252,0.6,0.6
