經度,緯度,年平均值差值(ppb),背景模擬濃度(ppb),增量後模擬濃度(ppb)
120.68094,22.750275,0.00029933453,1.76,1.76
120.71121,22.750114,0.00016486645,1.34,1.34
120.741455,22.749985,9.5009804e-05,0.85,0.85
120.77173,22.749825,4.643202e-05,0.57,0.57
120.802,22.749672,1.8298626e-05,0.33,0.33
120.832275,22.749481,1.66893e-06,0.23,0.23
120.86252,22.749329,-7.0482492e-06,0.19,0.19
120.89279,22.749138,-6.660819e-06,0.18,0.18
120.923035,22.748947,-2.6077032e-06,0.23,0.23
120.95331,22.748756,-1.1920929e-06,0.3,0.3
120.98358,22.74855,-1.1026859e-06,0.41,0.41
121.013855,22.748344,-1.5497208e-06,0.58,0.58
121.0441,22.748123,-1.9073486e-06,1.04,1.04
121.07437,22.747902,-2.1457672e-06,1.47,1.47
121.104614,22.74768,2.3841858e-06,3.94,3.94
121.13489,22.747437,7.1525574e-07,2.02,2.02
121.16516,22.7472,5.9604645e-07,1.01,1.01
121.195435,22.746956,6.556511e-07,0.41,0.41
121.22568,22.746704,7.1525574e-07,0.33,0.33
121.25595,22.746452,1.3411045e-06,0.3,0.3
121.286194,22.746185,1.1324883e-06,0.28,0.28
121.31647,22.745895,9.23872e-07,0.27,0.27
121.34674,22.745628,8.940697e-07,0.26,0.26
121.37698,22.745346,8.6426735e-07,0.26,0.26
121.40726,22.745064,7.748604e-07,0.26,0.26
121.4375,22.744751,5.662441e-07,0.26,0.26
121.46777,22.744446,5.364418e-07,0.27,0.27
121.49805,22.744148,3.874302e-07,0.27,0.27
121.52829,22.743835,2.0861626e-07,0.27,0.27
121.55856,22.743523,2.3841858e-07,0.28,0.28
121.588806,22.74318,1.7881393e-07,0.29,0.29
121.61908,22.742836,1.4901161e-07,0.3,0.3
121.64935,22.7425,2.0861626e-07,0.31,0.31
121.679596,22.742165,-2.9802322e-08,0.32,0.32
121.70984,22.741821,2.9802322e-08,0.33,0.33
121.74011,22.741447,2.9802322e-08,0.34,0.34
121.770386,22.741089,5.9604645e-08,0.34,0.34
121.80063,22.740715,0.0,0.35,0.35
121.8309,22.740349,0.0,0.35,0.35
121.861145,22.739944,-5.9604645e-08,0.35,0.35
121.89142,22.73957,5.9604645e-08,0.36,0.36
121.92166,22.739174,0.0,0.36,0.36
121.951935,22.73877,5.9604645e-08,0.37,0.37
121.98218,22.73835,0.0,0.38,0.38
122.01245,22.737923,2.9802322e-08,0.4,0.4
122.042694,22.73751,0.0,0.42,0.42
119.288635,22.778038,2.3841858e-06,0.41,0.41
119.31891,22.778175,2.771616e-06,0.4,0.4
119.34918,22.778328,3.1590462e-06,0.37,0.37
119.379425,22.778465,3.784895e-06,0.35,0.35
119.4097,22.77858,4.61936e-06,0.33,0.33
119.43997,22.778694,5.1259995e-06,0.32,0.32
119.470245,22.778816,6.198883e-06,0.32,0.32
119.50052,22.778923,8.523464e-06,0.32,0.32
119.53079,22.77903,1.1771917e-05,0.32,0.32
119.561066,22.779121,1.6242266e-05,0.33,0.33
119.59134,22.779213,2.3961067e-05,0.34,0.34
119.62161,22.77929,3.5643578e-05,0.36,0.36
119.651855,22.779373,5.0604343e-05,0.38,0.38
119.68213,22.779442,6.723404e-05,0.41,0.41
119.7124,22.779495,8.72314e-05,0.46,0.46
119.742676,22.779556,0.0001155138,0.53,0.53
119.77295,22.77961,0.00015348196,0.64,0.64
119.80322,22.779655,0.00020378828,0.8,0.8
119.833496,22.779678,0.00027799606,1.0,1.01
119.86377,22.779709,0.00037801266,1.22,1.22
119.89404,22.779732,0.0004838705,1.4,1.4
119.92432,22.77977,0.000611186,1.53,1.53
119.95459,22.779778,0.000775218,1.63,1.63
119.98486,22.779778,0.0010008812,1.74,1.74
120.01514,22.779778,0.0012917519,2.01,2.01
120.04541,22.779778,0.0016605854,2.34,2.34
120.07568,22.77977,0.0020115376,2.43,2.43
120.10596,22.779732,0.0024175644,2.54,2.54
120.13623,22.779709,0.0029287338,3.39,3.4
120.166504,22.779678,0.003461361,5.49,5.49
120.19678,22.779655,0.0038833618,10.06,10.06
120.22702,22.77961,0.0041675568,7.78,7.78
120.25729,22.779556,0.0044822693,10.14,10.14
120.28757,22.779495,0.00470829,9.41,9.41
120.31784,22.779442,0.0047397614,10.64,10.65
120.348114,22.779373,0.0055885315,7.8,7.8
120.37839,22.77929,0.005689621,6.59,6.59
120.40866,22.779213,0.0056815147,7.39,7.4
120.438934,22.779121,0.0049858093,8.18,8.18
120.46921,22.77903,0.00476408,5.49,5.5
120.49948,22.778923,0.00446558,5.39,5.39
120.529755,22.778816,0.003897667,4.54,4.54
120.56,22.778694,0.0033578873,4.27,4.27
120.59027,22.77858,0.002822876,4.02,4.02
120.620544,22.778465,0.0014925003,3.36,3.36
120.65082,22.778328,0.00049591064,2.01,2.01
120.68109,22.778175,0.00029587746,1.58,1.58
120.711365,22.778038,0.00019931793,1.45,1.45
120.74164,22.777885,9.959936e-05,0.73,0.73
120.77191,22.777748,1.9043684e-05,0.35,0.35
120.802185,22.777573,4.7683716e-06,0.27,0.27
120.83246,22.77739,-2.026558e-06,0.22,0.22
120.86273,22.77723,-6.4074993e-06,0.19,0.19
120.893005,22.777046,-6.9886446e-06,0.17,0.17
120.92328,22.776848,-3.5911798e-06,0.2,0.2
120.95352,22.776657,-1.1026859e-06,0.25,0.25
120.983795,22.776459,-1.2516975e-06,0.33,0.33
121.01407,22.776253,-1.4007092e-06,0.49,0.49
121.04434,22.776031,-2.026558e-06,0.82,0.82
121.074615,22.775818,-2.026558e-06,1.34,1.34
121.10489,22.775581,-1.9073486e-06,2.31,2.31
121.13513,22.775352,0.0,1.5,1.5
121.165405,22.7751,3.5762787e-07,1.1,1.1
121.19568,22.774857,7.1525574e-07,0.53,0.53
121.22595,22.774628,6.854534e-07,0.35,0.35
121.256226,22.77436,9.23872e-07,0.31,0.31
121.2865,22.774086,1.5497208e-06,0.29,0.29
121.31677,22.773819,1.013279e-06,0.28,0.28
121.347046,22.77353,9.834766e-07,0.27,0.27
121.37729,22.773247,8.940697e-07,0.26,0.26
121.40756,22.772972,8.940697e-07,0.26,0.26
121.437836,22.772675,6.556511e-07,0.26,0.26
121.46811,22.772362,5.364418e-07,0.26,0.26
121.49838,22.772049,4.172325e-07,0.27,0.27
121.528625,22.771729,2.9802322e-07,0.27,0.27
121.5589,22.771439,2.3841858e-07,0.28,0.28
121.58917,22.771103,2.0861626e-07,0.29,0.29
121.619446,22.770767,1.4901161e-07,0.3,0.3
121.64972,22.770424,1.1920929e-07,0.31,0.31
121.67999,22.770073,8.940697e-08,0.32,0.32
121.710236,22.76973,8.940697e-08,0.33,0.33
121.74051,22.769356,0.0,0.34,0.34
121.77078,22.76899,2.9802322e-08,0.35,0.35
121.801025,22.768623,8.940697e-08,0.35,0.35
121.8313,22.768242,0.0,0.36,0.36
121.86157,22.767853,2.9802322e-08,0.36,0.36
121.891846,22.767471,2.9802322e-08,0.36,0.36
121.92212,22.767067,8.940697e-08,0.37,0.37
121.95236,22.766663,0.0,0.38,0.38
121.982635,22.766258,5.9604645e-08,0.39,0.39
122.01291,22.765831,0.0,0.4,0.4
122.04315,22.765434,-2.9802322e-08,0.43,0.43
119.28845,22.805939,1.847744e-06,0.43,0.43
119.318726,22.806107,2.1755695e-06,0.41,0.41
119.349,22.806229,3.0994415e-06,0.39,0.39
119.3793,22.806374,3.0398369e-06,0.36,0.36
119.40958,22.806503,3.874302e-06,0.34,0.34
119.43985,22.80661,4.917383e-06,0.33,0.33
119.47012,22.806725,5.5134296e-06,0.32,0.32
119.5004,22.806847,7.0929527e-06,0.32,0.32
119.5307,22.806938,9.4771385e-06,0.32,0.32
119.560974,22.807037,1.347065e-05,0.33,0.33
119.59125,22.807121,1.9550323e-05,0.34,0.34
119.62152,22.807213,2.9116869e-05,0.36,0.36
119.651794,22.80729,4.2408705e-05,0.38,0.38
119.68207,22.807343,5.930662e-05,0.41,0.41
119.71234,22.807404,7.9900026e-05,0.45,0.45
119.742615,22.807457,0.00010675192,0.51,0.51
119.77292,22.80751,0.00014257431,0.61,0.61
119.80319,22.807556,0.00019097328,0.76,0.76
119.833466,22.807602,0.00026118755,0.97,0.97
119.86374,22.807625,0.0003620386,1.2,1.2
119.89401,22.807663,0.00047254562,1.4,1.4
119.92432,22.807686,0.0005991459,1.55,1.55
119.95459,22.807701,0.0007597208,1.65,1.65
119.98486,22.807701,0.0009844303,1.76,1.76
120.01514,22.807701,0.0012751818,1.95,1.95
120.04541,22.807701,0.0016531944,2.28,2.28
120.07568,22.807686,0.002015829,2.33,2.33
120.10596,22.807663,0.0024309158,2.5,2.51
120.13623,22.807625,0.0029592514,3.26,3.26
120.166534,22.807602,0.0035042763,5.3,5.3
120.19681,22.807556,0.0039110184,11.08,11.09
120.22708,22.80751,0.004240036,8.29,8.29
120.257355,22.807457,0.004527092,10.68,10.69
120.28763,22.807404,0.0048542023,9.64,9.65
120.31793,22.807343,0.0051136017,9.17,9.18
120.348206,22.80729,0.00584507,8.2,8.21
120.37848,22.807213,0.00593853,7.69,7.69
120.40875,22.807121,0.0059165955,6.63,6.64
120.439026,22.807037,0.005261898,5.31,5.32
120.4693,22.806938,0.005232334,5.85,5.86
120.49957,22.806847,0.004896164,5.5,5.51
120.52985,22.806725,0.00436306,4.36,4.36
120.56015,22.80661,0.0035033226,4.05,4.05
120.59042,22.806503,0.0028591156,4.31,4.31
120.6207,22.806374,0.0015466213,3.36,3.37
120.65097,22.806229,0.0005019903,1.83,1.83
120.681244,22.806107,0.0002578497,1.31,1.31
120.71155,22.805939,0.0001295209,0.89,0.89
120.74182,22.805794,2.8938055e-05,0.35,0.35
120.772095,22.805656,1.8924475e-06,0.24,0.24
120.80237,22.805473,-8.6426735e-07,0.22,0.22
120.83264,22.805305,-3.1292439e-06,0.2,0.2
120.862915,22.805138,-4.5895576e-06,0.18,0.18
120.89319,22.804955,-5.6028366e-06,0.17,0.17
120.92346,22.804756,-3.0994415e-06,0.2,0.2
120.953735,22.80458,-1.2814999e-06,0.23,0.23
120.98401,22.804367,-1.2516975e-06,0.29,0.29
121.01428,22.804153,-1.0430813e-06,0.39,0.39
121.044586,22.803947,-1.5497208e-06,0.57,0.57
121.07486,22.803726,-1.7881393e-06,0.89,0.89
121.10513,22.80349,-2.503395e-06,1.64,1.64
121.13541,22.80326,-5.9604645e-07,1.13,1.13
121.16568,22.803024,0.0,0.83,0.83
121.19595,22.802765,0.0,0.83,0.83
121.22623,22.802528,5.364418e-07,0.38,0.38
121.2565,22.802269,8.34465e-07,0.33,0.33
121.28677,22.801994,1.3113022e-06,0.3,0.3
121.31708,22.801727,1.3113022e-06,0.29,0.29
121.34735,22.801453,1.1920929e-06,0.28,0.28
121.377625,22.80117,1.0430813e-06,0.27,0.27
121.4079,22.80088,8.940697e-07,0.27,0.27
121.43817,22.800575,7.1525574e-07,0.26,0.26
121.468445,22.800278,7.1525574e-07,0.27,0.27
121.49872,22.799973,4.4703484e-07,0.27,0.27
121.52899,22.799652,3.874302e-07,0.27,0.27
121.559265,22.799324,3.5762787e-07,0.28,0.28
121.58954,22.798988,2.682209e-07,0.29,0.29
121.61981,22.798668,2.682209e-07,0.3,0.3
121.650085,22.798332,5.9604645e-08,0.31,0.31
121.68036,22.797974,5.9604645e-08,0.32,0.32
121.71063,22.797638,8.940697e-08,0.33,0.33
121.740906,22.797272,2.9802322e-08,0.34,0.34
121.77118,22.796898,2.9802322e-08,0.35,0.35
121.80145,22.79654,0.0,0.36,0.36
121.831726,22.796158,0.0,0.36,0.36
121.862,22.795776,0.0,0.36,0.36
121.89227,22.795387,2.9802322e-08,0.37,0.37
121.92255,22.794983,0.0,0.37,0.37
121.95282,22.794586,-2.9802322e-08,0.38,0.38
121.98309,22.794167,2.9802322e-08,0.4,0.4
122.01337,22.793755,2.9802322e-08,0.41,0.41
122.04364,22.793335,0.0,0.44,0.44
119.2883,22.833847,2.0563602e-06,0.44,0.44
119.3186,22.834015,2.3543835e-06,0.43,0.43
119.34888,22.83416,2.6226044e-06,0.41,0.41
119.37915,22.834282,2.95043e-06,0.38,0.38
119.409424,22.834404,3.606081e-06,0.36,0.36
119.43973,22.834534,4.351139e-06,0.34,0.34
119.47,22.834633,5.275011e-06,0.33,0.33
119.500305,22.834747,6.4373016e-06,0.33,0.33
119.53058,22.834854,8.523464e-06,0.33,0.33
119.56085,22.834946,1.1444092e-05,0.33,0.33
119.591156,22.83503,1.54078e-05,0.34,0.34
119.62143,22.835114,2.297759e-05,0.35,0.35
119.65173,22.835197,3.4213066e-05,0.37,0.37
119.68201,22.835266,5.0008297e-05,0.4,0.4
119.71228,22.83532,7.05719e-05,0.44,0.44
119.74255,22.835365,9.638071e-05,0.5,0.5
119.77286,22.835419,0.0001309514,0.58,0.58
119.80313,22.835464,0.00017815828,0.73,0.73
119.833435,22.83551,0.00024157763,0.93,0.93
119.86371,22.83554,0.000341177,1.18,1.18
119.89398,22.835564,0.00045728683,1.4,1.4
119.924286,22.835594,0.00058591366,1.56,1.56
119.95456,22.83561,0.0007458925,1.68,1.68
119.98486,22.83561,0.00096428394,1.78,1.78
120.01514,22.83561,0.0012539625,1.95,1.95
120.04541,22.83561,0.0016303062,2.15,2.15
120.075714,22.835594,0.002019167,2.29,2.29
120.10599,22.835564,0.0024478436,2.49,2.49
120.13629,22.83554,0.002981186,3.18,3.19
120.166565,22.83551,0.003534317,4.87,4.87
120.19684,22.835464,0.0039978027,10.9,10.9
120.22714,22.835419,0.004368782,8.14,8.15
120.257416,22.835365,0.0046844482,9.94,9.94
120.28772,22.83532,0.0049829483,10.07,10.07
120.31799,22.835266,0.0053834915,8.14,8.14
120.34827,22.835197,0.006085396,8.72,8.73
120.37854,22.835114,0.0060634613,8.28,8.28
120.408844,22.83503,0.006070614,6.76,6.76
120.43912,22.834946,0.0057611465,4.86,4.86
120.46942,22.834854,0.0055236816,5.03,5.04
120.499695,22.834747,0.0052080154,5.52,5.52
120.52997,22.834633,0.004691601,4.91,4.91
120.56027,22.834534,0.0034594536,4.08,4.09
120.590546,22.834404,0.0024852753,4.1,4.1
120.62085,22.834282,0.0014512539,3.43,3.43
120.65112,22.83416,0.00045096874,1.63,1.63
120.6814,22.834015,0.00018393993,1.06,1.06
120.7117,22.833847,7.587671e-05,0.64,0.64
120.741974,22.83371,2.0563602e-05,0.29,0.29
120.77225,22.833565,3.2186508e-06,0.2,0.2
120.80255,22.833405,2.0563602e-06,0.18,0.18
120.832825,22.833214,-1.1622906e-06,0.17,0.17
120.8631,22.833054,-2.5480986e-06,0.17,0.17
120.8934,22.83287,-2.7567148e-06,0.19,0.19
120.923676,22.832664,-2.0563602e-06,0.23,0.23
120.95398,22.832481,-1.5795231e-06,0.26,0.26
120.98425,22.832283,-1.2516975e-06,0.3,0.3
121.01453,22.832062,-9.23872e-07,0.37,0.37
121.0448,22.831863,-1.1324883e-06,0.49,0.49
121.0751,22.831627,-1.7881393e-06,0.74,0.74
121.10538,22.831413,-2.1457672e-06,1.27,1.27
121.13568,22.831161,-1.7285347e-06,0.84,0.84
121.165955,22.830933,-9.536743e-07,0.71,0.71
121.19623,22.830696,5.9604645e-08,0.61,0.61
121.2265,22.830437,5.364418e-07,0.39,0.39
121.256775,22.830185,5.066395e-07,0.35,0.35
121.28708,22.829918,8.940697e-07,0.32,0.32
121.31735,22.829636,1.4901161e-06,0.3,0.3
121.34766,22.829353,1.1324883e-06,0.28,0.28
121.37793,22.829086,1.1622906e-06,0.28,0.28
121.4082,22.828796,9.536743e-07,0.27,0.27
121.43848,22.828484,8.34465e-07,0.27,0.27
121.46875,22.828194,7.1525574e-07,0.27,0.27
121.499054,22.82788,5.364418e-07,0.27,0.27
121.52933,22.827576,3.874302e-07,0.28,0.28
121.5596,22.827248,1.1920929e-07,0.28,0.28
121.589905,22.826889,2.0861626e-07,0.29,0.29
121.62018,22.826584,1.1920929e-07,0.3,0.3
121.65045,22.82624,1.1920929e-07,0.31,0.31
121.680725,22.825882,8.940697e-08,0.32,0.32
121.711,22.825539,8.940697e-08,0.33,0.33
121.7413,22.82518,-2.9802322e-08,0.35,0.35
121.771576,22.824814,2.9802322e-08,0.36,0.36
121.80185,22.824448,8.940697e-08,0.36,0.36
121.83215,22.824059,2.9802322e-08,0.37,0.37
121.86243,22.823677,5.9604645e-08,0.37,0.37
121.8927,22.823288,0.0,0.37,0.37
121.92297,22.822891,0.0,0.38,0.38
121.95325,22.82248,0.0,0.39,0.39
121.98352,22.822067,8.940697e-08,0.4,0.4
122.013794,22.821663,0.0,0.42,0.42
122.04407,22.821243,5.9604645e-08,0.45,0.45
119.28815,22.861778,1.2218952e-06,0.46,0.46
119.31842,22.861923,1.7285347e-06,0.45,0.45
119.348724,22.86206,1.847744e-06,0.43,0.43
119.37903,22.862198,2.115965e-06,0.4,0.4
119.4093,22.86232,3.0696392e-06,0.37,0.37
119.439606,22.862442,3.9339066e-06,0.35,0.35
119.46988,22.862556,4.8577785e-06,0.34,0.34
119.50018,22.862656,5.841255e-06,0.33,0.33
119.53046,22.862755,7.5399876e-06,0.33,0.33
119.56076,22.862862,9.953976e-06,0.33,0.33
119.591064,22.862953,1.296401e-05,0.34,0.34
119.62134,22.863022,1.7940998e-05,0.35,0.35
119.65164,22.863113,2.6911497e-05,0.37,0.37
119.681946,22.863182,4.1097403e-05,0.4,0.4
119.71222,22.863235,6.0141087e-05,0.43,0.43
119.74252,22.863281,8.624792e-05,0.48,0.48
119.7728,22.863358,0.00011831522,0.56,0.56
119.8031,22.863388,0.00016218424,0.69,0.69
119.833374,22.863419,0.00022244453,0.89,0.89
119.86368,22.86345,0.00031971931,1.14,1.14
119.89398,22.863472,0.00043821335,1.39,1.39
119.924255,22.863503,0.00056898594,1.57,1.57
119.95456,22.86351,0.0007277727,1.7,1.71
119.98486,22.86351,0.0009371042,1.81,1.81
120.01514,22.86351,0.0012288094,1.94,1.94
120.04544,22.86351,0.0016143322,2.11,2.11
120.075714,22.863503,0.002017498,2.31,2.31
120.10602,22.863472,0.0024387836,2.51,2.51
120.13629,22.86345,0.0030055046,3.14,3.15
120.166595,22.863419,0.0035505295,4.43,4.44
120.1969,22.863388,0.004034996,8.92,8.92
120.22717,22.863358,0.0044965744,8.32,8.32
120.25748,22.863281,0.0048618317,10.7,10.7
120.28778,22.863235,0.0051412582,9.96,9.97
120.318054,22.863182,0.005653858,7.21,7.22
120.34836,22.863113,0.0062332153,9.78,9.79
120.37866,22.863022,0.0063266754,7.72,7.72
120.408936,22.862953,0.006325245,5.81,5.82
120.43924,22.862862,0.0059919357,4.86,4.87
120.46951,22.862755,0.0057206154,5.14,5.14
120.49982,22.862656,0.0053009987,5.27,5.27
120.53009,22.862556,0.0041542053,4.76,4.76
120.560394,22.862442,0.002543211,3.96,3.97
120.5907,22.86232,0.0016210079,3.35,3.35
120.62097,22.862198,0.0011286736,2.9,2.9
120.651276,22.86206,0.00044190884,1.57,1.57
120.68155,22.861923,0.00019431114,0.99,0.99
120.71185,22.861778,0.00010728836,0.65,0.65
120.74213,22.861618,5.8710575e-05,0.34,0.34
120.77243,22.86148,2.3514032e-05,0.22,0.22
120.802734,22.861305,9.983778e-06,0.16,0.16
120.83301,22.861122,3.8146973e-06,0.14,0.14
120.86331,22.860962,-2.0861626e-07,0.15,0.15
120.893616,22.860771,-1.6391277e-06,0.2,0.2
120.92389,22.86058,-1.0728836e-06,0.26,0.26
120.95416,22.860382,-1.1324883e-06,0.3,0.3
120.98447,22.860191,-8.046627e-07,0.33,0.33
121.01477,22.85997,-1.2516975e-06,0.4,0.4
121.045044,22.859772,-1.1324883e-06,0.5,0.5
121.07535,22.859535,-2.0861626e-06,0.69,0.69
121.10562,22.859314,-9.536743e-07,1.15,1.15
121.135925,22.859093,-2.6226044e-06,0.98,0.98
121.1662,22.858833,-1.3709068e-06,0.71,0.71
121.1965,22.858604,-3.5762787e-07,0.65,0.65
121.22681,22.858353,-2.9802322e-08,0.46,0.46
121.25708,22.858093,1.4901161e-07,0.38,0.38
121.28735,22.857819,5.9604645e-07,0.34,0.34
121.31766,22.857552,1.0430813e-06,0.31,0.31
121.34796,22.85727,1.4305115e-06,0.3,0.3
121.378235,22.856987,1.1622906e-06,0.28,0.28
121.40851,22.856705,1.1920929e-06,0.28,0.28
121.43881,22.856407,9.536743e-07,0.27,0.27
121.46912,22.85611,8.046627e-07,0.27,0.27
121.49939,22.85579,5.364418e-07,0.27,0.27
121.52966,22.855476,5.066395e-07,0.28,0.28
121.55997,22.855148,3.874302e-07,0.28,0.28
121.59024,22.854828,8.940697e-08,0.29,0.29
121.620544,22.854507,1.4901161e-07,0.3,0.3
121.65082,22.854156,1.1920929e-07,0.31,0.31
121.68112,22.85379,8.940697e-08,0.32,0.32
121.711395,22.85344,8.940697e-08,0.34,0.34
121.7417,22.85308,8.940697e-08,0.35,0.35
121.77197,22.852722,0.0,0.36,0.36
121.802246,22.852356,0.0,0.37,0.37
121.83255,22.851967,5.9604645e-08,0.37,0.37
121.86282,22.851593,5.9604645e-08,0.38,0.38
121.89313,22.851196,5.9604645e-08,0.38,0.38
121.9234,22.850792,0.0,0.39,0.39
121.953674,22.850388,0.0,0.4,0.4
121.98398,22.849983,0.0,0.41,0.41
122.01425,22.849571,0.0,0.42,0.42
122.044556,22.84916,-5.9604645e-08,0.45,0.45
119.287964,22.889687,9.536743e-07,0.47,0.47
119.31827,22.889847,1.1920929e-06,0.47,0.47
119.34857,22.889969,1.6391277e-06,0.45,0.45
119.378876,22.890106,2.1755695e-06,0.42,0.42
119.40918,22.890236,2.682209e-06,0.39,0.39
119.43945,22.89035,3.5464764e-06,0.36,0.36
119.46976,22.890457,4.2915344e-06,0.35,0.35
119.50006,22.890572,5.3346157e-06,0.34,0.34
119.530365,22.890678,6.824732e-06,0.33,0.33
119.56067,22.890762,8.7320805e-06,0.33,0.33
119.59097,22.890862,1.1205673e-05,0.34,0.34
119.62128,22.890938,1.5258789e-05,0.35,0.35
119.65155,22.891022,2.193451e-05,0.37,0.37
119.681854,22.891083,3.2901764e-05,0.39,0.39
119.71216,22.891136,5.069375e-05,0.42,0.42
119.74246,22.891212,7.402897e-05,0.47,0.47
119.772766,22.891258,0.000105559826,0.54,0.54
119.80304,22.891296,0.00014817715,0.66,0.66
119.83334,22.891342,0.00020253658,0.85,0.85
119.86365,22.89138,0.00029098988,1.11,1.11
119.89395,22.891403,0.00041735172,1.37,1.37
119.924255,22.891418,0.0005503893,1.58,1.59
119.95453,22.891434,0.00071048737,1.73,1.73
119.98486,22.891434,0.0009098053,1.84,1.84
120.01514,22.891434,0.0011966228,1.98,1.98
120.04544,22.891434,0.001584053,2.17,2.17
120.075745,22.891418,0.002008438,2.38,2.38
120.10605,22.891403,0.0024328232,2.54,2.55
120.13635,22.89138,0.0030179024,3.19,3.19
120.166626,22.891342,0.003581524,4.33,4.33
120.19693,22.891296,0.004065037,6.27,6.27
120.227234,22.891258,0.0045633316,8.06,8.06
120.25754,22.891212,0.0048274994,11.99,12.0
120.28784,22.891136,0.0053281784,9.36,9.36
120.318115,22.891083,0.0058078766,7.63,7.63
120.34845,22.891022,0.0063266754,10.31,10.32
120.37872,22.890938,0.006549835,6.9,6.9
120.40903,22.890862,0.006591797,5.73,5.74
120.43933,22.890762,0.00617218,4.96,4.96
120.469635,22.890678,0.005797386,5.15,5.16
120.49994,22.890572,0.0052142143,4.8,4.81
120.53021,22.890457,0.003625393,4.09,4.09
120.56052,22.89035,0.002029419,3.34,3.34
120.59082,22.890236,0.0012469292,2.82,2.82
120.621124,22.890106,0.0009543896,2.56,2.56
120.65143,22.889969,0.00054872036,1.79,1.79
120.6817,22.889847,0.00030004978,1.15,1.15
120.712006,22.889687,0.00017523766,0.76,0.76
120.74231,22.889519,0.00012084842,0.49,0.49
120.77261,22.889389,6.312132e-05,0.27,0.27
120.80292,22.889214,1.8134713e-05,0.17,0.17
120.83319,22.889053,6.452203e-06,0.14,0.14
120.863495,22.88887,2.0563602e-06,0.13,0.13
120.8938,22.888695,-7.599592e-07,0.19,0.19
120.9241,22.888489,-5.066395e-07,0.25,0.25
120.95441,22.888298,-4.4703484e-07,0.28,0.28
120.98468,22.8881,-4.7683716e-07,0.3,0.3
121.014984,22.887894,-6.556511e-07,0.39,0.39
121.04529,22.88768,-5.9604645e-07,0.5,0.5
121.07559,22.887459,-1.5497208e-06,0.7,0.7
121.105896,22.887222,-2.2649765e-06,1.1,1.1
121.13617,22.887001,-2.6226044e-06,1.06,1.06
121.16647,22.886757,-2.0861626e-06,0.68,0.68
121.19678,22.886505,-5.364418e-07,0.52,0.52
121.22705,22.886253,-1.7881393e-07,0.55,0.55
121.257355,22.885994,0.0,0.46,0.46
121.28766,22.885727,-2.9802322e-08,0.36,0.36
121.31796,22.88546,7.1525574e-07,0.33,0.33
121.34827,22.885193,1.4603138e-06,0.31,0.31
121.37854,22.88491,1.5497208e-06,0.29,0.29
121.408844,22.884613,1.2516975e-06,0.28,0.28
121.43915,22.884315,1.0430813e-06,0.28,0.28
121.46942,22.884018,8.940697e-07,0.27,0.27
121.499725,22.883713,5.9604645e-07,0.27,0.27
121.53003,22.883385,3.874302e-07,0.28,0.28
121.5603,22.883057,2.9802322e-07,0.28,0.28
121.59061,22.882736,1.7881393e-07,0.29,0.29
121.62091,22.882408,8.940697e-08,0.3,0.3
121.651184,22.882065,1.7881393e-07,0.31,0.31
121.68149,22.881714,8.940697e-08,0.32,0.32
121.71179,22.881363,1.1920929e-07,0.34,0.34
121.742065,22.881004,5.9604645e-08,0.35,0.35
121.77237,22.880646,-2.9802322e-08,0.36,0.36
121.80267,22.880272,0.0,0.37,0.37
121.83295,22.879883,0.0,0.38,0.38
121.86325,22.879509,0.0,0.39,0.39
121.893555,22.879105,0.0,0.39,0.39
121.92383,22.878708,0.0,0.4,0.4
121.95413,22.878304,8.940697e-08,0.4,0.4
121.984436,22.8779,0.0,0.41,0.41
122.01471,22.877472,5.9604645e-08,0.43,0.43
122.04501,22.87706,0.0,0.46,0.46
119.28781,22.917595,7.748604e-07,0.48,0.48
119.318115,22.917755,8.6426735e-07,0.49,0.49
119.34842,22.917885,1.2516975e-06,0.47,0.47
119.37872,22.918015,1.5795231e-06,0.45,0.45
119.40903,22.918144,2.1755695e-06,0.42,0.42
119.43933,22.918274,3.0398369e-06,0.38,0.38
119.469666,22.918373,4.142523e-06,0.36,0.36
119.49994,22.91848,4.7385693e-06,0.34,0.34
119.53027,22.918594,6.2286854e-06,0.34,0.34
119.56055,22.918694,8.106232e-06,0.34,0.34
119.59088,22.918762,1.0579824e-05,0.34,0.34
119.621185,22.918846,1.3500452e-05,0.35,0.35
119.65149,22.91893,1.8715858e-05,0.36,0.36
119.68179,22.918999,2.7418137e-05,0.38,0.38
119.7121,22.919067,4.0739775e-05,0.41,0.42
119.7424,22.91912,6.186962e-05,0.46,0.46
119.772705,22.919167,9.018183e-05,0.52,0.52
119.80301,22.919205,0.00013190508,0.63,0.63
119.83331,22.91925,0.00018393993,0.81,0.81
119.86362,22.919289,0.00026381016,1.07,1.07
119.89392,22.919304,0.00038802624,1.35,1.35
119.924225,22.919327,0.00053346157,1.59,1.59
119.95453,22.919342,0.0006901026,1.76,1.76
119.98483,22.919342,0.0008878708,1.88,1.88
120.01514,22.919342,0.0011606216,2.01,2.02
120.04547,22.919342,0.0015442371,2.21,2.21
120.075745,22.919327,0.0019869804,2.45,2.45
120.10608,22.919304,0.0024154186,2.59,2.59
120.13635,22.919289,0.0030198097,3.28,3.28
120.16669,22.91925,0.0036349297,4.69,4.69
120.19699,22.919205,0.0041308403,6.53,6.53
120.227295,22.919167,0.0046157837,8.54,8.55
120.2576,22.91912,0.004760742,13.86,13.87
