UTC,首爾,東京,北京
2019-04-17-00,2.0698059762268297,3.1462538804656455,2.1918249431711327
2019-04-17-01,2.5973131830578433,3.860917896694053,3.038450994089618
2019-04-17-02,3.189542559482381,4.12204786474715,3.996182481716144
2019-04-17-03,3.776893408316499,4.118456551146437,5.109835752952657
2019-04-17-04,3.8918280416396174,4.1525105847284856,5.0281248023925675
2019-04-17-05,4.604795601325134,3.9625004933467403,5.378455662494529
2019-04-17-06,4.995409126408948,4.086230935284233,5.38553658726924
2019-04-17-07,5.10151913356945,3.893773443336391,5.415408229793942
2019-04-17-08,4.878016345906591,3.7782282447664275,5.218782335433018
2019-04-17-09,4.507445736248783,4.078359672439742,4.13792134953778
2019-04-17-10,3.6876359077714995,3.8761800637353554,2.185853553998574
2019-04-17-11,2.581886802765997,3.1418678988304403,1.1673836200586079
2019-04-17-12,2.5111082683359864,1.934704925000706,3.8306006171397105
2019-04-17-13,2.269813893395956,1.4962993607918202,5.41196085184047
2019-04-17-14,2.256596425893947,1.2540281995450726,6.459851068649979
2019-04-17-15,2.2859766025804613,1.3696851646614536,7.147888482791023
2019-04-17-16,2.531791233952288,1.5157549200944793,7.067425814718135
2019-04-17-17,2.2379473499662206,1.4698919446014391,6.791087552440799
2019-04-17-18,2.322044089116065,1.5322187459654917,6.453461682814884
2019-04-17-19,2.453933692232869,2.0973916845420146,5.639581466381837
2019-04-17-20,2.4034638188890676,2.3835092765089363,5.032145582103465
2019-04-17-21,2.6789320786661523,2.5584053868962506,4.536958497971538
2019-04-17-22,3.310633527465024,2.9688425283072832,4.130461218298526
2019-04-17-23,4.241144767039502,2.8582906243650905,4.216978976375873
