UTC,首爾,東京,北京
2019-07-12-00,2.9713618912803876,2.8392595609879323,0.8809698576472575
2019-07-12-01,3.7184155702206696,2.7977546086957625,0.9369652029771217
2019-07-12-02,4.193325227548997,3.0031111880450854,1.5227002455474323
2019-07-12-03,4.814242518553217,2.8155553725358424,2.309881799289225
2019-07-12-04,4.671683365492475,2.749871475487306,2.194784123460984
2019-07-12-05,5.2456521486031145,2.6557789256016546,2.205838566044886
2019-07-12-06,5.353763599795713,2.4233465723783225,1.9541130582750286
2019-07-12-07,5.648989142080927,2.60668273668562,1.745268277318835
2019-07-12-08,5.044725537396359,2.8791043104394496,1.5251253603250867
2019-07-12-09,4.842259653800686,2.618020249525321,1.5805973786441594
2019-07-12-10,4.677175361496977,2.6747183547839506,1.8915270329764158
2019-07-12-11,4.506514974904916,2.224507309298745,2.269936851386816
2019-07-12-12,3.60242801065356,1.6375440103849919,2.233853467109247
2019-07-12-13,2.9129887422134324,1.7922838068783113,1.5708914131583986
2019-07-12-14,3.125966916674286,1.747966737612968,1.3725949673019995
2019-07-12-15,2.459915824450423,1.2680555126682946,1.305004015407427
2019-07-12-16,2.4755791837678998,0.7192377196385087,1.3397877543354566
2019-07-12-17,2.5305061133493068,0.7760579109018643,1.0750962201281
2019-07-12-18,2.5511787017288983,0.49043792567615757,1.328788698791124
2019-07-12-19,2.066396896616314,0.1279726232904594,1.6522650337095879
2019-07-12-20,1.6374708694510616,0.3080794664438544,2.124519512904668
2019-07-12-21,1.6498188833562792,0.8589263231521584,2.460088988803395
2019-07-12-22,1.5845564404197798,1.4641339292857842,2.310488498141608
2019-07-12-23,1.6675415684175026,1.7398511983576819,2.506094437685289
