,鞍部,淡水,竹子湖,基隆,台北,新屋,板橋,新竹,宜蘭,蘇澳,梧棲,台中,花蓮,日月潭,阿里山,嘉義,玉山,成功,永康,台南,台東,高雄,大武,恆春
2019-10-12-00,1.0000237454027059,1.4045829785761161,1.0000237454027059,2.5176649039003407,0.5908708344668572,3.990575864022697,1.4581306857341814,1.2452122236243932,0.6755351612722311,1.6110826607617548,2.9320854003890267,0.7029474953445132,1.4951096974050992,0.8300562206483831,1.2767097679590445,0.7294782529149801,1.0199393230375247,2.7294041228531465,0.7776157703230631,0.7776157703230631,0.6811385705434888,0.42566706240562097,1.6039820794972115,1.5576661209348674
2019-10-12-01,1.2808634772129126,0.9741245902551726,0.8089407858257516,2.7559360681138334,1.4838596174622736,4.908710480278115,2.1617225303035092,1.5664054559535738,0.7084357005810341,1.5385775606652166,2.875848816597631,1.160802825223768,0.8598945828636804,1.3099924985047666,1.4482040919958228,0.5320186155401918,1.4201858605836841,4.850593768739688,0.7007311166430368,1.3211405851804285,1.6972923465672882,1.982109722159328,2.605074705623937,2.123013055578536
2019-10-12-02,1.969620713207331,1.9147921606610583,1.668861510581665,2.9090257537348787,1.6100364186235918,5.73890228588157,2.409418752569796,2.160029556656464,2.201965868243488,1.0330188253259818,3.991355457361361,0.8537957522639031,1.857687742299082,0.8968453946981224,0.9215509780171998,0.6518582323608494,2.6887880600234397,3.9541757341716535,1.4464600915110648,1.4464600915110648,2.341675754987303,1.9419574623643197,2.5116523268383975,2.998351085587498
2019-10-12-03,1.6304005599521956,2.301568835478968,1.6304005599521956,3.1080135656642085,2.677944297462294,7.5718668046797495,2.9338849193468284,2.791619376974943,3.1725801676493726,2.004742047511085,2.3469889925124137,1.1764642345246796,2.447626402482127,1.3656267694758413,0.8238873002468047,1.3715572100837838,1.8438560305459406,5.560713878613228,2.537040457665249,2.369752687291717,3.35324875066192,2.7516610168634705,2.656139105081203,2.2082437620626294
2019-10-12-04,1.541460679048781,3.5950577906848347,1.7572442749264705,3.9585778855486424,2.043673289666532,6.999196627458792,3.296170826455569,3.5846204823200645,3.9860294807192624,2.756422324116261,5.242074643356445,1.9027020736764488,4.296613321505216,1.6555389099619757,0.7544258593493445,0.7126741893668493,2.792026024052572,5.259047944537421,3.85257302371419,3.505311785460552,3.5739164766021623,3.1639085310394077,3.547644117780011,1.617758369060116
2019-10-12-05,1.8531796535797687,3.4832827633266548,2.8191354233660557,3.7933641293794276,4.3727853012834625,6.843588735299881,4.207168899862163,4.27809069713097,4.709689564570247,2.1608491977820483,5.750009562350779,3.3633083971882174,4.8337256810693905,2.049770957048247,0.6989568685831857,2.2209408582346,2.8190743354847028,4.540459569630497,3.741203500382209,4.114049175118872,3.2056871637016053,3.7143519845834443,3.683573475536035,0.9516683541059021
2019-10-12-06,3.049255213878094,3.785366212548495,3.7285982333667147,4.283326891576308,5.76128204589233,7.853169153897126,3.065109919792002,4.90577193137687,4.759633269394678,2.1242864945359545,6.280629139313214,3.946677965406596,3.455842670267951,1.824803336334413,0.7921220995017011,2.9250572337940888,1.3623964659427763,4.721998240359275,4.403988925728938,4.193687036039215,3.116577040645038,4.041345440297399,2.9395901951371424,3.85520742151589
2019-10-12-07,4.460081685853159,2.976860148900224,3.677950907226286,3.818903010057775,6.44223079346483,6.902616492356312,4.8237805194626295,5.508056289617994,5.106056225146089,2.8800394229665276,6.34019968454702,4.390513532855774,3.5448588942687858,1.4631138592601285,0.47717566299962283,3.2190152768901217,0.9258014056608477,4.453074614706751,4.0873685529686385,3.51267387550639,3.074647919254705,3.829288208702511,3.0015206548927273,3.0252970601992937
2019-10-12-08,4.1214057219888796,2.8121207488465676,2.917042419455213,3.937171831643498,6.635660141566574,6.935189199506928,4.728592011064194,4.252198439107838,4.957070220720499,3.7096223023865322,7.3948415561413485,3.7990689717525905,4.066799716046191,0.8635743268878353,1.262655082595361,3.00051255074623,0.659878706555545,4.968663016630475,4.297205445179977,3.755380099146023,2.3777679235583986,3.516281306327874,2.4099440415202116,2.9685077046917403
2019-10-12-09,4.302277380751773,2.3988074524553245,4.302277380751773,3.6247754846017792,6.059268913759597,6.392212133268868,3.742964507486109,2.2005413223850185,3.6222782183785975,2.2252408708275615,6.228823097259382,2.8969266283280994,3.5466750781673038,1.3806023239439509,0.37860725921109384,3.486978086456755,1.1989037375468035,3.626903239946601,3.581780776234329,3.000482853058564,2.433539080150671,3.701377535585098,2.209308821821687,1.8416179300377278
