,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-06-08-00,94.0,90.0,30.0,210.0,250.0,110.0,270.0,270.0
2019-06-08-01,-999.0,-999.0,50.0,210.0,-999.0,-999.0,-999.0,-999.0
2019-06-08-02,-999.0,-999.0,100.0,210.0,-999.0,-999.0,-999.0,-999.0
2019-06-08-03,50.0,50.0,60.0,210.0,220.0,90.0,-999.0,270.0
2019-06-08-04,-999.0,-999.0,40.0,210.0,-999.0,-999.0,-999.0,-999.0
2019-06-08-05,-999.0,-999.0,50.0,220.0,-999.0,-999.0,-999.0,-999.0
2019-06-08-06,285.0,50.0,110.0,210.0,200.0,70.0,340.0,160.0
2019-06-08-07,-999.0,-999.0,50.0,210.0,-999.0,-999.0,-999.0,-999.0
2019-06-08-08,-999.0,-999.0,110.0,200.0,-999.0,-999.0,-999.0,-999.0
2019-06-08-09,295.0,70.0,110.0,220.0,220.0,70.0,160.0,180.0
2019-06-08-10,-999.0,-999.0,60.0,230.0,-999.0,-999.0,-999.0,-999.0
2019-06-08-11,-999.0,-999.0,90.0,220.0,-999.0,-999.0,-999.0,-999.0
2019-06-08-12,303.0,90.0,110.0,230.0,40.0,110.0,110.0,200.0
2019-06-08-13,-999.0,-999.0,90.0,220.0,-999.0,-999.0,-999.0,-999.0
2019-06-08-14,-999.0,-999.0,100.0,220.0,-999.0,-999.0,-999.0,-999.0
2019-06-08-15,285.0,110.0,70.0,220.0,70.0,160.0,140.0,180.0
2019-06-08-16,-999.0,-999.0,90.0,210.0,-999.0,-999.0,-999.0,-999.0
2019-06-08-17,-999.0,-999.0,100.0,210.0,-999.0,-999.0,-999.0,-999.0
2019-06-08-18,265.0,140.0,90.0,210.0,360.0,110.0,140.0,180.0
2019-06-08-19,-999.0,-999.0,60.0,210.0,-999.0,-999.0,-999.0,-999.0
2019-06-08-20,-999.0,-999.0,50.0,210.0,-999.0,-999.0,-999.0,-999.0
2019-06-08-21,347.0,110.0,60.0,220.0,340.0,140.0,-999.0,220.0
2019-06-08-22,-999.0,-999.0,90.0,210.0,-999.0,-999.0,-999.0,-999.0
2019-06-08-23,-999.0,-999.0,80.0,210.0,-999.0,-999.0,-999.0,-999.0
