,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-05-01-00,203.0,250.0,330.0,220.0,360.0,270.0,220.0,110.0
2019-05-01-01,-999.0,-999.0,330.0,220.0,-999.0,-999.0,-999.0,-999.0
2019-05-01-02,-999.0,-999.0,330.0,220.0,-999.0,-999.0,-999.0,-999.0
2019-05-01-03,272.0,270.0,70.0,210.0,340.0,320.0,180.0,90.0
2019-05-01-04,-999.0,-999.0,90.0,230.0,-999.0,-999.0,-999.0,-999.0
2019-05-01-05,-999.0,-999.0,150.0,360.0,-999.0,-999.0,-999.0,-999.0
2019-05-01-06,213.0,290.0,180.0,360.0,40.0,40.0,290.0,40.0
2019-05-01-07,-999.0,-999.0,190.0,360.0,-999.0,-999.0,-999.0,-999.0
2019-05-01-08,-999.0,-999.0,210.0,360.0,-999.0,-999.0,-999.0,-999.0
2019-05-01-09,265.0,290.0,260.0,360.0,220.0,20.0,160.0,70.0
2019-05-01-10,-999.0,-999.0,340.0,360.0,-999.0,-999.0,-999.0,-999.0
2019-05-01-11,-999.0,-999.0,110.0,360.0,-999.0,-999.0,-999.0,-999.0
2019-05-01-12,326.0,250.0,30.0,360.0,200.0,20.0,160.0,90.0
2019-05-01-13,-999.0,-999.0,340.0,360.0,-999.0,-999.0,-999.0,-999.0
2019-05-01-14,-999.0,-999.0,90.0,360.0,-999.0,-999.0,-999.0,-999.0
2019-05-01-15,214.0,200.0,60.0,350.0,250.0,250.0,40.0,70.0
2019-05-01-16,-999.0,-999.0,90.0,350.0,-999.0,-999.0,-999.0,-999.0
2019-05-01-17,-999.0,-999.0,210.0,350.0,-999.0,-999.0,-999.0,-999.0
2019-05-01-18,283.0,200.0,200.0,360.0,220.0,360.0,320.0,40.0
2019-05-01-19,-999.0,-999.0,180.0,360.0,-999.0,-999.0,-999.0,-999.0
2019-05-01-20,-999.0,-999.0,220.0,10.0,-999.0,-999.0,-999.0,-999.0
2019-05-01-21,291.0,230.0,200.0,20.0,40.0,360.0,290.0,40.0
2019-05-01-22,-999.0,-999.0,180.0,10.0,-999.0,-999.0,-999.0,-999.0
2019-05-01-23,-999.0,-999.0,300.0,20.0,-999.0,-999.0,-999.0,-999.0
