,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-01-14-00,8.0,180.0,330.0,40.0,70.0,40.0,360.0,70.0
2019-01-14-01,-999.0,-999.0,340.0,50.0,-999.0,-999.0,-999.0,-999.0
2019-01-14-02,-999.0,-999.0,20.0,50.0,-999.0,-999.0,-999.0,-999.0
2019-01-14-03,30.0,360.0,350.0,60.0,110.0,90.0,320.0,360.0
2019-01-14-04,-999.0,-999.0,40.0,70.0,-999.0,-999.0,-999.0,-999.0
2019-01-14-05,-999.0,-999.0,50.0,70.0,-999.0,-999.0,-999.0,-999.0
2019-01-14-06,156.0,270.0,50.0,50.0,220.0,70.0,160.0,70.0
2019-01-14-07,-999.0,-999.0,30.0,40.0,-999.0,-999.0,-999.0,-999.0
2019-01-14-08,-999.0,-999.0,30.0,50.0,-999.0,-999.0,-999.0,-999.0
2019-01-14-09,285.0,290.0,10.0,50.0,220.0,90.0,40.0,110.0
2019-01-14-10,-999.0,-999.0,70.0,50.0,-999.0,-999.0,-999.0,-999.0
2019-01-14-11,-999.0,-999.0,100.0,60.0,-999.0,-999.0,-999.0,-999.0
2019-01-14-12,302.0,200.0,70.0,50.0,320.0,90.0,340.0,90.0
2019-01-14-13,-999.0,-999.0,100.0,50.0,-999.0,-999.0,-999.0,-999.0
2019-01-14-14,-999.0,-999.0,30.0,30.0,-999.0,-999.0,-999.0,-999.0
2019-01-14-15,294.0,200.0,50.0,50.0,360.0,40.0,-999.0,20.0
2019-01-14-16,-999.0,-999.0,60.0,90.0,-999.0,-999.0,-999.0,-999.0
2019-01-14-17,-999.0,-999.0,350.0,120.0,-999.0,-999.0,-999.0,-999.0
2019-01-14-18,313.0,230.0,300.0,40.0,360.0,40.0,290.0,360.0
2019-01-14-19,-999.0,-999.0,300.0,30.0,-999.0,-999.0,-999.0,-999.0
2019-01-14-20,-999.0,-999.0,300.0,100.0,-999.0,-999.0,-999.0,-999.0
2019-01-14-21,279.0,250.0,310.0,80.0,360.0,20.0,270.0,360.0
2019-01-14-22,-999.0,-999.0,320.0,80.0,-999.0,-999.0,-999.0,-999.0
2019-01-14-23,-999.0,-999.0,10.0,100.0,-999.0,-999.0,-999.0,-999.0
