,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-11-03-00,42.0,250.0,340.0,30.0,20.0,70.0,220.0,20.0
2019-11-03-01,-999.0,-999.0,340.0,60.0,-999.0,-999.0,-999.0,-999.0
2019-11-03-02,-999.0,-999.0,20.0,60.0,-999.0,-999.0,-999.0,-999.0
2019-11-03-03,54.0,360.0,350.0,60.0,20.0,360.0,360.0,20.0
2019-11-03-04,-999.0,-999.0,90.0,50.0,-999.0,-999.0,-999.0,-999.0
2019-11-03-05,-999.0,-999.0,40.0,360.0,-999.0,-999.0,-999.0,-999.0
2019-11-03-06,104.0,320.0,40.0,10.0,270.0,40.0,70.0,90.0
2019-11-03-07,-999.0,-999.0,310.0,30.0,-999.0,-999.0,-999.0,-999.0
2019-11-03-08,-999.0,-999.0,10.0,40.0,-999.0,-999.0,-999.0,-999.0
2019-11-03-09,71.0,250.0,20.0,40.0,220.0,55.0,90.0,110.0
2019-11-03-10,-999.0,-999.0,50.0,30.0,-999.0,-999.0,-999.0,-999.0
2019-11-03-11,-999.0,-999.0,20.0,30.0,-999.0,-999.0,-999.0,-999.0
2019-11-03-12,71.0,180.0,10.0,30.0,-999.0,40.0,90.0,40.0
2019-11-03-13,-999.0,-999.0,360.0,40.0,-999.0,-999.0,-999.0,-999.0
2019-11-03-14,-999.0,-999.0,320.0,30.0,-999.0,-999.0,-999.0,-999.0
2019-11-03-15,72.0,160.0,20.0,30.0,-999.0,20.0,70.0,90.0
2019-11-03-16,-999.0,-999.0,20.0,20.0,-999.0,-999.0,-999.0,-999.0
2019-11-03-17,-999.0,-999.0,40.0,10.0,-999.0,-999.0,-999.0,-999.0
2019-11-03-18,64.0,160.0,30.0,20.0,-999.0,40.0,360.0,40.0
2019-11-03-19,-999.0,-999.0,320.0,30.0,-999.0,-999.0,-999.0,-999.0
2019-11-03-20,-999.0,-999.0,340.0,30.0,-999.0,-999.0,-999.0,-999.0
2019-11-03-21,68.0,140.0,300.0,30.0,-999.0,40.0,340.0,20.0
2019-11-03-22,-999.0,-999.0,330.0,30.0,-999.0,-999.0,-999.0,-999.0
2019-11-03-23,-999.0,-999.0,330.0,40.0,-999.0,-999.0,-999.0,-999.0
