,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-05-18-00,126.0,70.0,140.0,160.0,110.0,320.0,360.0,270.0
2019-05-18-01,-999.0,-999.0,160.0,160.0,-999.0,-999.0,-999.0,-999.0
2019-05-18-02,-999.0,-999.0,150.0,170.0,-999.0,-999.0,-999.0,-999.0
2019-05-18-03,123.0,50.0,140.0,160.0,140.0,290.0,290.0,220.0
2019-05-18-04,-999.0,-999.0,120.0,160.0,-999.0,-999.0,-999.0,-999.0
2019-05-18-05,-999.0,-999.0,150.0,140.0,-999.0,-999.0,-999.0,-999.0
2019-05-18-06,94.0,70.0,110.0,150.0,110.0,290.0,160.0,90.0
2019-05-18-07,-999.0,-999.0,140.0,130.0,-999.0,-999.0,-999.0,-999.0
2019-05-18-08,-999.0,-999.0,140.0,100.0,-999.0,-999.0,-999.0,-999.0
2019-05-18-09,122.0,70.0,140.0,90.0,110.0,290.0,140.0,180.0
2019-05-18-10,-999.0,-999.0,140.0,80.0,-999.0,-999.0,-999.0,-999.0
2019-05-18-11,-999.0,-999.0,160.0,90.0,-999.0,-999.0,-999.0,-999.0
2019-05-18-12,104.0,70.0,150.0,140.0,110.0,320.0,340.0,140.0
2019-05-18-13,-999.0,-999.0,150.0,150.0,-999.0,-999.0,-999.0,-999.0
2019-05-18-14,-999.0,-999.0,150.0,250.0,-999.0,-999.0,-999.0,-999.0
2019-05-18-15,103.0,50.0,160.0,280.0,110.0,290.0,160.0,220.0
2019-05-18-16,-999.0,-999.0,150.0,280.0,-999.0,-999.0,-999.0,-999.0
2019-05-18-17,-999.0,-999.0,140.0,-999.0,-999.0,-999.0,-999.0,-999.0
2019-05-18-18,79.0,70.0,150.0,330.0,140.0,290.0,160.0,270.0
2019-05-18-19,-999.0,-999.0,130.0,360.0,-999.0,-999.0,-999.0,-999.0
2019-05-18-20,-999.0,-999.0,140.0,350.0,-999.0,-999.0,-999.0,-999.0
2019-05-18-21,74.0,50.0,140.0,-999.0,20.0,320.0,200.0,270.0
2019-05-18-22,-999.0,-999.0,150.0,360.0,-999.0,-999.0,-999.0,-999.0
2019-05-18-23,-999.0,-999.0,180.0,360.0,-999.0,-999.0,-999.0,-999.0
