,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-01-25-00,300.0,160.0,330.0,150.0,40.0,70.0,320.0,250.0
2019-01-25-01,-999.0,-999.0,330.0,260.0,-999.0,-999.0,-999.0,-999.0
2019-01-25-02,-999.0,-999.0,350.0,10.0,-999.0,-999.0,-999.0,-999.0
2019-01-25-03,300.0,320.0,330.0,290.0,360.0,70.0,70.0,290.0
2019-01-25-04,-999.0,-999.0,340.0,350.0,-999.0,-999.0,-999.0,-999.0
2019-01-25-05,-999.0,-999.0,20.0,310.0,-999.0,-999.0,-999.0,-999.0
2019-01-25-06,283.0,320.0,290.0,310.0,340.0,20.0,200.0,250.0
2019-01-25-07,-999.0,-999.0,200.0,310.0,-999.0,-999.0,-999.0,-999.0
2019-01-25-08,-999.0,-999.0,180.0,340.0,-999.0,-999.0,-999.0,-999.0
2019-01-25-09,286.0,320.0,170.0,340.0,340.0,20.0,160.0,160.0
2019-01-25-10,-999.0,-999.0,170.0,340.0,-999.0,-999.0,-999.0,-999.0
2019-01-25-11,-999.0,-999.0,200.0,330.0,-999.0,-999.0,-999.0,-999.0
2019-01-25-12,328.0,320.0,160.0,340.0,320.0,360.0,160.0,110.0
2019-01-25-13,-999.0,-999.0,140.0,360.0,-999.0,-999.0,-999.0,-999.0
2019-01-25-14,-999.0,-999.0,140.0,350.0,-999.0,-999.0,-999.0,-999.0
2019-01-25-15,324.0,340.0,130.0,350.0,340.0,360.0,340.0,90.0
2019-01-25-16,-999.0,-999.0,140.0,350.0,-999.0,-999.0,-999.0,-999.0
2019-01-25-17,-999.0,-999.0,200.0,350.0,-999.0,-999.0,-999.0,-999.0
2019-01-25-18,349.0,360.0,330.0,360.0,40.0,360.0,20.0,70.0
2019-01-25-19,-999.0,-999.0,320.0,360.0,-999.0,-999.0,-999.0,-999.0
2019-01-25-20,-999.0,-999.0,320.0,350.0,-999.0,-999.0,-999.0,-999.0
2019-01-25-21,305.0,360.0,350.0,360.0,40.0,340.0,40.0,70.0
2019-01-25-22,-999.0,-999.0,330.0,350.0,-999.0,-999.0,-999.0,-999.0
2019-01-25-23,-999.0,-999.0,340.0,340.0,-999.0,-999.0,-999.0,-999.0
