,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-04-22-00,120.0,20.0,30.0,100.0,220.0,70.0,290.0,180.0
2019-04-22-01,-999.0,-999.0,50.0,110.0,-999.0,-999.0,-999.0,-999.0
2019-04-22-02,-999.0,-999.0,110.0,90.0,-999.0,-999.0,-999.0,-999.0
2019-04-22-03,116.0,50.0,130.0,110.0,220.0,70.0,160.0,270.0
2019-04-22-04,-999.0,-999.0,100.0,100.0,-999.0,-999.0,-999.0,-999.0
2019-04-22-05,-999.0,-999.0,150.0,90.0,-999.0,-999.0,-999.0,-999.0
2019-04-22-06,111.0,50.0,160.0,100.0,200.0,90.0,160.0,180.0
2019-04-22-07,-999.0,-999.0,130.0,110.0,-999.0,-999.0,-999.0,-999.0
2019-04-22-08,-999.0,-999.0,140.0,100.0,-999.0,-999.0,-999.0,-999.0
2019-04-22-09,282.0,90.0,120.0,120.0,200.0,90.0,270.0,250.0
2019-04-22-10,-999.0,-999.0,100.0,120.0,-999.0,-999.0,-999.0,-999.0
2019-04-22-11,-999.0,-999.0,50.0,100.0,-999.0,-999.0,-999.0,-999.0
2019-04-22-12,268.0,70.0,110.0,110.0,200.0,110.0,180.0,200.0
2019-04-22-13,-999.0,-999.0,90.0,120.0,-999.0,-999.0,-999.0,-999.0
2019-04-22-14,-999.0,-999.0,60.0,110.0,-999.0,-999.0,-999.0,-999.0
2019-04-22-15,30.0,90.0,50.0,120.0,200.0,140.0,-999.0,290.0
2019-04-22-16,-999.0,-999.0,10.0,120.0,-999.0,-999.0,-999.0,-999.0
2019-04-22-17,-999.0,-999.0,10.0,120.0,-999.0,-999.0,-999.0,-999.0
2019-04-22-18,299.0,90.0,350.0,120.0,200.0,160.0,180.0,-999.0
2019-04-22-19,-999.0,-999.0,30.0,120.0,-999.0,-999.0,-999.0,-999.0
2019-04-22-20,-999.0,-999.0,360.0,-999.0,-999.0,-999.0,-999.0,-999.0
2019-04-22-21,326.0,70.0,20.0,130.0,180.0,270.0,-999.0,270.0
2019-04-22-22,-999.0,-999.0,360.0,130.0,-999.0,-999.0,-999.0,-999.0
2019-04-22-23,-999.0,-999.0,300.0,130.0,-999.0,-999.0,-999.0,-999.0
