,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-12-13-00,53.0,180.0,350.0,40.0,-999.0,135.0,300.0,350.0
2019-12-13-01,-999.0,-999.0,360.0,40.0,-999.0,-999.0,-999.0,-999.0
2019-12-13-02,-999.0,-999.0,330.0,50.0,-999.0,-999.0,-999.0,-999.0
2019-12-13-03,85.0,20.0,20.0,40.0,23.0,168.0,290.0,36.0
2019-12-13-04,-999.0,-999.0,360.0,80.0,-999.0,-999.0,-999.0,-999.0
2019-12-13-05,-999.0,-999.0,20.0,70.0,-999.0,-999.0,-999.0,-999.0
2019-12-13-06,213.0,340.0,40.0,40.0,350.0,199.0,170.0,100.0
2019-12-13-07,-999.0,-999.0,60.0,10.0,-999.0,-999.0,-999.0,-999.0
2019-12-13-08,-999.0,-999.0,90.0,360.0,-999.0,-999.0,-999.0,-999.0
2019-12-13-09,198.0,360.0,110.0,10.0,347.0,209.0,153.0,110.0
2019-12-13-10,-999.0,-999.0,110.0,30.0,-999.0,-999.0,-999.0,-999.0
2019-12-13-11,-999.0,-999.0,10.0,30.0,-999.0,-999.0,-999.0,-999.0
2019-12-13-12,174.0,180.0,10.0,30.0,10.0,293.0,160.0,90.0
2019-12-13-13,-999.0,-999.0,10.0,40.0,-999.0,-999.0,-999.0,-999.0
2019-12-13-14,-999.0,-999.0,350.0,40.0,-999.0,-999.0,-999.0,-999.0
2019-12-13-15,217.0,140.0,330.0,40.0,38.0,287.0,331.0,82.0
2019-12-13-16,-999.0,-999.0,330.0,40.0,-999.0,-999.0,-999.0,-999.0
2019-12-13-17,-999.0,-999.0,320.0,40.0,-999.0,-999.0,-999.0,-999.0
2019-12-13-18,320.0,230.0,320.0,40.0,70.0,276.0,300.0,340.0
2019-12-13-19,-999.0,-999.0,330.0,50.0,-999.0,-999.0,-999.0,-999.0
2019-12-13-20,-999.0,-999.0,350.0,40.0,-999.0,-999.0,-999.0,-999.0
2019-12-13-21,302.0,200.0,330.0,30.0,32.0,45.0,277.0,230.0
2019-12-13-22,-999.0,-999.0,280.0,40.0,-999.0,-999.0,-999.0,-999.0
2019-12-13-23,-999.0,-999.0,300.0,30.0,-999.0,-999.0,-999.0,-999.0
