,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-12-30-00,106.0,290.0,310.0,10.0,320.0,262.0,350.0,250.0
2019-12-30-01,-999.0,-999.0,320.0,350.0,-999.0,-999.0,-999.0,-999.0
2019-12-30-02,-999.0,-999.0,350.0,90.0,-999.0,-999.0,-999.0,-999.0
2019-12-30-03,306.0,290.0,340.0,360.0,313.0,18.0,160.0,315.0
2019-12-30-04,-999.0,-999.0,330.0,20.0,-999.0,-999.0,-999.0,-999.0
2019-12-30-05,-999.0,-999.0,10.0,20.0,-999.0,-999.0,-999.0,-999.0
2019-12-30-06,307.0,290.0,310.0,70.0,310.0,347.0,170.0,60.0
2019-12-30-07,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2019-12-30-08,-999.0,-999.0,160.0,90.0,-999.0,-999.0,-999.0,-999.0
2019-12-30-09,270.0,320.0,250.0,50.0,329.0,11.0,218.0,133.0
2019-12-30-10,-999.0,-999.0,210.0,110.0,-999.0,-999.0,-999.0,-999.0
2019-12-30-11,-999.0,-999.0,350.0,110.0,-999.0,-999.0,-999.0,-999.0
2019-12-30-12,278.0,340.0,10.0,110.0,340.0,356.0,190.0,100.0
2019-12-30-13,-999.0,-999.0,30.0,-999.0,-999.0,-999.0,-999.0,-999.0
2019-12-30-14,-999.0,-999.0,20.0,350.0,-999.0,-999.0,-999.0,-999.0
2019-12-30-15,322.0,290.0,360.0,350.0,345.0,360.0,290.0,85.0
2019-12-30-16,-999.0,-999.0,340.0,360.0,-999.0,-999.0,-999.0,-999.0
2019-12-30-17,-999.0,-999.0,310.0,10.0,-999.0,-999.0,-999.0,-999.0
2019-12-30-18,312.0,340.0,300.0,10.0,70.0,353.0,70.0,80.0
2019-12-30-19,-999.0,-999.0,350.0,10.0,-999.0,-999.0,-999.0,-999.0
2019-12-30-20,-999.0,-999.0,230.0,10.0,-999.0,-999.0,-999.0,-999.0
2019-12-30-21,304.0,320.0,320.0,10.0,58.0,341.0,52.0,73.0
2019-12-30-22,-999.0,-999.0,330.0,10.0,-999.0,-999.0,-999.0,-999.0
2019-12-30-23,-999.0,-999.0,310.0,10.0,-999.0,-999.0,-999.0,-999.0
