,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-08-28-00,269.0,20.0,200.0,140.0,320.0,140.0,360.0,250.0
2019-08-28-01,-999.0,-999.0,200.0,140.0,-999.0,-999.0,-999.0,-999.0
2019-08-28-02,-999.0,-999.0,190.0,140.0,-999.0,-999.0,-999.0,-999.0
2019-08-28-03,269.0,180.0,190.0,140.0,320.0,20.0,20.0,360.0
2019-08-28-04,-999.0,-999.0,200.0,150.0,-999.0,-999.0,-999.0,-999.0
2019-08-28-05,-999.0,-999.0,190.0,130.0,-999.0,-999.0,-999.0,-999.0
2019-08-28-06,-999.0,20.0,190.0,130.0,320.0,20.0,90.0,340.0
2019-08-28-07,-999.0,-999.0,200.0,130.0,-999.0,-999.0,-999.0,-999.0
2019-08-28-08,-999.0,-999.0,200.0,130.0,-999.0,-999.0,-999.0,-999.0
2019-08-28-09,224.0,180.0,230.0,130.0,290.0,40.0,70.0,110.0
2019-08-28-10,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2019-08-28-11,-999.0,-999.0,210.0,130.0,-999.0,-999.0,-999.0,-999.0
2019-08-28-12,174.0,250.0,200.0,120.0,340.0,70.0,20.0,110.0
2019-08-28-13,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2019-08-28-14,-999.0,-999.0,200.0,110.0,-999.0,-999.0,-999.0,-999.0
2019-08-28-15,169.0,180.0,200.0,110.0,360.0,20.0,20.0,40.0
2019-08-28-16,-999.0,-999.0,200.0,110.0,-999.0,-999.0,-999.0,-999.0
2019-08-28-17,-999.0,-999.0,220.0,110.0,-999.0,-999.0,-999.0,-999.0
2019-08-28-18,148.0,200.0,210.0,120.0,40.0,270.0,320.0,160.0
2019-08-28-19,-999.0,-999.0,220.0,110.0,-999.0,-999.0,-999.0,-999.0
2019-08-28-20,-999.0,-999.0,350.0,120.0,-999.0,-999.0,-999.0,-999.0
2019-08-28-21,63.0,200.0,360.0,100.0,320.0,320.0,290.0,160.0
2019-08-28-22,-999.0,-999.0,20.0,100.0,-999.0,-999.0,-999.0,-999.0
2019-08-28-23,-999.0,-999.0,290.0,100.0,-999.0,-999.0,-999.0,-999.0
