,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-03-06-00,285.0,110.0,310.0,260.0,340.0,360.0,220.0,290.0
2019-03-06-01,-999.0,-999.0,310.0,300.0,-999.0,-999.0,-999.0,-999.0
2019-03-06-02,-999.0,-999.0,320.0,290.0,-999.0,-999.0,-999.0,-999.0
2019-03-06-03,219.0,20.0,350.0,270.0,340.0,290.0,290.0,290.0
2019-03-06-04,-999.0,-999.0,300.0,290.0,-999.0,-999.0,-999.0,-999.0
2019-03-06-05,-999.0,-999.0,130.0,300.0,-999.0,-999.0,-999.0,-999.0
2019-03-06-06,286.0,20.0,180.0,300.0,40.0,320.0,290.0,270.0
2019-03-06-07,-999.0,-999.0,160.0,310.0,-999.0,-999.0,-999.0,-999.0
2019-03-06-08,-999.0,-999.0,160.0,310.0,-999.0,-999.0,-999.0,-999.0
2019-03-06-09,298.0,290.0,160.0,320.0,20.0,320.0,140.0,110.0
2019-03-06-10,-999.0,-999.0,120.0,310.0,-999.0,-999.0,-999.0,-999.0
2019-03-06-11,-999.0,-999.0,330.0,330.0,-999.0,-999.0,-999.0,-999.0
2019-03-06-12,292.0,320.0,350.0,330.0,-999.0,290.0,220.0,90.0
2019-03-06-13,-999.0,-999.0,330.0,340.0,-999.0,-999.0,-999.0,-999.0
2019-03-06-14,-999.0,-999.0,320.0,340.0,-999.0,-999.0,-999.0,-999.0
2019-03-06-15,332.0,320.0,360.0,340.0,220.0,360.0,250.0,70.0
2019-03-06-16,-999.0,-999.0,330.0,340.0,-999.0,-999.0,-999.0,-999.0
2019-03-06-17,-999.0,-999.0,320.0,340.0,-999.0,-999.0,-999.0,-999.0
2019-03-06-18,14.0,320.0,360.0,340.0,220.0,20.0,250.0,70.0
2019-03-06-19,-999.0,-999.0,330.0,340.0,-999.0,-999.0,-999.0,-999.0
2019-03-06-20,-999.0,-999.0,340.0,330.0,-999.0,-999.0,-999.0,-999.0
2019-03-06-21,270.0,320.0,330.0,340.0,90.0,340.0,250.0,90.0
2019-03-06-22,-999.0,-999.0,340.0,350.0,-999.0,-999.0,-999.0,-999.0
2019-03-06-23,-999.0,-999.0,340.0,350.0,-999.0,-999.0,-999.0,-999.0
