,鞍部,淡水,竹子湖,基隆,台北,新屋,板橋,新竹,宜蘭,蘇澳,梧棲,台中,花蓮,日月潭,阿里山,嘉義,玉山,成功,永康,台南,台東,高雄,大武,恆春
2019-09-04-00,21.5,26.1,23.3,27.0,28.8,30.5,28.5,28.7,27.5,25.5,28.3,26.6,27.9,21.1,14.2,27.4,9.6,28.1,25.7,25.5,28.8,25.6,26.5,25.8
2019-09-04-01,22.5,28.2,23.9,26.5,29.3,31.1,29.4,30.4,27.0,26.7,30.0,30.7,30.3,23.2,15.0,29.5,9.0,28.7,24.9,25.1,29.8,25.7,27.1,25.3
2019-09-04-02,21.5,25.9,22.7,26.7,27.4,31.5,26.4,31.0,26.8,28.4,29.9,29.5,31.7,24.3,13.9,26.8,12.6,30.5,24.7,25.4,30.7,25.7,28.2,25.7
2019-09-04-03,21.6,25.6,23.9,27.6,27.8,29.6,27.2,29.2,27.3,27.7,29.5,29.2,32.4,24.3,14.4,27.6,12.9,30.7,25.0,25.7,30.5,26.0,29.1,26.3
2019-09-04-04,22.1,27.9,24.5,28.1,28.2,28.7,27.3,27.8,28.9,25.4,30.4,30.4,30.8,23.2,13.7,28.3,9.6,29.4,25.4,26.1,29.6,26.3,30.1,27.1
2019-09-04-05,22.1,27.1,23.7,25.8,28.4,31.0,28.0,29.6,25.1,25.9,30.3,26.0,27.9,22.4,13.9,30.3,9.8,28.2,28.3,27.7,29.8,26.4,29.7,27.8
2019-09-04-06,21.6,26.1,23.9,26.0,26.1,29.5,25.7,28.1,25.8,25.8,29.8,25.7,28.9,20.6,14.3,29.4,9.7,27.6,28.6,29.1,29.8,26.4,30.0,26.1
2019-09-04-07,21.1,25.8,22.5,25.8,26.2,26.1,26.7,29.0,26.4,27.7,29.8,24.9,28.9,20.2,14.0,26.9,9.2,26.3,28.2,30.0,29.9,26.5,30.1,27.8
2019-09-04-08,21.3,25.7,22.7,26.5,26.3,27.4,26.3,30.1,28.0,27.7,29.3,25.3,29.2,19.9,13.9,26.1,8.2,26.9,29.7,30.6,29.1,26.3,29.2,27.7
2019-09-04-09,21.2,26.1,22.6,26.5,26.7,27.7,26.9,29.0,28.2,28.2,29.2,25.8,29.1,19.9,13.7,26.8,7.2,27.0,29.4,29.9,29.0,26.7,29.1,27.0
2019-09-04-10,20.9,25.6,22.2,26.1,27.1,26.9,27.0,28.2,27.0,26.6,27.8,25.6,29.1,19.8,13.5,26.7,5.9,26.7,28.7,29.4,28.3,27.1,27.7,26.4
2019-09-04-11,20.5,25.7,21.8,26.1,26.6,26.6,26.9,28.0,26.4,26.9,26.5,25.3,28.8,19.7,13.2,25.7,6.5,25.6,27.7,28.5,28.1,26.9,27.5,26.4
2019-09-04-12,20.9,25.2,22.2,25.7,26.4,26.5,26.8,27.7,26.2,25.7,26.7,24.8,27.7,20.5,13.3,26.2,6.1,25.6,26.6,27.3,28.2,27.0,28.0,26.4
2019-09-04-13,21.0,24.9,22.2,25.8,26.2,26.2,26.7,27.1,26.1,25.9,26.6,24.9,28.1,19.9,13.1,26.5,6.1,25.4,26.4,27.3,26.9,26.3,26.8,26.5
2019-09-04-14,21.1,24.9,22.4,25.6,26.6,26.1,26.7,26.9,25.8,25.5,26.4,25.4,27.3,19.6,12.9,26.1,6.5,25.1,26.3,27.1,27.3,26.2,26.0,25.9
2019-09-04-15,20.9,24.7,22.3,25.8,26.0,25.9,26.5,26.3,25.6,26.6,26.3,25.3,27.0,20.4,12.9,26.1,7.1,25.3,26.2,26.8,27.2,26.2,25.7,26.7
2019-09-04-16,20.9,24.6,22.1,25.7,26.4,25.6,26.2,26.2,25.4,27.1,26.6,25.0,26.9,20.7,12.7,25.5,6.9,25.0,26.3,26.9,26.7,26.6,25.8,26.2
2019-09-04-17,20.5,24.7,22.2,26.4,26.2,25.4,26.3,26.3,25.4,27.5,26.3,24.6,26.0,20.0,12.4,25.8,7.3,25.3,26.3,27.2,26.6,27.3,25.5,25.9
2019-09-04-18,20.5,24.6,22.0,26.9,25.6,25.2,25.6,25.8,25.4,27.9,26.4,24.3,25.8,19.6,12.6,26.0,6.5,25.4,26.1,26.9,26.5,27.2,25.5,25.8
2019-09-04-19,20.8,24.8,22.2,26.8,25.6,25.2,25.6,25.6,25.3,24.8,26.5,23.9,25.7,19.9,12.6,26.0,6.5,24.6,26.2,27.0,26.2,27.3,25.0,25.8
2019-09-04-20,20.5,24.9,21.6,25.3,25.5,25.2,25.7,26.0,24.9,24.5,26.4,24.0,25.9,19.5,12.5,26.1,5.6,25.1,25.5,26.3,26.0,26.2,24.8,26.1
2019-09-04-21,20.1,24.7,22.1,25.2,25.2,25.2,25.9,25.8,24.6,25.9,26.3,23.9,25.8,19.6,11.9,25.8,5.6,26.0,25.9,26.6,26.2,26.2,24.6,26.3
2019-09-04-22,20.4,24.6,21.6,25.2,25.1,25.1,25.6,26.2,24.9,27.0,26.1,23.7,25.7,19.8,12.7,25.7,5.5,25.6,25.2,26.4,26.0,26.1,24.8,26.4
2019-09-04-23,21.1,25.2,22.2,26.0,26.5,27.8,26.3,26.6,25.9,27.6,27.6,24.3,26.6,21.0,12.9,27.3,8.6,26.9,25.6,27.4,27.1,26.7,26.8,27.7
