,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-11-12-00,7.2,15.5,18.0,22.7,9.2,16.4,15.7,18.7
2019-11-12-01,-999.0,-999.0,19.6,22.7,-999.0,-999.0,-999.0,-999.0
2019-11-12-02,-999.0,-999.0,20.5,24.4,-999.0,-999.0,-999.0,-999.0
2019-11-12-03,12.6,16.7,21.5,24.3,13.0,19.8,21.9,23.6
2019-11-12-04,-999.0,-999.0,21.3,25.8,-999.0,-999.0,-999.0,-999.0
2019-11-12-05,-999.0,-999.0,20.6,25.1,-999.0,-999.0,-999.0,-999.0
2019-11-12-06,14.1,16.5,19.6,24.7,16.3,19.9,25.1,24.6
2019-11-12-07,-999.0,-999.0,18.4,24.4,-999.0,-999.0,-999.0,-999.0
2019-11-12-08,-999.0,-999.0,17.7,23.7,-999.0,-999.0,-999.0,-999.0
2019-11-12-09,11.7,15.8,15.7,22.9,13.9,18.9,22.0,21.7
2019-11-12-10,-999.0,-999.0,14.6,22.4,-999.0,-999.0,-999.0,-999.0
2019-11-12-11,-999.0,-999.0,14.4,22.3,-999.0,-999.0,-999.0,-999.0
2019-11-12-12,9.2,13.7,13.7,22.0,11.7,18.1,18.3,20.0
2019-11-12-13,-999.0,-999.0,14.2,21.7,-999.0,-999.0,-999.0,-999.0
2019-11-12-14,-999.0,-999.0,13.9,21.7,-999.0,-999.0,-999.0,-999.0
2019-11-12-15,7.7,12.7,14.0,21.4,15.7,18.1,16.8,19.3
2019-11-12-16,-999.0,-999.0,13.8,20.7,-999.0,-999.0,-999.0,-999.0
2019-11-12-17,-999.0,-999.0,13.4,19.7,-999.0,-999.0,-999.0,-999.0
2019-11-12-18,7.0,12.0,13.3,20.8,13.9,18.0,15.2,18.7
2019-11-12-19,-999.0,-999.0,12.6,20.7,-999.0,-999.0,-999.0,-999.0
2019-11-12-20,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2019-11-12-21,6.2,11.8,12.7,21.1,11.4,17.8,14.7,18.0
2019-11-12-22,-999.0,-999.0,12.7,21.1,-999.0,-999.0,-999.0,-999.0
2019-11-12-23,-999.0,-999.0,12.9,21.8,-999.0,-999.0,-999.0,-999.0
