,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-06-28-00,24.6,23.7,24.8,29.4,25.4,27.6,29.1,28.7
2019-06-28-01,-999.0,-999.0,26.7,29.3,-999.0,-999.0,-999.0,-999.0
2019-06-28-02,-999.0,-999.0,27.7,29.2,-999.0,-999.0,-999.0,-999.0
2019-06-28-03,25.2,24.4,28.3,29.4,28.2,31.6,32.6,30.6
2019-06-28-04,-999.0,-999.0,28.5,30.0,-999.0,-999.0,-999.0,-999.0
2019-06-28-05,-999.0,-999.0,28.7,30.2,-999.0,-999.0,-999.0,-999.0
2019-06-28-06,28.0,25.0,29.3,30.7,31.1,31.5,33.0,30.8
2019-06-28-07,-999.0,-999.0,28.7,29.3,-999.0,-999.0,-999.0,-999.0
2019-06-28-08,-999.0,-999.0,28.4,29.8,-999.0,-999.0,-999.0,-999.0
2019-06-28-09,26.2,25.0,28.3,28.8,31.5,32.0,32.2,30.7
2019-06-28-10,-999.0,-999.0,27.3,28.4,-999.0,-999.0,-999.0,-999.0
2019-06-28-11,-999.0,-999.0,23.1,28.2,-999.0,-999.0,-999.0,-999.0
2019-06-28-12,23.7,23.7,22.1,28.1,28.4,28.7,30.3,28.5
2019-06-28-13,-999.0,-999.0,21.6,27.9,-999.0,-999.0,-999.0,-999.0
2019-06-28-14,-999.0,-999.0,21.5,27.9,-999.0,-999.0,-999.0,-999.0
2019-06-28-15,22.2,23.4,21.5,27.8,26.1,27.6,28.8,28.2
2019-06-28-16,-999.0,-999.0,21.0,27.7,-999.0,-999.0,-999.0,-999.0
2019-06-28-17,-999.0,-999.0,20.4,27.5,-999.0,-999.0,-999.0,-999.0
2019-06-28-18,20.7,23.2,20.4,27.5,25.6,28.0,28.3,26.8
2019-06-28-19,-999.0,-999.0,20.0,27.4,-999.0,-999.0,-999.0,-999.0
2019-06-28-20,-999.0,-999.0,20.0,27.4,-999.0,-999.0,-999.0,-999.0
2019-06-28-21,20.0,23.0,19.3,27.4,22.6,28.7,27.4,26.8
2019-06-28-22,-999.0,-999.0,19.1,28.1,-999.0,-999.0,-999.0,-999.0
2019-06-28-23,-999.0,-999.0,19.4,28.8,-999.0,-999.0,-999.0,-999.0
