,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-05-31-00,20.0,16.7,22.3,26.4,23.0,18.2,25.2,23.4
2019-05-31-01,-999.0,-999.0,22.6,27.4,-999.0,-999.0,-999.0,-999.0
2019-05-31-02,-999.0,-999.0,22.3,27.4,-999.0,-999.0,-999.0,-999.0
2019-05-31-03,22.7,18.1,22.8,27.2,27.0,21.6,29.0,28.2
2019-05-31-04,-999.0,-999.0,23.7,27.3,-999.0,-999.0,-999.0,-999.0
2019-05-31-05,-999.0,-999.0,22.8,27.1,-999.0,-999.0,-999.0,-999.0
2019-05-31-06,22.7,18.2,22.4,28.2,28.9,23.5,30.0,30.0
2019-05-31-07,-999.0,-999.0,22.3,28.5,-999.0,-999.0,-999.0,-999.0
2019-05-31-08,-999.0,-999.0,22.0,28.5,-999.0,-999.0,-999.0,-999.0
2019-05-31-09,21.2,18.2,21.7,27.3,28.9,23.1,25.1,27.6
2019-05-31-10,-999.0,-999.0,21.5,26.0,-999.0,-999.0,-999.0,-999.0
2019-05-31-11,-999.0,-999.0,21.3,26.2,-999.0,-999.0,-999.0,-999.0
2019-05-31-12,17.2,17.1,21.0,26.3,25.4,20.1,21.9,26.1
2019-05-31-13,-999.0,-999.0,21.0,25.7,-999.0,-999.0,-999.0,-999.0
2019-05-31-14,-999.0,-999.0,21.0,25.1,-999.0,-999.0,-999.0,-999.0
2019-05-31-15,16.1,16.6,20.9,24.9,24.3,18.7,21.1,25.0
2019-05-31-16,-999.0,-999.0,20.3,25.2,-999.0,-999.0,-999.0,-999.0
2019-05-31-17,-999.0,-999.0,19.6,25.1,-999.0,-999.0,-999.0,-999.0
2019-05-31-18,15.0,16.5,20.0,24.8,-999.0,-999.0,20.8,-999.0
2019-05-31-19,-999.0,-999.0,19.1,24.9,-999.0,-999.0,-999.0,-999.0
2019-05-31-20,-999.0,-999.0,19.3,25.0,-999.0,-999.0,-999.0,-999.0
2019-05-31-21,15.7,16.1,19.6,25.1,20.8,18.2,20.6,24.1
2019-05-31-22,-999.0,-999.0,20.3,25.5,-999.0,-999.0,-999.0,-999.0
2019-05-31-23,-999.0,-999.0,22.0,26.2,-999.0,-999.0,-999.0,-999.0
