,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-03-08-00,3.5,8.2,8.5,15.7,2.9,6.7,7.8,9.7
2019-03-08-01,-999.0,-999.0,8.8,16.2,-999.0,-999.0,-999.0,-999.0
2019-03-08-02,-999.0,-999.0,10.1,17.1,-999.0,-999.0,-999.0,-999.0
2019-03-08-03,10.7,10.6,9.7,17.6,9.5,10.7,9.3,11.7
2019-03-08-04,-999.0,-999.0,11.4,-999.0,-999.0,-999.0,-999.0,-999.0
2019-03-08-05,-999.0,-999.0,11.1,19.1,-999.0,-999.0,-999.0,-999.0
2019-03-08-06,12.7,11.7,11.3,18.2,13.2,11.7,11.1,12.4
2019-03-08-07,-999.0,-999.0,10.3,17.6,-999.0,-999.0,-999.0,-999.0
2019-03-08-08,-999.0,-999.0,9.7,17.4,-999.0,-999.0,-999.0,-999.0
2019-03-08-09,10.0,10.5,8.6,17.3,12.8,10.0,10.8,11.6
2019-03-08-10,-999.0,-999.0,7.6,17.6,-999.0,-999.0,-999.0,-999.0
2019-03-08-11,-999.0,-999.0,6.9,18.0,-999.0,-999.0,-999.0,-999.0
2019-03-08-12,5.2,9.1,6.2,18.2,9.6,8.7,10.2,10.8
2019-03-08-13,-999.0,-999.0,5.3,18.0,-999.0,-999.0,-999.0,-999.0
2019-03-08-14,-999.0,-999.0,5.3,18.0,-999.0,-999.0,-999.0,-999.0
2019-03-08-15,2.6,8.0,4.8,18.2,8.9,8.7,9.0,11.0
2019-03-08-16,-999.0,-999.0,4.1,17.3,-999.0,-999.0,-999.0,-999.0
2019-03-08-17,-999.0,-999.0,3.8,17.8,-999.0,-999.0,-999.0,-999.0
2019-03-08-18,1.2,7.2,3.4,18.2,7.2,9.5,8.5,11.2
2019-03-08-19,-999.0,-999.0,2.4,18.4,-999.0,-999.0,-999.0,-999.0
2019-03-08-20,-999.0,-999.0,2.6,18.8,-999.0,-999.0,-999.0,-999.0
2019-03-08-21,0.0,6.7,3.0,18.9,6.6,9.2,8.8,11.6
2019-03-08-22,-999.0,-999.0,4.8,19.0,-999.0,-999.0,-999.0,-999.0
2019-03-08-23,-999.0,-999.0,6.0,19.1,-999.0,-999.0,-999.0,-999.0
