,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-03-20-00,10.2,14.5,14.4,20.5,15.9,14.0,16.6,18.0
2019-03-20-01,-999.0,-999.0,16.9,22.1,-999.0,-999.0,-999.0,-999.0
2019-03-20-02,-999.0,-999.0,18.2,22.2,-999.0,-999.0,-999.0,-999.0
2019-03-20-03,13.2,19.4,18.9,22.7,19.3,19.0,22.0,21.6
2019-03-20-04,-999.0,-999.0,19.7,22.9,-999.0,-999.0,-999.0,-999.0
2019-03-20-05,-999.0,-999.0,19.9,23.2,-999.0,-999.0,-999.0,-999.0
2019-03-20-06,13.5,15.7,20.3,23.2,19.0,24.0,28.9,24.1
2019-03-20-07,-999.0,-999.0,19.2,23.5,-999.0,-999.0,-999.0,-999.0
2019-03-20-08,-999.0,-999.0,18.7,22.9,-999.0,-999.0,-999.0,-999.0
2019-03-20-09,10.7,19.8,17.3,22.4,13.7,24.7,27.7,21.9
2019-03-20-10,-999.0,-999.0,16.7,21.9,-999.0,-999.0,-999.0,-999.0
2019-03-20-11,-999.0,-999.0,15.8,21.5,-999.0,-999.0,-999.0,-999.0
2019-03-20-12,9.7,19.7,15.5,21.4,14.3,20.5,24.9,21.7
2019-03-20-13,-999.0,-999.0,14.9,21.8,-999.0,-999.0,-999.0,-999.0
2019-03-20-14,-999.0,-999.0,14.7,21.6,-999.0,-999.0,-999.0,-999.0
2019-03-20-15,9.2,19.9,14.5,21.8,11.5,19.2,23.3,21.0
2019-03-20-16,-999.0,-999.0,14.4,22.0,-999.0,-999.0,-999.0,-999.0
2019-03-20-17,-999.0,-999.0,14.4,22.2,-999.0,-999.0,-999.0,-999.0
2019-03-20-18,9.6,16.1,14.2,22.4,8.3,16.2,21.4,20.1
2019-03-20-19,-999.0,-999.0,14.6,22.5,-999.0,-999.0,-999.0,-999.0
2019-03-20-20,-999.0,-999.0,15.4,22.5,-999.0,-999.0,-999.0,-999.0
2019-03-20-21,8.2,10.9,15.6,22.4,5.5,14.5,19.7,19.4
2019-03-20-22,-999.0,-999.0,15.0,22.5,-999.0,-999.0,-999.0,-999.0
2019-03-20-23,-999.0,-999.0,16.1,23.0,-999.0,-999.0,-999.0,-999.0
