,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-04-04-00,7.5,11.2,11.1,19.9,11.4,13.5,14.0,18.8
2019-04-04-01,-999.0,-999.0,12.9,21.1,-999.0,-999.0,-999.0,-999.0
2019-04-04-02,-999.0,-999.0,13.6,21.4,-999.0,-999.0,-999.0,-999.0
2019-04-04-03,13.2,13.8,14.8,21.6,18.8,16.0,15.7,20.9
2019-04-04-04,-999.0,-999.0,14.5,22.0,-999.0,-999.0,-999.0,-999.0
2019-04-04-05,-999.0,-999.0,15.0,21.6,-999.0,-999.0,-999.0,-999.0
2019-04-04-06,15.6,14.1,15.6,22.3,26.7,16.2,16.1,21.5
2019-04-04-07,-999.0,-999.0,15.5,22.0,-999.0,-999.0,-999.0,-999.0
2019-04-04-08,-999.0,-999.0,14.3,21.1,-999.0,-999.0,-999.0,-999.0
2019-04-04-09,12.2,12.9,13.4,20.9,26.6,14.2,17.0,20.2
2019-04-04-10,-999.0,-999.0,12.3,20.7,-999.0,-999.0,-999.0,-999.0
2019-04-04-11,-999.0,-999.0,12.6,20.1,-999.0,-999.0,-999.0,-999.0
2019-04-04-12,10.0,12.0,12.0,19.7,24.9,13.1,16.5,17.1
2019-04-04-13,-999.0,-999.0,11.1,20.4,-999.0,-999.0,-999.0,-999.0
2019-04-04-14,-999.0,-999.0,10.8,20.7,-999.0,-999.0,-999.0,-999.0
2019-04-04-15,8.0,12.0,9.7,20.9,21.2,13.0,16.0,16.7
2019-04-04-16,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2019-04-04-17,-999.0,-999.0,7.7,19.6,-999.0,-999.0,-999.0,-999.0
2019-04-04-18,7.1,12.5,7.3,19.8,17.2,12.7,15.7,16.5
2019-04-04-19,-999.0,-999.0,6.9,19.8,-999.0,-999.0,-999.0,-999.0
2019-04-04-20,-999.0,-999.0,7.8,19.9,-999.0,-999.0,-999.0,-999.0
2019-04-04-21,8.0,12.4,8.3,20.2,10.3,12.7,15.4,15.8
2019-04-04-22,-999.0,-999.0,11.2,20.2,-999.0,-999.0,-999.0,-999.0
2019-04-04-23,-999.0,-999.0,13.6,20.2,-999.0,-999.0,-999.0,-999.0
