,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-10-20-00,14.2,20.5,20.1,25.0,11.2,18.1,18.4,20.9
2019-10-20-01,-999.0,-999.0,21.5,25.4,-999.0,-999.0,-999.0,-999.0
2019-10-20-02,-999.0,-999.0,21.9,24.8,-999.0,-999.0,-999.0,-999.0
2019-10-20-03,20.1,20.6,22.6,22.8,19.6,21.7,22.3,24.7
2019-10-20-04,-999.0,-999.0,22.9,23.5,-999.0,-999.0,-999.0,-999.0
2019-10-20-05,-999.0,-999.0,22.6,23.8,-999.0,-999.0,-999.0,-999.0
2019-10-20-06,22.7,21.1,22.4,24.7,21.8,22.7,24.4,27.3
2019-10-20-07,-999.0,-999.0,21.5,23.5,-999.0,-999.0,-999.0,-999.0
2019-10-20-08,-999.0,-999.0,20.8,24.2,-999.0,-999.0,-999.0,-999.0
2019-10-20-09,19.2,20.2,20.5,24.5,21.1,20.5,21.6,23.3
2019-10-20-10,-999.0,-999.0,20.3,24.2,-999.0,-999.0,-999.0,-999.0
2019-10-20-11,-999.0,-999.0,19.7,24.3,-999.0,-999.0,-999.0,-999.0
2019-10-20-12,16.2,18.6,20.0,24.3,11.8,18.5,19.1,21.2
2019-10-20-13,-999.0,-999.0,20.0,24.1,-999.0,-999.0,-999.0,-999.0
2019-10-20-14,-999.0,-999.0,19.7,24.5,-999.0,-999.0,-999.0,-999.0
2019-10-20-15,14.1,18.4,18.7,25.3,9.4,18.0,17.8,20.2
2019-10-20-16,-999.0,-999.0,19.0,25.2,-999.0,-999.0,-999.0,-999.0
2019-10-20-17,-999.0,-999.0,18.6,25.0,-999.0,-999.0,-999.0,-999.0
2019-10-20-18,12.5,18.0,17.3,25.4,7.3,13.2,16.2,19.1
2019-10-20-19,-999.0,-999.0,18.0,24.8,-999.0,-999.0,-999.0,-999.0
2019-10-20-20,-999.0,-999.0,18.2,25.2,-999.0,-999.0,-999.0,-999.0
2019-10-20-21,11.2,17.8,17.5,25.1,6.6,13.2,14.6,18.7
2019-10-20-22,-999.0,-999.0,17.6,25.2,-999.0,-999.0,-999.0,-999.0
2019-10-20-23,-999.0,-999.0,18.7,25.5,-999.0,-999.0,-999.0,-999.0
