,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-02-17-00,-5.2,4.0,5.4,16.9,-5.0,3.2,8.1,11.7
2019-02-17-01,-999.0,-999.0,7.7,17.2,-999.0,-999.0,-999.0,-999.0
2019-02-17-02,-999.0,-999.0,7.6,17.4,-999.0,-999.0,-999.0,-999.0
2019-02-17-03,0.6,5.9,9.5,17.4,1.4,5.2,8.5,11.9
2019-02-17-04,-999.0,-999.0,10.7,18.0,-999.0,-999.0,-999.0,-999.0
2019-02-17-05,-999.0,-999.0,10.8,18.1,-999.0,-999.0,-999.0,-999.0
2019-02-17-06,3.7,6.2,10.3,17.7,5.4,6.2,8.9,13.1
2019-02-17-07,-999.0,-999.0,9.8,17.7,-999.0,-999.0,-999.0,-999.0
2019-02-17-08,-999.0,-999.0,8.9,18.0,-999.0,-999.0,-999.0,-999.0
2019-02-17-09,1.7,4.6,7.7,18.0,5.6,6.0,9.2,13.7
2019-02-17-10,-999.0,-999.0,6.9,17.8,-999.0,-999.0,-999.0,-999.0
2019-02-17-11,-999.0,-999.0,6.3,17.6,-999.0,-999.0,-999.0,-999.0
2019-02-17-12,-0.7,3.7,5.6,17.2,-0.2,4.7,9.1,12.8
2019-02-17-13,-999.0,-999.0,5.1,17.2,-999.0,-999.0,-999.0,-999.0
2019-02-17-14,-999.0,-999.0,4.2,17.1,-999.0,-999.0,-999.0,-999.0
2019-02-17-15,-2.2,3.5,4.4,17.3,-1.7,4.7,9.3,12.7
2019-02-17-16,-999.0,-999.0,3.8,17.4,-999.0,-999.0,-999.0,-999.0
2019-02-17-17,-999.0,-999.0,3.8,17.1,-999.0,-999.0,-999.0,-999.0
2019-02-17-18,-2.9,3.0,3.6,17.4,-1.9,4.5,9.2,12.9
2019-02-17-19,-999.0,-999.0,4.0,17.2,-999.0,-999.0,-999.0,-999.0
2019-02-17-20,-999.0,-999.0,4.0,17.5,-999.0,-999.0,-999.0,-999.0
2019-02-17-21,-4.5,3.6,2.0,17.9,-2.7,4.1,9.2,13.0
2019-02-17-22,-999.0,-999.0,3.6,18.1,-999.0,-999.0,-999.0,-999.0
2019-02-17-23,-999.0,-999.0,5.5,18.9,-999.0,-999.0,-999.0,-999.0
