,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-06-10-00,17.2,21.7,16.5,24.5,23.0,25.1,25.0,24.4
2019-06-10-01,-999.0,-999.0,16.5,25.9,-999.0,-999.0,-999.0,-999.0
2019-06-10-02,-999.0,-999.0,16.6,27.3,-999.0,-999.0,-999.0,-999.0
2019-06-10-03,19.2,22.1,16.6,27.6,28.9,28.0,24.4,27.5
2019-06-10-04,-999.0,-999.0,17.0,27.5,-999.0,-999.0,-999.0,-999.0
2019-06-10-05,-999.0,-999.0,17.1,26.3,-999.0,-999.0,-999.0,-999.0
2019-06-10-06,20.7,20.5,17.1,26.6,31.8,26.5,23.7,27.4
2019-06-10-07,-999.0,-999.0,16.4,26.2,-999.0,-999.0,-999.0,-999.0
2019-06-10-08,-999.0,-999.0,16.0,26.0,-999.0,-999.0,-999.0,-999.0
2019-06-10-09,21.5,22.0,15.9,25.6,32.2,23.7,23.5,27.9
2019-06-10-10,-999.0,-999.0,15.4,25.6,-999.0,-999.0,-999.0,-999.0
2019-06-10-11,-999.0,-999.0,15.2,25.4,-999.0,-999.0,-999.0,-999.0
2019-06-10-12,19.5,20.2,15.0,25.0,25.8,22.5,23.1,26.9
2019-06-10-13,-999.0,-999.0,15.0,25.0,-999.0,-999.0,-999.0,-999.0
2019-06-10-14,-999.0,-999.0,15.1,24.8,-999.0,-999.0,-999.0,-999.0
2019-06-10-15,17.5,19.1,15.0,24.7,23.0,21.5,22.3,26.4
2019-06-10-16,-999.0,-999.0,15.1,24.6,-999.0,-999.0,-999.0,-999.0
2019-06-10-17,-999.0,-999.0,15.1,24.7,-999.0,-999.0,-999.0,-999.0
2019-06-10-18,16.6,19.2,15.3,24.3,20.5,20.6,22.0,26.3
2019-06-10-19,-999.0,-999.0,15.3,24.2,-999.0,-999.0,-999.0,-999.0
2019-06-10-20,-999.0,-999.0,15.2,23.8,-999.0,-999.0,-999.0,-999.0
2019-06-10-21,15.6,18.7,15.5,23.8,19.4,20.6,22.0,25.7
2019-06-10-22,-999.0,-999.0,15.8,24.2,-999.0,-999.0,-999.0,-999.0
2019-06-10-23,-999.0,-999.0,17.8,24.4,-999.0,-999.0,-999.0,-999.0
