,鞍部,淡水,竹子湖,基隆,台北,新屋,板橋,新竹,宜蘭,蘇澳,梧棲,台中,花蓮,日月潭,阿里山,嘉義,玉山,成功,永康,台南,台東,高雄,大武,恆春
2019-03-25-00,340,30,330,210,250,20,250,360,150,250,300,350,250,-999,240,-999,260,-999,60,70,350,30,270,10
2019-03-25-01,160,150,100,180,140,200,250,-999,-999,320,340,200,240,60,100,-999,260,210,-999,-999,200,20,160,320
2019-03-25-02,10,170,360,220,20,290,300,190,240,330,50,120,220,270,30,30,230,200,360,360,190,300,160,310
2019-03-25-03,330,360,330,320,250,230,-999,-999,290,240,-999,100,60,350,290,50,200,170,350,360,190,310,170,340
2019-03-25-04,30,360,320,10,250,330,280,310,50,270,320,230,50,360,270,350,210,190,350,330,180,310,170,260
2019-03-25-05,20,310,350,340,320,-999,20,170,340,-999,360,230,40,20,270,30,240,180,10,340,190,320,180,290
2019-03-25-06,30,290,310,260,270,70,250,150,300,320,60,10,90,20,-999,10,220,170,360,340,200,320,220,310
2019-03-25-07,360,360,340,330,270,220,220,310,270,280,350,350,60,20,270,40,260,160,360,350,210,320,220,300
2019-03-25-08,350,10,340,330,310,-999,250,-999,100,40,350,300,50,80,280,360,260,30,360,340,30,330,200,300
2019-03-25-09,20,10,320,350,270,20,230,60,230,80,350,-999,-999,90,300,360,250,20,350,350,40,350,190,270
2019-03-25-10,10,360,360,350,320,340,360,-999,300,70,360,330,100,70,340,20,260,30,340,330,30,340,200,270
2019-03-25-11,10,20,300,330,240,130,240,100,320,250,10,330,310,30,340,340,280,30,350,350,20,340,30,280
2019-03-25-12,350,30,320,320,280,80,340,-999,240,270,360,350,10,30,50,20,260,10,340,340,20,330,10,30
2019-03-25-13,10,20,300,300,-999,20,-999,30,150,260,10,20,310,80,120,-999,300,360,350,340,20,360,320,270
2019-03-25-14,360,20,180,10,210,80,-999,70,70,250,350,-999,-999,90,120,30,310,20,360,350,20,10,300,30
2019-03-25-15,350,20,-999,10,120,90,230,90,300,60,10,310,310,310,280,360,310,30,350,330,30,350,310,60
2019-03-25-16,330,20,220,360,130,80,60,80,-999,90,360,340,-999,320,170,20,300,30,350,350,30,360,10,-999
2019-03-25-17,270,30,180,20,110,70,70,30,220,60,360,360,90,320,200,30,270,30,360,350,30,360,30,320
2019-03-25-18,230,30,10,20,90,60,80,50,290,60,20,-999,50,120,230,20,260,10,360,350,30,360,20,360
2019-03-25-19,80,60,40,20,100,70,60,70,280,20,360,50,20,80,230,10,240,20,360,350,30,30,30,30
2019-03-25-20,100,-999,40,20,90,70,60,70,340,20,360,360,30,280,210,360,240,10,360,350,20,340,20,40
2019-03-25-21,100,40,30,30,100,60,60,40,260,250,360,-999,10,-999,190,-999,260,30,10,360,350,360,30,40
2019-03-25-22,110,30,40,60,80,60,60,20,280,260,360,-999,30,190,180,-999,250,10,20,350,350,10,30,40
2019-03-25-23,80,-999,40,60,80,60,50,30,290,260,360,-999,50,350,210,360,250,10,360,360,20,360,30,50
