,鞍部,淡水,竹子湖,基隆,台北,新屋,板橋,新竹,宜蘭,蘇澳,梧棲,台中,花蓮,日月潭,阿里山,嘉義,玉山,成功,永康,台南,台東,高雄,大武,恆春
2019-04-12-00,50,30,20,20,110,60,70,40,350,10,360,350,70,350,310,330,250,20,330,360,30,270,30,50
2019-04-12-01,20,30,20,40,90,60,60,40,40,10,360,300,60,200,300,60,250,10,340,340,10,290,30,40
2019-04-12-02,180,60,30,50,70,60,70,10,-999,30,350,320,60,310,320,300,240,10,330,-999,30,300,30,40
2019-04-12-03,140,30,20,40,80,50,60,40,-999,250,350,290,60,270,330,320,240,10,260,210,40,290,30,30
2019-04-12-04,180,30,20,50,80,50,80,30,360,280,340,320,50,280,250,320,240,20,280,200,40,310,40,40
2019-04-12-05,120,30,30,60,90,50,60,50,300,300,350,340,50,280,270,290,260,20,280,250,40,300,40,40
2019-04-12-06,170,20,30,60,80,50,70,20,280,280,340,360,60,290,340,300,240,20,310,290,40,320,40,30
2019-04-12-07,120,-999,30,60,100,50,70,40,270,290,340,330,50,270,350,320,280,20,300,290,40,310,40,40
2019-04-12-08,140,300,30,60,80,60,60,50,260,240,340,350,360,270,350,330,290,10,330,310,40,320,30,50
2019-04-12-09,120,320,30,60,100,60,80,60,260,240,350,350,60,220,330,350,240,30,340,340,30,320,40,40
2019-04-12-10,120,250,40,60,80,60,60,70,290,260,360,330,10,180,340,10,230,30,360,350,40,330,30,40
2019-04-12-11,110,120,50,70,100,60,60,60,40,230,350,310,360,110,120,360,260,20,340,340,30,350,30,40
2019-04-12-12,100,120,40,60,90,60,70,40,310,250,360,330,350,260,290,340,270,10,340,350,10,360,40,50
2019-04-12-13,140,330,30,70,100,60,60,50,340,250,360,330,10,110,170,330,280,30,330,340,340,330,30,40
2019-04-12-14,80,110,40,70,90,60,60,80,280,250,350,300,360,100,240,320,270,30,330,340,330,340,20,40
2019-04-12-15,80,130,50,-999,80,60,50,70,260,240,20,300,350,220,60,330,290,10,10,360,360,10,20,20
2019-04-12-16,80,150,60,-999,70,80,60,120,260,280,50,110,340,290,290,70,250,360,30,360,360,20,20,10
2019-04-12-17,160,150,60,10,70,60,50,80,300,240,120,140,-999,150,20,90,290,10,50,40,330,30,20,60
2019-04-12-18,160,150,50,50,100,50,50,340,260,250,270,230,290,90,170,70,220,30,130,80,360,70,10,-999
2019-04-12-19,200,160,60,60,80,70,50,120,290,250,330,10,290,10,240,320,280,10,280,250,340,60,20,60
2019-04-12-20,200,160,60,20,70,320,-999,90,330,230,350,10,260,270,210,60,220,340,320,310,340,290,30,50
2019-04-12-21,190,160,60,290,110,-999,-999,-999,270,230,60,330,270,210,170,30,210,20,10,350,340,280,20,40
2019-04-12-22,180,130,80,260,150,60,200,80,280,260,20,310,270,100,250,20,240,50,360,350,350,340,320,50
2019-04-12-23,180,110,-999,-999,110,100,-999,80,260,240,360,10,270,260,260,360,240,320,10,330,310,340,30,50
