,鞍部,淡水,竹子湖,基隆,台北,新屋,板橋,新竹,宜蘭,蘇澳,梧棲,台中,花蓮,日月潭,阿里山,嘉義,玉山,成功,永康,台南,台東,高雄,大武,恆春
2019-08-23-00,174.24622291696303,145.9042851726337,78.7573071769861,75.20176129115484,81.12395788529412,238.2719606855111,58.1772938156401,117.04740105394453,55.87078338583126,351.15048452957507,23.366860379848134,0.0,20.442240121422913,20.58081906128467,129.67338971455104,329.70152767024376,160.25014124671264,17.757461118224057,346.3288086658268,353.09393769480596,49.77084630232537,343.6722421716867,44.493516947085936,356.340402543471
2019-08-23-01,108.08891688806398,120.6877251749087,80.20626849520838,69.43982710570916,76.66536944712337,41.54609392016437,68.92484830592639,47.481755674758574,121.28212243180121,79.5783194923919,6.586338697015208,291.3242746833878,20.436785168664443,351.91726310274265,134.66395506907952,332.7301425362456,160.95850483008854,30.14260233203666,335.4632115924039,331.9095132514515,50.11626985569757,330.69917526226226,32.56310182775951,352.8675493319223
2019-08-23-02,99.50352819648478,113.41771183716199,69.84679307873233,68.29695435361174,109.34687589122868,37.42314410107383,70.23905253868972,18.254635261398334,112.8777026981931,74.11134668705213,328.10426278101545,328.5936262499991,39.11296042002908,339.1677732905501,132.3297540633195,311.7506215458644,158.67456447343528,17.54968772667999,317.18174032627957,312.1029684364088,57.46395610556016,310.3004757720575,40.164247307675936,15.20928427868995
2019-08-23-03,94.97011310134187,101.16311444995051,74.80400756107377,67.91079624111927,100.9304287113523,42.309024140928074,73.3123728067018,42.393428691993904,100.35288639390754,80.5183601522335,329.61977119841197,335.75147675544247,50.64714684886775,336.07635026080663,329.91206449299347,321.27754672628635,155.41792550068942,32.857089427506224,299.3132716451448,309.259663155117,58.39417685554628,307.33286921942045,31.425885382756917,12.506973876767347
2019-08-23-04,87.89788151293934,90.95124836503035,81.6180699893217,69.67508775470134,102.15503163228652,60.406581317568225,86.24987999148519,50.55099598500769,90.90496147854859,78.55400196254763,336.3542958045541,340.97335980367245,59.28032316155148,295.6538455382797,308.78699594442764,325.2607106629499,137.46925506257702,20.314810058005435,319.9112719045594,293.6650015340464,59.87044007426607,301.03399728853395,28.036789691608163,7.67440353158031
2019-08-23-05,95.03266787611994,99.50281655834749,78.60275197213736,71.1089529032181,80.55407119257438,62.04952333347035,74.19042688488386,58.60495929358052,79.05854786389327,60.178733463806026,339.3961634684549,334.2756113852639,27.972543622769024,316.59250267407407,316.22240786547786,349.4090832040895,149.2237348153801,26.71489500377936,310.8842683886755,298.7976344824488,68.19440954555853,299.77097591524085,29.76088827353135,345.752127098988
2019-08-23-06,95.17520437714722,98.73314919563433,86.16109443627948,69.25581424190239,81.95141589288562,52.98387064645115,70.61450143365036,55.27468694480086,73.1186803773368,66.88151455629657,322.6682195765962,323.25941305753463,35.96297454832927,272.2972406733628,302.9990789569871,338.28890871110366,146.47184461836986,19.993458325881136,303.3921529376155,298.979653527951,54.70179229665098,290.7452868291217,31.41502938767718,32.11172514757479
2019-08-23-07,95.30507935903469,101.42772811951576,75.90514750022624,68.48056848460857,83.60921883074411,49.95637631447505,78.44079768354297,51.5161588357098,77.92545354136658,65.2154627145282,310.9332593448421,281.5320645016916,30.648321497380238,295.9589776927773,319.5295712461478,321.32969173245215,142.72981488306687,21.416238009183843,303.2139266796994,304.4691227687713,61.63527420440843,290.9804285742056,30.49541926352549,351.88173512946685
2019-08-23-08,97.81747491073719,102.34498148661353,73.1074587517592,66.6337256092952,85.89269411358069,60.78847794626182,78.11743926457723,50.10642401618452,86.95422829010431,84.7995099097435,279.80553233404294,242.51398532989427,28.4456067479029,248.37904492311924,192.4851784626132,322.05959856198507,338.72352298628397,17.773357577282013,319.5651921098924,311.24822177955707,55.61025647753456,286.09911492795607,31.219746221786835,42.76792612718316
2019-08-23-09,92.16487490963539,100.48512199324887,70.21909640535114,75.46641932677491,78.02182498005567,49.694253075722855,65.21683670553159,49.2296392234212,99.21592016809711,330.0470355257053,314.4052210318839,215.61906561448015,9.696655359172155,269.0652658994578,161.13583406675966,302.6548676105304,155.00075946263095,23.171900482740256,302.0563191063784,301.44707028246603,62.069920954359276,262.46314442379423,29.599012650560667,355.596712394375
2019-08-23-10,94.47265793763415,105.06789661936844,77.52861207252084,66.60944998659923,84.61360869260366,61.08881972922086,67.97825589799021,54.27270635068683,103.71638660324183,287.3813135245868,218.57607494400764,188.45628222873574,1.419114360994513,322.2566657256487,143.80080145990073,283.51480445816,317.19370976427837,11.891779398022209,312.2935053126724,316.0430984581183,51.313398632368575,274.66705511222494,29.01486038571727,2.7674006845131203
2019-08-23-11,91.57868652846904,95.44003454244898,76.02901668406832,56.02008581055969,78.43774843326477,59.42714065574299,61.57789146825908,44.916329528732774,114.06812962313276,55.31647638693539,221.88876650551433,180.2085629383776,21.761326402083597,229.7255664951815,157.7959380974129,248.05075740647308,184.8315985065209,15.378116586087856,297.5236090978732,304.2693486053192,48.805461720066205,289.75100303308733,25.995097303002865,339.721501559727
2019-08-23-12,91.25757066094579,85.12753448479802,75.09562661557715,71.43895771419886,84.69603382726979,53.79977374937809,70.01055610532137,49.48249567524957,82.20384773649482,236.84095057062288,175.85431616238407,199.1194586152297,285.96920921913477,310.8784445211181,177.94111479270765,181.40032536469465,188.12939713208732,11.631209841863779,271.53986802492807,266.33407495942873,19.310436238376496,294.5189847723003,8.230774056462337,325.32291325411825
2019-08-23-13,93.58848097234088,95.36562980168614,83.98934908509335,60.444759893320594,64.67743966572687,54.46937076941177,64.91494288692272,56.65249898539338,159.42969357804174,220.50297046188666,218.52510123989623,199.50729635939427,10.790368327388023,358.3835617490229,75.47737176177876,185.8138800812224,188.04353831364824,30.653121401447976,186.68840366426025,186.68840366426025,217.0904206661078,263.20154681721476,15.030648607834166,346.52778491008513
2019-08-23-14,97.12473849503525,94.19108796606184,87.65917027929001,57.24975550397551,81.26063355440536,58.951555033796126,74.03126501562969,52.81085607626457,85.61772592164533,181.15973519365065,112.33473400454011,160.34415579962,164.93689224200097,323.40970103488416,281.0930256857561,183.33486676671646,203.74901386602994,21.953707847412034,208.38973429130104,220.15842409920307,43.97145678294655,227.98722668217817,6.622484445010116,359.0576707714685
2019-08-23-15,98.14385614548289,104.02420464717059,70.69403185817274,65.27594731667187,82.50522289675703,56.528901000806314,70.63745028066771,50.719717872171316,95.06049605699329,214.60442809042408,181.04205009150346,190.89951736649977,264.9032230048992,155.84559926005392,158.2739787224841,184.47916244588896,50.111955143920795,10.378004851774847,181.286843680765,171.42687704248132,33.55089623513689,208.3469949383472,5.730775872564436,17.78863195982359
2019-08-23-16,99.93768158988436,115.7452273431245,69.19524431075675,61.63028544612652,79.49536524565622,55.469899524233256,79.02013189216314,56.05920571536484,180.3509871147591,226.26160363987898,169.1996404011398,123.68927816823856,222.5039610972253,32.49869143303792,179.02471117555487,187.30417233003797,47.89699922179568,185.58773899503956,149.89445198547784,167.513789181264,28.12344438828032,227.7219867390982,236.80923299840958,9.503364068238056
2019-08-23-17,108.40825361584592,106.77545808493409,85.10219284722743,69.94679965875008,86.33850977805392,63.03766812302425,76.08428240825623,49.603225065630625,90.39218257314371,101.70435503945305,50.294823564180945,151.560645567463,350.70720120480655,273.7797729869308,172.5754973200388,181.99899518429044,200.71996651512703,9.585813081163508,151.58462524184768,137.71372741932132,30.928182036831572,217.08250732290048,16.94021243281341,9.142634920723708
2019-08-23-18,103.3056915942552,126.1628155019718,76.05023331702893,60.28396439478368,80.65540955440022,57.529418522892,71.25107596763718,50.095439181696776,108.74588846401065,168.85581593636653,134.86947730286437,154.20718812625162,270.20241205910656,201.4574628413967,177.4599372862237,198.72417148946295,209.95581910317975,1.1100059011465646,147.95375241640335,159.95879324143488,21.154703577002238,181.85817252604141,8.012774134498386,353.9161425025535
2019-08-23-19,101.37191783731589,139.37587300581993,84.53217497589947,64.45856641870003,80.08801039627119,58.918622273267715,68.23411644158708,45.6354544721068,89.28678680245162,162.3929849373661,155.94367481363986,130.1455821338293,352.4364641110179,10.732940232842452,172.63575744522535,200.98174876435314,227.39419912286738,1.0085650588285944,130.71445346454783,158.0348982485242,19.241570102131305,104.12595354834144,216.93170431190362,350.8769361715222
2019-08-23-20,94.58328889201744,106.80395500276194,91.37903773952237,68.33669010443751,80.19801623182593,61.276232878619595,83.45109192806046,59.62531116271384,113.84580878090821,145.131749169224,225.20216553340708,90.37583622623328,342.8451856972773,122.13341398039194,164.49133397463874,84.75451942210069,222.213654694635,355.4634577478077,120.49598247629234,120.49598247629234,2.4333537098223132,98.79473682736705,307.24565483228884,349.869966509047
2019-08-23-21,95.18620480480388,108.6908452043335,91.832574944582,65.70031000710489,81.08679885126932,56.07936762446994,73.54916568105943,46.77166035340443,96.56262884825927,170.8601443594417,229.08033918689276,165.36636707851352,328.7062855396408,130.30177548793102,6.133089027023232,290.45007648073005,93.12813047670653,315.26978751000433,121.26187197569033,119.0454158744414,350.18641592311076,96.37060794338882,349.752802173337,325.8440657873965
2019-08-23-22,106.40105450715402,104.45167197021252,99.59175219573211,79.91706939151425,91.1324717371595,60.03970758425953,73.70520769086687,56.986987601796386,89.47205880782064,125.59995472954319,192.36020408503487,0.8949855440234842,240.19963120115986,11.341517403559237,126.69051324215184,273.5653303975477,262.0298630533303,274.17908410445415,278.734913682421,284.69869352635504,320.23247824805526,332.397867006059,331.0708829426809,333.5971154393438
2019-08-23-23,103.63440623794975,99.26939677118648,99.30703081092403,73.73311710729516,79.03748948521567,58.16366205027225,73.95364140607737,63.77412797273993,83.1364699288039,154.61463995757606,322.56373284168706,317.92568623959096,352.9729769947536,0.08490473975876967,269.91820392058895,296.731303791871,243.0801808470461,7.859041803054538,301.886696549017,312.8214559335559,3.4267419579351213,8.868481725178356,14.29343177251593,350.44495915102016
