,DVb,CMb,CMf,RRF,DVf
朴子,94.3913043478261,45.12273406982422,46.17628860473633,1.0233,96.5906
嘉義,99.625,50.062469482421875,50.266319274902344,1.0041,100.0335
新營,89.375,50.1126708984375,50.80072784423828,1.0137,90.5994
善化,101.33333333333333,49.56639862060547,49.9849853515625,1.0084,102.1845
安南,96.33333333333333,51.2369499206543,51.47685623168945,1.0047,96.7861
台南,89.6086956521739,52.95258712768555,53.0114631652832,1.0011,89.7073
美濃,70.33333333333333,40.61924743652344,40.69412612915039,1.0018,70.4599
橋頭,82.04166666666667,46.829864501953125,46.455955505371094,0.992,81.3853
仁武,69.58333333333333,49.006893157958984,47.99995040893555,0.9795,68.1569
大寮,70.78260869565217,46.59498977661133,45.189273834228516,0.9698,68.645
林園,92.5,47.85586929321289,45.71228790283203,0.9552,88.356
楠梓,78.73913043478261,48.18989562988281,47.75534439086914,0.991,78.0305
左營,79.29166666666667,48.01507568359375,47.440635681152344,0.988,78.3402
前金,81.56521739130434,49.00328826904297,48.29669952392578,0.9856,80.3907
前鎮,76.375,51.36494064331055,50.14112091064453,0.9762,74.5573
小港,77.70833333333333,56.582061767578125,54.72632598876953,0.9672,75.1595
屏東,77.54166666666667,45.249778747558594,44.645877838134766,0.9867,76.5104
潮州,93.375,46.99488067626953,45.90263366699219,0.9768,91.2087
恆春,43.0,21.546802520751953,21.68240737915039,1.0063,43.2709
