,鞍部,淡水,竹子湖,基隆,台北,新屋,板橋,新竹,宜蘭,蘇澳,梧棲,台中,花蓮,日月潭,阿里山,嘉義,玉山,成功,永康,台南,台東,高雄,大武,恆春
2021-07-12-00,160,190,240,250,160,220,240,110,70,70,330,170,220,160,270,80,110,220,50,40,270,130,300,80
2021-07-12-01,190,320,240,40,220,240,230,310,110,30,320,140,160,140,200,20,100,200,30,360,200,190,120,90
2021-07-12-02,30,320,240,30,70,260,360,290,80,70,340,320,160,320,340,320,100,210,340,300,170,270,120,100
2021-07-12-03,360,320,200,30,320,260,150,250,70,110,340,350,170,330,340,180,100,200,330,310,170,300,130,100
2021-07-12-04,30,320,330,40,330,280,360,300,60,140,340,300,160,320,360,360,110,190,270,250,160,300,140,100
2021-07-12-05,360,300,20,30,40,280,40,300,50,140,340,340,160,330,360,310,110,230,260,230,170,200,120,80
2021-07-12-06,350,310,10,40,40,280,330,290,60,160,340,280,150,300,300,280,50,180,260,240,170,210,120,110
2021-07-12-07,360,320,150,30,330,280,130,290,30,150,330,350,160,330,340,280,120,200,270,240,180,180,110,100
2021-07-12-08,360,320,270,360,40,290,210,280,20,160,340,350,170,320,360,280,-999,190,270,220,160,180,110,90
2021-07-12-09,340,280,210,360,250,280,70,290,10,150,310,350,180,120,280,30,170,200,280,240,160,170,120,90
2021-07-12-10,330,20,190,360,230,290,240,60,10,180,310,340,180,180,300,90,110,220,250,220,170,170,30,80
2021-07-12-11,180,340,50,30,300,240,220,120,360,150,340,350,180,180,100,80,350,280,280,230,120,170,20,90
2021-07-12-12,180,360,90,30,280,120,190,80,20,160,340,350,210,170,270,70,310,290,240,210,140,160,300,100
2021-07-12-13,170,30,50,360,220,190,200,80,330,200,260,290,230,180,140,50,100,320,250,210,210,100,300,80
2021-07-12-14,170,-999,40,30,210,180,210,100,300,180,270,140,200,190,180,90,90,330,220,210,240,140,300,90
2021-07-12-15,170,100,-999,250,210,190,210,110,300,230,170,170,220,80,220,70,170,320,50,270,320,110,300,100
2021-07-12-16,360,110,350,180,170,180,200,90,300,-999,210,200,220,190,160,60,120,310,20,10,310,80,300,100
2021-07-12-17,150,160,40,190,170,170,90,150,290,240,180,190,240,200,120,60,120,330,30,10,300,90,300,100
2021-07-12-18,20,130,30,150,150,160,70,100,290,230,170,140,210,160,360,80,130,330,50,20,320,360,290,80
2021-07-12-19,340,150,40,200,150,190,60,120,230,240,170,90,230,50,160,70,140,340,50,10,330,140,300,100
2021-07-12-20,360,150,60,200,170,160,260,100,310,230,180,140,240,360,220,60,130,340,40,20,310,200,290,100
2021-07-12-21,360,100,60,180,160,160,210,120,290,240,-999,160,240,330,250,80,260,330,60,40,320,280,300,100
2021-07-12-22,360,90,50,190,160,170,200,110,270,230,-999,170,230,360,-999,50,100,330,80,60,330,300,290,100
2021-07-12-23,360,-999,50,190,160,210,210,120,320,-999,-999,160,220,340,320,90,100,230,30,10,320,350,300,100
