,鞍部,淡水,竹子湖,基隆,台北,新屋,板橋,新竹,宜蘭,蘇澳,梧棲,台中,花蓮,日月潭,阿里山,嘉義,玉山,成功,永康,台南,台東,高雄,大武,恆春
2021-06-26-00,160,150,100,210,90,220,70,250,50,100,180,160,160,270,340,140,240,50,110,100,330,40,110,280
2021-06-26-01,140,240,270,190,190,230,190,240,110,100,190,190,130,200,290,180,250,50,130,100,150,40,30,330
2021-06-26-02,140,240,260,210,280,230,220,250,70,80,200,190,100,170,270,170,230,50,140,110,140,90,110,320
2021-06-26-03,90,270,300,210,250,240,220,270,80,80,190,180,90,170,270,200,270,40,150,150,110,130,130,310
2021-06-26-04,80,270,290,230,260,250,230,270,100,90,230,230,90,230,360,170,200,40,160,210,120,260,50,290
2021-06-26-05,340,320,290,20,290,250,240,280,90,100,230,190,80,240,290,170,260,60,150,180,130,280,60,290
2021-06-26-06,340,260,290,20,290,240,220,220,70,90,230,160,80,210,270,190,260,40,340,250,100,260,50,280
2021-06-26-07,10,280,320,20,260,250,240,250,270,110,230,140,60,220,330,150,260,30,280,210,60,190,90,280
2021-06-26-08,10,290,320,30,290,240,220,230,310,110,200,150,30,210,210,220,250,30,240,200,80,260,30,280
2021-06-26-09,30,240,210,350,280,220,220,220,340,140,170,120,20,100,220,240,230,30,240,200,60,260,50,280
2021-06-26-10,320,260,330,350,260,230,220,240,290,180,180,110,20,60,30,220,200,-999,210,200,70,240,50,280
2021-06-26-11,180,210,320,300,270,220,230,270,260,290,190,190,350,360,90,190,250,340,250,180,90,220,50,250
2021-06-26-12,10,360,320,330,290,240,210,280,190,280,210,180,10,270,140,190,250,330,220,180,160,250,120,260
2021-06-26-13,40,40,350,-999,170,240,90,280,220,240,190,180,240,220,220,170,240,320,220,180,200,190,260,330
2021-06-26-14,70,-999,350,180,160,230,330,270,260,230,190,170,240,330,160,220,250,240,180,170,250,170,260,330
2021-06-26-15,160,100,30,260,160,240,250,210,260,230,200,200,240,100,250,190,250,350,170,150,30,160,260,320
2021-06-26-16,60,-999,10,210,190,240,200,260,290,250,210,200,230,220,290,160,230,320,150,140,310,350,10,300
2021-06-26-17,70,320,350,200,160,230,210,260,260,240,190,170,240,190,280,200,230,260,140,130,20,110,360,290
2021-06-26-18,150,220,240,220,210,230,210,220,-999,260,190,180,240,230,290,160,240,340,140,120,250,100,160,280
2021-06-26-19,160,160,290,210,160,230,200,230,270,240,210,180,230,180,290,150,240,340,140,120,300,90,200,310
2021-06-26-20,140,150,270,200,170,230,210,270,270,240,190,160,230,260,250,130,230,340,140,130,320,50,180,290
2021-06-26-21,170,170,10,200,160,220,230,300,230,230,180,170,230,210,310,160,230,330,90,90,360,80,180,290
2021-06-26-22,100,220,320,190,160,230,210,240,270,250,170,200,260,80,210,160,240,340,130,90,320,70,20,300
2021-06-26-23,140,170,270,190,150,230,190,270,200,230,180,170,230,160,160,160,230,180,140,140,310,80,180,330
