,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-12-23-00,3.4,1.5,2.1,4.1,2.0,2.2,1.0,3.0
2019-12-23-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2019-12-23-02,-999.0,-999.0,3.1,4.1,-999.0,-999.0,-999.0,-999.0
2019-12-23-03,3.5,3.1,2.1,4.1,2.4,2.7,2.0,1.4
2019-12-23-04,-999.0,-999.0,1.5,5.1,-999.0,-999.0,-999.0,-999.0
2019-12-23-05,-999.0,-999.0,1.5,4.1,-999.0,-999.0,-999.0,-999.0
2019-12-23-06,1.9,4.0,0.5,4.6,3.0,3.2,2.0,2.0
2019-12-23-07,-999.0,-999.0,1.5,4.6,-999.0,-999.0,-999.0,-999.0
2019-12-23-08,-999.0,-999.0,2.6,5.1,-999.0,-999.0,-999.0,-999.0
2019-12-23-09,1.7,3.6,1.5,4.6,1.9,3.6,1.7,2.8
2019-12-23-10,-999.0,-999.0,2.6,5.7,-999.0,-999.0,-999.0,-999.0
2019-12-23-11,-999.0,-999.0,1.0,4.6,-999.0,-999.0,-999.0,-999.0
2019-12-23-12,2.6,2.5,2.6,3.6,2.0,2.0,2.0,2.0
2019-12-23-13,-999.0,-999.0,1.5,3.1,-999.0,-999.0,-999.0,-999.0
2019-12-23-14,-999.0,-999.0,2.1,3.6,-999.0,-999.0,-999.0,-999.0
2019-12-23-15,1.6,3.1,4.6,3.1,0.9,3.1,1.2,1.3
2019-12-23-16,-999.0,-999.0,2.6,4.6,-999.0,-999.0,-999.0,-999.0
2019-12-23-17,-999.0,-999.0,3.1,3.1,-999.0,-999.0,-999.0,-999.0
2019-12-23-18,0.9,2.0,3.1,4.6,1.0,4.1,1.0,-999.0
2019-12-23-19,-999.0,-999.0,3.6,4.6,-999.0,-999.0,-999.0,-999.0
2019-12-23-20,-999.0,-999.0,2.6,4.6,-999.0,-999.0,-999.0,-999.0
2019-12-23-21,1.6,1.5,2.1,3.6,1.4,4.6,1.4,1.1
2019-12-23-22,-999.0,-999.0,2.1,-999.0,-999.0,-999.0,-999.0,-999.0
2019-12-23-23,-999.0,-999.0,2.6,3.6,-999.0,-999.0,-999.0,-999.0
