,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-05-09-00,2.4,2.0,4.1,3.1,3.0,1.0,1.0,1.0
2019-05-09-01,-999.0,-999.0,4.6,2.6,-999.0,-999.0,-999.0,-999.0
2019-05-09-02,-999.0,-999.0,5.7,3.1,-999.0,-999.0,-999.0,-999.0
2019-05-09-03,2.9,3.6,4.6,4.1,4.0,3.0,1.0,1.0
2019-05-09-04,-999.0,-999.0,5.7,3.6,-999.0,-999.0,-999.0,-999.0
2019-05-09-05,-999.0,-999.0,4.1,3.6,-999.0,-999.0,-999.0,-999.0
2019-05-09-06,3.5,2.5,6.2,3.6,1.0,4.0,3.0,1.0
2019-05-09-07,-999.0,-999.0,4.6,-999.0,-999.0,-999.0,-999.0,-999.0
2019-05-09-08,-999.0,-999.0,5.1,3.1,-999.0,-999.0,-999.0,-999.0
2019-05-09-09,2.5,2.6,5.1,3.1,3.0,3.0,3.0,3.0
2019-05-09-10,-999.0,-999.0,5.1,3.6,-999.0,-999.0,-999.0,-999.0
2019-05-09-11,-999.0,-999.0,3.6,3.1,-999.0,-999.0,-999.0,-999.0
2019-05-09-12,2.5,2.0,1.5,3.6,3.0,1.0,1.0,3.0
2019-05-09-13,-999.0,-999.0,0.5,3.6,-999.0,-999.0,-999.0,-999.0
2019-05-09-14,-999.0,-999.0,1.5,2.6,-999.0,-999.0,-999.0,-999.0
2019-05-09-15,1.3,2.1,1.5,2.1,2.0,1.0,2.0,2.0
2019-05-09-16,-999.0,-999.0,3.1,2.1,-999.0,-999.0,-999.0,-999.0
2019-05-09-17,-999.0,-999.0,2.6,2.1,-999.0,-999.0,-999.0,-999.0
2019-05-09-18,1.0,1.5,1.5,3.1,2.0,1.0,2.0,2.0
2019-05-09-19,-999.0,-999.0,1.5,2.1,-999.0,-999.0,-999.0,-999.0
2019-05-09-20,-999.0,-999.0,1.5,2.6,-999.0,-999.0,-999.0,-999.0
2019-05-09-21,1.1,1.0,1.5,2.1,1.0,1.0,1.0,-999.0
2019-05-09-22,-999.0,-999.0,2.6,3.6,-999.0,-999.0,-999.0,-999.0
2019-05-09-23,-999.0,-999.0,1.5,3.1,-999.0,-999.0,-999.0,-999.0
