,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-05-18-00,2.0,3.5,2.6,4.1,1.0,4.0,1.0,2.0
2019-05-18-01,-999.0,-999.0,3.6,3.6,-999.0,-999.0,-999.0,-999.0
2019-05-18-02,-999.0,-999.0,4.6,3.1,-999.0,-999.0,-999.0,-999.0
2019-05-18-03,2.6,4.6,3.1,4.6,2.0,5.0,2.0,2.0
2019-05-18-04,-999.0,-999.0,3.6,3.1,-999.0,-999.0,-999.0,-999.0
2019-05-18-05,-999.0,-999.0,4.6,3.6,-999.0,-999.0,-999.0,-999.0
2019-05-18-06,2.4,4.5,5.7,3.6,2.0,3.0,3.0,1.0
2019-05-18-07,-999.0,-999.0,5.1,2.6,-999.0,-999.0,-999.0,-999.0
2019-05-18-08,-999.0,-999.0,5.1,1.5,-999.0,-999.0,-999.0,-999.0
2019-05-18-09,3.0,4.1,5.1,1.5,1.0,4.0,5.0,3.0
2019-05-18-10,-999.0,-999.0,4.1,3.1,-999.0,-999.0,-999.0,-999.0
2019-05-18-11,-999.0,-999.0,3.6,1.5,-999.0,-999.0,-999.0,-999.0
2019-05-18-12,1.8,4.0,4.1,1.5,2.0,3.0,3.0,1.0
2019-05-18-13,-999.0,-999.0,3.1,1.5,-999.0,-999.0,-999.0,-999.0
2019-05-18-14,-999.0,-999.0,3.6,1.5,-999.0,-999.0,-999.0,-999.0
2019-05-18-15,2.3,4.6,3.1,2.1,2.0,3.0,2.0,2.0
2019-05-18-16,-999.0,-999.0,3.6,1.5,-999.0,-999.0,-999.0,-999.0
2019-05-18-17,-999.0,-999.0,3.6,-999.0,-999.0,-999.0,-999.0,-999.0
2019-05-18-18,0.9,4.0,3.6,3.1,3.0,2.0,2.0,3.0
2019-05-18-19,-999.0,-999.0,2.1,3.6,-999.0,-999.0,-999.0,-999.0
2019-05-18-20,-999.0,-999.0,2.1,2.6,-999.0,-999.0,-999.0,-999.0
2019-05-18-21,1.8,4.1,3.1,-999.0,1.0,1.0,1.0,2.0
2019-05-18-22,-999.0,-999.0,3.1,3.1,-999.0,-999.0,-999.0,-999.0
2019-05-18-23,-999.0,-999.0,3.1,3.1,-999.0,-999.0,-999.0,-999.0
