,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-09-13-00,1.9,3.5,2.6,4.6,2.0,2.0,2.0,3.0
2019-09-13-01,-999.0,-999.0,3.1,6.2,-999.0,-999.0,-999.0,-999.0
2019-09-13-02,-999.0,-999.0,3.1,6.7,-999.0,-999.0,-999.0,-999.0
2019-09-13-03,2.6,5.1,3.1,8.2,2.0,2.0,1.0,4.0
2019-09-13-04,-999.0,-999.0,2.6,8.8,-999.0,-999.0,-999.0,-999.0
2019-09-13-05,-999.0,-999.0,2.6,7.2,-999.0,-999.0,-999.0,-999.0
2019-09-13-06,1.1,4.0,3.6,7.2,3.0,3.0,5.0,2.0
2019-09-13-07,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2019-09-13-08,-999.0,-999.0,3.1,5.7,-999.0,-999.0,-999.0,-999.0
2019-09-13-09,0.7,3.1,3.1,4.1,1.0,3.0,3.0,5.0
2019-09-13-10,-999.0,-999.0,3.6,6.7,-999.0,-999.0,-999.0,-999.0
2019-09-13-11,-999.0,-999.0,4.1,4.1,-999.0,-999.0,-999.0,-999.0
2019-09-13-12,1.4,2.5,3.1,5.1,1.0,2.0,1.0,4.0
2019-09-13-13,-999.0,-999.0,3.1,4.6,-999.0,-999.0,-999.0,-999.0
2019-09-13-14,-999.0,-999.0,2.6,5.1,-999.0,-999.0,-999.0,-999.0
2019-09-13-15,1.3,2.1,3.1,4.6,1.0,2.0,2.0,2.0
2019-09-13-16,-999.0,-999.0,2.1,4.1,-999.0,-999.0,-999.0,-999.0
2019-09-13-17,-999.0,-999.0,3.1,3.6,-999.0,-999.0,-999.0,-999.0
2019-09-13-18,0.8,1.5,1.5,4.6,-999.0,2.0,2.0,1.0
2019-09-13-19,-999.0,-999.0,1.5,4.6,-999.0,-999.0,-999.0,-999.0
2019-09-13-20,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2019-09-13-21,1.6,1.5,2.6,4.1,1.0,1.0,1.0,2.0
2019-09-13-22,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2019-09-13-23,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
