,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-07-31-00,3.2,4.0,1.0,4.1,2.0,3.0,3.0,2.0
2019-07-31-01,-999.0,-999.0,2.6,4.6,-999.0,-999.0,-999.0,-999.0
2019-07-31-02,-999.0,-999.0,4.1,4.6,-999.0,-999.0,-999.0,-999.0
2019-07-31-03,0.3,3.6,6.7,5.7,2.0,1.0,3.0,1.0
2019-07-31-04,-999.0,-999.0,5.1,4.6,-999.0,-999.0,-999.0,-999.0
2019-07-31-05,-999.0,-999.0,4.1,6.2,-999.0,-999.0,-999.0,-999.0
2019-07-31-06,0.8,4.0,3.6,6.2,2.0,4.0,2.0,5.0
2019-07-31-07,-999.0,-999.0,3.6,6.2,-999.0,-999.0,-999.0,-999.0
2019-07-31-08,-999.0,-999.0,4.1,6.7,-999.0,-999.0,-999.0,-999.0
2019-07-31-09,0.8,3.6,3.1,6.2,3.0,3.0,2.0,5.0
2019-07-31-10,-999.0,-999.0,3.6,5.1,-999.0,-999.0,-999.0,-999.0
2019-07-31-11,-999.0,-999.0,2.6,5.1,-999.0,-999.0,-999.0,-999.0
2019-07-31-12,2.9,1.5,3.6,4.6,2.0,5.0,3.0,5.0
2019-07-31-13,-999.0,-999.0,2.1,4.6,-999.0,-999.0,-999.0,-999.0
2019-07-31-14,-999.0,-999.0,2.1,4.1,-999.0,-999.0,-999.0,-999.0
2019-07-31-15,1.6,1.0,1.5,4.1,2.0,4.0,3.0,3.0
2019-07-31-16,-999.0,-999.0,2.1,2.6,-999.0,-999.0,-999.0,-999.0
2019-07-31-17,-999.0,-999.0,1.5,2.6,-999.0,-999.0,-999.0,-999.0
2019-07-31-18,2.0,1.5,1.0,3.1,3.0,2.0,3.0,2.0
2019-07-31-19,-999.0,-999.0,1.5,2.6,-999.0,-999.0,-999.0,-999.0
2019-07-31-20,-999.0,-999.0,1.5,-999.0,-999.0,-999.0,-999.0,-999.0
2019-07-31-21,0.4,1.0,1.0,3.6,2.0,2.0,4.0,3.0
2019-07-31-22,-999.0,-999.0,1.5,4.1,-999.0,-999.0,-999.0,-999.0
2019-07-31-23,-999.0,-999.0,2.1,5.7,-999.0,-999.0,-999.0,-999.0
