,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-04-03-00,0.8,2.5,4.6,4.6,1.0,3.0,2.0,3.0
2019-04-03-01,-999.0,-999.0,6.7,5.1,-999.0,-999.0,-999.0,-999.0
2019-04-03-02,-999.0,-999.0,7.2,6.2,-999.0,-999.0,-999.0,-999.0
2019-04-03-03,1.6,2.6,6.2,7.2,2.0,3.0,2.0,3.0
2019-04-03-04,-999.0,-999.0,7.7,6.2,-999.0,-999.0,-999.0,-999.0
2019-04-03-05,-999.0,-999.0,5.1,5.1,-999.0,-999.0,-999.0,-999.0
2019-04-03-06,3.7,3.0,4.6,5.7,5.0,4.0,3.0,2.0
2019-04-03-07,-999.0,-999.0,4.6,5.1,-999.0,-999.0,-999.0,-999.0
2019-04-03-08,-999.0,-999.0,4.1,5.1,-999.0,-999.0,-999.0,-999.0
2019-04-03-09,3.7,3.6,1.5,4.6,4.0,4.0,3.0,3.0
2019-04-03-10,-999.0,-999.0,3.1,4.1,-999.0,-999.0,-999.0,-999.0
2019-04-03-11,-999.0,-999.0,4.6,-999.0,-999.0,-999.0,-999.0,-999.0
2019-04-03-12,2.6,3.5,2.6,5.1,3.0,3.0,4.0,3.0
2019-04-03-13,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2019-04-03-14,-999.0,-999.0,2.6,3.1,-999.0,-999.0,-999.0,-999.0
2019-04-03-15,2.1,2.6,2.6,3.1,3.0,2.0,3.0,4.0
2019-04-03-16,-999.0,-999.0,2.1,2.1,-999.0,-999.0,-999.0,-999.0
2019-04-03-17,-999.0,-999.0,2.6,2.6,-999.0,-999.0,-999.0,-999.0
2019-04-03-18,0.6,1.0,1.5,3.6,2.0,1.0,2.0,4.0
2019-04-03-19,-999.0,-999.0,0.5,3.6,-999.0,-999.0,-999.0,-999.0
2019-04-03-20,-999.0,-999.0,1.0,3.1,-999.0,-999.0,-999.0,-999.0
2019-04-03-21,0.7,2.1,2.1,3.6,1.0,1.0,2.0,2.0
2019-04-03-22,-999.0,-999.0,1.0,2.6,-999.0,-999.0,-999.0,-999.0
2019-04-03-23,-999.0,-999.0,1.5,3.1,-999.0,-999.0,-999.0,-999.0
