,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-02-12-00,1.5,2.5,4.1,4.1,-999.0,2.0,1.0,1.0
2019-02-12-01,-999.0,-999.0,4.1,4.6,-999.0,-999.0,-999.0,-999.0
2019-02-12-02,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2019-02-12-03,2.4,5.1,4.1,5.1,3.0,2.0,1.0,2.0
2019-02-12-04,-999.0,-999.0,1.5,4.1,-999.0,-999.0,-999.0,-999.0
2019-02-12-05,-999.0,-999.0,1.5,4.6,-999.0,-999.0,-999.0,-999.0
2019-02-12-06,2.2,4.1,1.5,5.1,3.0,3.0,2.0,1.0
2019-02-12-07,-999.0,-999.0,1.0,4.6,-999.0,-999.0,-999.0,-999.0
2019-02-12-08,-999.0,-999.0,0.5,5.7,-999.0,-999.0,-999.0,-999.0
2019-02-12-09,2.3,1.5,2.1,5.1,2.0,4.0,1.0,2.0
2019-02-12-10,-999.0,-999.0,1.5,5.1,-999.0,-999.0,-999.0,-999.0
2019-02-12-11,-999.0,-999.0,2.6,5.1,-999.0,-999.0,-999.0,-999.0
2019-02-12-12,3.2,1.0,2.6,4.1,2.0,4.0,2.0,3.0
2019-02-12-13,-999.0,-999.0,2.6,4.6,-999.0,-999.0,-999.0,-999.0
2019-02-12-14,-999.0,-999.0,3.1,5.1,-999.0,-999.0,-999.0,-999.0
2019-02-12-15,2.4,2.6,3.1,3.6,2.0,5.0,-999.0,2.0
2019-02-12-16,-999.0,-999.0,2.6,4.6,-999.0,-999.0,-999.0,-999.0
2019-02-12-17,-999.0,-999.0,2.1,4.1,-999.0,-999.0,-999.0,-999.0
2019-02-12-18,2.0,1.0,3.1,4.1,1.0,4.0,1.0,1.0
2019-02-12-19,-999.0,-999.0,2.1,4.6,-999.0,-999.0,-999.0,-999.0
2019-02-12-20,-999.0,-999.0,2.1,4.1,-999.0,-999.0,-999.0,-999.0
2019-02-12-21,2.0,3.1,2.6,4.1,1.0,2.0,1.0,1.0
2019-02-12-22,-999.0,-999.0,2.1,5.7,-999.0,-999.0,-999.0,-999.0
2019-02-12-23,-999.0,-999.0,2.6,7.7,-999.0,-999.0,-999.0,-999.0
