,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-06-17-00,2.4,2.1,7.7,4.1,1.0,2.0,1.0,2.0
2019-06-17-01,-999.0,-999.0,6.7,3.1,-999.0,-999.0,-999.0,-999.0
2019-06-17-02,-999.0,-999.0,5.1,4.6,-999.0,-999.0,-999.0,-999.0
2019-06-17-03,3.1,2.6,6.2,4.1,2.0,5.0,1.0,1.0
2019-06-17-04,-999.0,-999.0,5.1,-999.0,-999.0,-999.0,-999.0,-999.0
2019-06-17-05,-999.0,-999.0,2.6,4.1,-999.0,-999.0,-999.0,-999.0
2019-06-17-06,3.0,2.6,2.6,4.1,2.0,7.0,3.0,1.0
2019-06-17-07,-999.0,-999.0,3.1,3.6,-999.0,-999.0,-999.0,-999.0
2019-06-17-08,-999.0,-999.0,3.6,4.1,-999.0,-999.0,-999.0,-999.0
2019-06-17-09,3.3,1.5,3.1,4.1,4.0,6.0,2.0,1.0
2019-06-17-10,-999.0,-999.0,2.1,4.6,-999.0,-999.0,-999.0,-999.0
2019-06-17-11,-999.0,-999.0,4.1,3.6,-999.0,-999.0,-999.0,-999.0
2019-06-17-12,2.2,1.0,4.1,4.1,1.0,4.0,3.0,2.0
2019-06-17-13,-999.0,-999.0,3.1,3.1,-999.0,-999.0,-999.0,-999.0
2019-06-17-14,-999.0,-999.0,2.1,3.6,-999.0,-999.0,-999.0,-999.0
2019-06-17-15,1.2,1.5,2.6,4.6,3.0,3.0,2.0,2.0
2019-06-17-16,-999.0,-999.0,2.1,3.1,-999.0,-999.0,-999.0,-999.0
2019-06-17-17,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2019-06-17-18,0.3,1.5,2.6,4.1,1.0,2.0,2.0,2.0
2019-06-17-19,-999.0,-999.0,3.1,3.6,-999.0,-999.0,-999.0,-999.0
2019-06-17-20,-999.0,-999.0,2.1,3.1,-999.0,-999.0,-999.0,-999.0
2019-06-17-21,0.3,0.5,3.1,5.7,2.0,3.0,-999.0,2.0
2019-06-17-22,-999.0,-999.0,2.6,6.2,-999.0,-999.0,-999.0,-999.0
2019-06-17-23,-999.0,-999.0,4.1,5.7,-999.0,-999.0,-999.0,-999.0
