,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-04-17-00,0.9,3.5,1.0,8.8,3.0,2.0,2.0,1.0
2019-04-17-01,-999.0,-999.0,2.6,7.2,-999.0,-999.0,-999.0,-999.0
2019-04-17-02,-999.0,-999.0,3.6,8.2,-999.0,-999.0,-999.0,-999.0
2019-04-17-03,1.8,5.1,4.1,8.8,4.0,3.0,1.0,1.0
2019-04-17-04,-999.0,-999.0,4.1,7.7,-999.0,-999.0,-999.0,-999.0
2019-04-17-05,-999.0,-999.0,4.6,8.2,-999.0,-999.0,-999.0,-999.0
2019-04-17-06,3.0,3.5,5.1,8.2,6.0,4.0,2.0,2.0
2019-04-17-07,-999.0,-999.0,4.1,9.8,-999.0,-999.0,-999.0,-999.0
2019-04-17-08,-999.0,-999.0,4.1,8.2,-999.0,-999.0,-999.0,-999.0
2019-04-17-09,4.0,2.1,3.1,-999.0,4.0,3.0,4.0,4.0
2019-04-17-10,-999.0,-999.0,2.6,6.2,-999.0,-999.0,-999.0,-999.0
2019-04-17-11,-999.0,-999.0,2.1,5.7,-999.0,-999.0,-999.0,-999.0
2019-04-17-12,1.8,1.0,2.1,4.1,1.0,3.0,4.0,3.0
2019-04-17-13,-999.0,-999.0,1.5,3.6,-999.0,-999.0,-999.0,-999.0
2019-04-17-14,-999.0,-999.0,1.5,4.6,-999.0,-999.0,-999.0,-999.0
2019-04-17-15,1.3,1.5,0.5,3.1,2.0,2.0,2.0,1.0
2019-04-17-16,-999.0,-999.0,1.5,2.1,-999.0,-999.0,-999.0,-999.0
2019-04-17-17,-999.0,-999.0,1.5,1.0,-999.0,-999.0,-999.0,-999.0
2019-04-17-18,0.5,1.5,2.1,1.0,5.0,2.0,1.0,2.0
2019-04-17-19,-999.0,-999.0,1.5,0.5,-999.0,-999.0,-999.0,-999.0
2019-04-17-20,-999.0,-999.0,2.6,0.5,-999.0,-999.0,-999.0,-999.0
2019-04-17-21,1.1,2.1,1.5,0.0,8.0,2.0,1.0,1.0
2019-04-17-22,-999.0,-999.0,1.0,0.5,-999.0,-999.0,-999.0,-999.0
2019-04-17-23,-999.0,-999.0,1.5,1.0,-999.0,-999.0,-999.0,-999.0
