,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-05-21-00,3.5,4.5,7.2,8.8,2.0,3.0,-999.0,4.0
2019-05-21-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2019-05-21-02,-999.0,-999.0,6.2,8.2,-999.0,-999.0,-999.0,-999.0
2019-05-21-03,3.7,5.1,7.2,7.7,3.0,1.0,1.0,3.0
2019-05-21-04,-999.0,-999.0,7.7,7.7,-999.0,-999.0,-999.0,-999.0
2019-05-21-05,-999.0,-999.0,6.7,7.7,-999.0,-999.0,-999.0,-999.0
2019-05-21-06,5.8,4.5,4.1,8.8,4.0,3.0,3.0,3.0
2019-05-21-07,-999.0,-999.0,3.6,6.7,-999.0,-999.0,-999.0,-999.0
2019-05-21-08,-999.0,-999.0,2.6,6.7,-999.0,-999.0,-999.0,-999.0
2019-05-21-09,4.2,4.6,1.0,6.7,5.0,3.0,4.0,3.0
2019-05-21-10,-999.0,-999.0,2.6,6.2,-999.0,-999.0,-999.0,-999.0
2019-05-21-11,-999.0,-999.0,2.1,6.7,-999.0,-999.0,-999.0,-999.0
2019-05-21-12,1.2,2.5,2.1,7.2,1.0,3.0,2.0,2.0
2019-05-21-13,-999.0,-999.0,2.1,5.7,-999.0,-999.0,-999.0,-999.0
2019-05-21-14,-999.0,-999.0,1.5,5.1,-999.0,-999.0,-999.0,-999.0
2019-05-21-15,1.9,2.1,2.6,4.6,-999.0,1.0,1.0,2.0
2019-05-21-16,-999.0,-999.0,1.5,4.1,-999.0,-999.0,-999.0,-999.0
2019-05-21-17,-999.0,-999.0,2.1,4.6,-999.0,-999.0,-999.0,-999.0
2019-05-21-18,1.6,2.0,1.0,3.6,1.0,2.0,1.0,2.0
2019-05-21-19,-999.0,-999.0,2.6,4.6,-999.0,-999.0,-999.0,-999.0
2019-05-21-20,-999.0,-999.0,2.6,5.1,-999.0,-999.0,-999.0,-999.0
2019-05-21-21,0.3,3.6,2.1,4.6,1.0,0.0,1.0,1.0
2019-05-21-22,-999.0,-999.0,1.5,4.1,-999.0,-999.0,-999.0,-999.0
2019-05-21-23,-999.0,-999.0,2.6,5.1,-999.0,-999.0,-999.0,-999.0
