,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-04-22-00,0.9,3.0,2.1,5.1,1.0,3.0,1.0,1.0
2019-04-22-01,-999.0,-999.0,1.5,4.6,-999.0,-999.0,-999.0,-999.0
2019-04-22-02,-999.0,-999.0,1.0,4.6,-999.0,-999.0,-999.0,-999.0
2019-04-22-03,2.0,6.7,1.5,3.6,2.0,3.0,3.0,2.0
2019-04-22-04,-999.0,-999.0,2.6,4.6,-999.0,-999.0,-999.0,-999.0
2019-04-22-05,-999.0,-999.0,3.6,5.1,-999.0,-999.0,-999.0,-999.0
2019-04-22-06,1.5,7.0,3.6,6.2,4.0,4.0,2.0,2.0
2019-04-22-07,-999.0,-999.0,6.2,5.1,-999.0,-999.0,-999.0,-999.0
2019-04-22-08,-999.0,-999.0,5.1,5.7,-999.0,-999.0,-999.0,-999.0
2019-04-22-09,2.7,3.6,3.1,5.1,3.0,2.0,2.0,3.0
2019-04-22-10,-999.0,-999.0,3.1,4.6,-999.0,-999.0,-999.0,-999.0
2019-04-22-11,-999.0,-999.0,3.6,5.1,-999.0,-999.0,-999.0,-999.0
2019-04-22-12,1.9,4.0,3.6,6.7,2.0,3.0,2.0,4.0
2019-04-22-13,-999.0,-999.0,3.6,5.7,-999.0,-999.0,-999.0,-999.0
2019-04-22-14,-999.0,-999.0,3.1,5.7,-999.0,-999.0,-999.0,-999.0
2019-04-22-15,0.1,2.6,2.6,5.1,3.0,1.0,-999.0,6.0
2019-04-22-16,-999.0,-999.0,2.6,5.1,-999.0,-999.0,-999.0,-999.0
2019-04-22-17,-999.0,-999.0,1.5,4.1,-999.0,-999.0,-999.0,-999.0
2019-04-22-18,0.7,4.0,1.5,4.6,2.0,2.0,2.0,-999.0
2019-04-22-19,-999.0,-999.0,2.1,5.1,-999.0,-999.0,-999.0,-999.0
2019-04-22-20,-999.0,-999.0,1.5,-999.0,-999.0,-999.0,-999.0,-999.0
2019-04-22-21,0.2,4.1,2.1,5.7,1.0,1.0,-999.0,4.0
2019-04-22-22,-999.0,-999.0,1.0,4.6,-999.0,-999.0,-999.0,-999.0
2019-04-22-23,-999.0,-999.0,1.0,4.6,-999.0,-999.0,-999.0,-999.0
