,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-11-16-00,2.7,1.5,1.5,6.7,1.0,3.0,2.0,1.0
2019-11-16-01,-999.0,-999.0,1.5,6.2,-999.0,-999.0,-999.0,-999.0
2019-11-16-02,-999.0,-999.0,0.5,7.2,-999.0,-999.0,-999.0,-999.0
2019-11-16-03,1.2,4.1,1.5,6.7,2.0,2.0,2.0,2.0
2019-11-16-04,-999.0,-999.0,2.6,5.1,-999.0,-999.0,-999.0,-999.0
2019-11-16-05,-999.0,-999.0,3.1,6.2,-999.0,-999.0,-999.0,-999.0
2019-11-16-06,0.6,2.5,2.1,5.1,2.0,2.0,2.0,2.0
2019-11-16-07,-999.0,-999.0,2.1,6.2,-999.0,-999.0,-999.0,-999.0
2019-11-16-08,-999.0,-999.0,2.1,7.2,-999.0,-999.0,-999.0,-999.0
2019-11-16-09,1.4,1.0,1.5,5.7,2.0,1.0,3.0,2.0
2019-11-16-10,-999.0,-999.0,1.5,5.1,-999.0,-999.0,-999.0,-999.0
2019-11-16-11,-999.0,-999.0,2.6,5.7,-999.0,-999.0,-999.0,-999.0
2019-11-16-12,2.4,1.5,1.5,6.2,1.0,2.0,2.0,2.0
2019-11-16-13,-999.0,-999.0,2.1,6.2,-999.0,-999.0,-999.0,-999.0
2019-11-16-14,-999.0,-999.0,2.6,5.1,-999.0,-999.0,-999.0,-999.0
2019-11-16-15,1.7,1.5,3.1,4.1,1.0,3.0,3.0,2.0
2019-11-16-16,-999.0,-999.0,2.6,5.1,-999.0,-999.0,-999.0,-999.0
2019-11-16-17,-999.0,-999.0,2.1,5.1,-999.0,-999.0,-999.0,-999.0
2019-11-16-18,2.4,1.5,2.1,3.6,1.0,4.0,2.0,2.0
2019-11-16-19,-999.0,-999.0,2.1,5.1,-999.0,-999.0,-999.0,-999.0
2019-11-16-20,-999.0,-999.0,2.1,5.7,-999.0,-999.0,-999.0,-999.0
2019-11-16-21,2.4,1.5,1.5,4.6,1.0,3.0,2.0,2.0
2019-11-16-22,-999.0,-999.0,1.5,5.1,-999.0,-999.0,-999.0,-999.0
2019-11-16-23,-999.0,-999.0,2.1,4.6,-999.0,-999.0,-999.0,-999.0
