,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-09-04-00,3.2,1.5,2.6,8.8,2.0,2.0,3.0,6.0
2019-09-04-01,-999.0,-999.0,2.1,7.7,-999.0,-999.0,-999.0,-999.0
2019-09-04-02,-999.0,-999.0,3.1,8.2,-999.0,-999.0,-999.0,-999.0
2019-09-04-03,2.5,1.5,2.6,9.8,1.0,3.0,2.0,3.0
2019-09-04-04,-999.0,-999.0,3.1,7.7,-999.0,-999.0,-999.0,-999.0
2019-09-04-05,-999.0,-999.0,3.1,8.2,-999.0,-999.0,-999.0,-999.0
2019-09-04-06,1.4,2.0,2.1,8.8,1.0,2.0,3.0,4.0
2019-09-04-07,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2019-09-04-08,-999.0,-999.0,2.6,8.2,-999.0,-999.0,-999.0,-999.0
2019-09-04-09,2.6,1.5,2.6,6.2,3.0,2.0,4.0,3.0
2019-09-04-10,-999.0,-999.0,3.6,5.7,-999.0,-999.0,-999.0,-999.0
2019-09-04-11,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2019-09-04-12,1.2,0.5,2.6,8.2,2.0,2.0,2.0,3.0
2019-09-04-13,-999.0,-999.0,2.1,8.8,-999.0,-999.0,-999.0,-999.0
2019-09-04-14,-999.0,-999.0,1.5,8.8,-999.0,-999.0,-999.0,-999.0
2019-09-04-15,1.8,1.0,1.5,8.2,1.0,1.0,3.0,3.0
2019-09-04-16,-999.0,-999.0,2.1,8.2,-999.0,-999.0,-999.0,-999.0
2019-09-04-17,-999.0,-999.0,2.1,7.7,-999.0,-999.0,-999.0,-999.0
2019-09-04-18,1.9,1.5,2.6,8.8,1.0,1.0,3.0,4.0
2019-09-04-19,-999.0,-999.0,1.0,8.2,-999.0,-999.0,-999.0,-999.0
2019-09-04-20,-999.0,-999.0,1.5,7.2,-999.0,-999.0,-999.0,-999.0
2019-09-04-21,1.6,1.5,2.6,8.2,1.0,2.0,3.0,6.0
2019-09-04-22,-999.0,-999.0,2.6,10.8,-999.0,-999.0,-999.0,-999.0
2019-09-04-23,-999.0,-999.0,2.1,11.8,-999.0,-999.0,-999.0,-999.0
