,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-09-30-00,2.2,1.0,2.6,8.8,1.0,3.0,3.0,2.0
2019-09-30-01,-999.0,-999.0,1.5,6.7,-999.0,-999.0,-999.0,-999.0
2019-09-30-02,-999.0,-999.0,2.6,7.2,-999.0,-999.0,-999.0,-999.0
2019-09-30-03,1.2,3.6,3.6,6.7,1.0,3.0,4.0,9.0
2019-09-30-04,-999.0,-999.0,3.1,5.1,-999.0,-999.0,-999.0,-999.0
2019-09-30-05,-999.0,-999.0,3.6,6.2,-999.0,-999.0,-999.0,-999.0
2019-09-30-06,1.7,1.5,2.6,7.2,4.0,3.0,6.0,9.0
2019-09-30-07,-999.0,-999.0,3.1,7.2,-999.0,-999.0,-999.0,-999.0
2019-09-30-08,-999.0,-999.0,3.1,6.7,-999.0,-999.0,-999.0,-999.0
2019-09-30-09,2.7,1.0,3.6,7.7,2.0,3.0,4.0,8.0
2019-09-30-10,-999.0,-999.0,3.1,8.2,-999.0,-999.0,-999.0,-999.0
2019-09-30-11,-999.0,-999.0,1.5,7.2,-999.0,-999.0,-999.0,-999.0
2019-09-30-12,1.0,1.5,1.0,7.7,1.0,2.0,4.0,7.0
2019-09-30-13,-999.0,-999.0,2.6,6.7,-999.0,-999.0,-999.0,-999.0
2019-09-30-14,-999.0,-999.0,1.5,7.2,-999.0,-999.0,-999.0,-999.0
2019-09-30-15,1.5,0.0,0.5,7.2,1.0,2.0,3.0,4.0
2019-09-30-16,-999.0,-999.0,2.1,7.7,-999.0,-999.0,-999.0,-999.0
2019-09-30-17,-999.0,-999.0,2.1,7.2,-999.0,-999.0,-999.0,-999.0
2019-09-30-18,1.9,1.0,1.5,6.7,1.0,3.0,4.0,3.0
2019-09-30-19,-999.0,-999.0,2.1,6.7,-999.0,-999.0,-999.0,-999.0
2019-09-30-20,-999.0,-999.0,1.0,6.7,-999.0,-999.0,-999.0,-999.0
2019-09-30-21,2.1,1.5,1.5,7.2,1.0,2.0,7.0,4.0
2019-09-30-22,-999.0,-999.0,1.5,7.2,-999.0,-999.0,-999.0,-999.0
2019-09-30-23,-999.0,-999.0,1.5,6.7,-999.0,-999.0,-999.0,-999.0
