,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-01-06-00,0.9,2.5,2.6,2.6,1.0,2.0,1.0,4.0
2019-01-06-01,-999.0,-999.0,3.1,5.1,-999.0,-999.0,-999.0,-999.0
2019-01-06-02,-999.0,-999.0,2.1,6.7,-999.0,-999.0,-999.0,-999.0
2019-01-06-03,2.2,2.6,2.6,7.2,1.0,2.0,1.0,3.0
2019-01-06-04,-999.0,-999.0,2.1,6.7,-999.0,-999.0,-999.0,-999.0
2019-01-06-05,-999.0,-999.0,2.6,8.8,-999.0,-999.0,-999.0,-999.0
2019-01-06-06,2.8,3.0,2.6,6.2,2.0,1.0,1.0,2.0
2019-01-06-07,-999.0,-999.0,4.1,6.2,-999.0,-999.0,-999.0,-999.0
2019-01-06-08,-999.0,-999.0,3.6,5.7,-999.0,-999.0,-999.0,-999.0
2019-01-06-09,1.6,2.1,3.1,4.1,1.0,1.0,2.0,3.0
2019-01-06-10,-999.0,-999.0,3.1,5.1,-999.0,-999.0,-999.0,-999.0
2019-01-06-11,-999.0,-999.0,4.6,4.6,-999.0,-999.0,-999.0,-999.0
2019-01-06-12,1.3,1.5,2.6,4.6,1.0,2.0,1.0,3.0
2019-01-06-13,-999.0,-999.0,3.1,4.6,-999.0,-999.0,-999.0,-999.0
2019-01-06-14,-999.0,-999.0,3.1,3.6,-999.0,-999.0,-999.0,-999.0
2019-01-06-15,0.5,1.5,2.1,3.6,1.0,2.0,2.0,4.0
2019-01-06-16,-999.0,-999.0,3.1,3.6,-999.0,-999.0,-999.0,-999.0
2019-01-06-17,-999.0,-999.0,2.6,3.6,-999.0,-999.0,-999.0,-999.0
2019-01-06-18,0.6,2.0,1.5,4.1,1.0,1.0,2.0,2.0
2019-01-06-19,-999.0,-999.0,2.1,4.1,-999.0,-999.0,-999.0,-999.0
2019-01-06-20,-999.0,-999.0,1.5,3.6,-999.0,-999.0,-999.0,-999.0
2019-01-06-21,0.7,1.5,2.6,4.1,-999.0,1.0,3.0,2.0
2019-01-06-22,-999.0,-999.0,1.5,3.6,-999.0,-999.0,-999.0,-999.0
2019-01-06-23,-999.0,-999.0,2.1,3.1,-999.0,-999.0,-999.0,-999.0
