,DVb,CMb,CMf,RRF,DVf
台東,53.1,63.335893630981445,61.23850021362305,0.9669,51.3424
花蓮,79.2,66.59252891540527,64.5883544921875,0.9699,76.8161
埔里,107.2,99.7984832763672,73.78426742553711,0.7393,79.253
關山,59.2,59.70672187805176,58.77108726501465,0.9843,58.2706
