,DVb,CMb,CMf,RRF,DVf
台東,15.0,4.488126611709594,4.6710557579994205,1.0408,15.612
花蓮,30.4,28.606933975219725,20.77813835144043,0.7263,22.0795
埔里,31.4,18.644237327575684,11.961195945739746,0.6415,20.1431
關山,13.1,4.201272988319397,2.8608017563819885,0.6809,8.9198
