,鞍部,淡水,竹子湖,基隆,台北,新屋,板橋,新竹,宜蘭,蘇澳,梧棲,台中,花蓮,日月潭,阿里山,嘉義,玉山,成功,永康,台南,台東,高雄,大武,恆春
2019-08-13-00,24.8,29.7,25.4,30.2,30.1,29.1,30.0,29.5,30.9,30.3,24.5,25.2,30.6,21.0,14.0,25.3,7.5,29.7,24.9,25.2,30.4,25.9,26.1,28.9
2019-08-13-01,26.1,31.3,26.5,32.6,31.9,29.6,31.7,31.4,31.5,31.3,24.2,25.1,30.3,21.1,13.0,24.7,7.8,30.4,25.5,25.6,30.5,25.8,25.9,25.6
2019-08-13-02,25.4,31.8,26.9,31.9,33.6,31.1,33.7,32.6,31.9,31.1,23.9,24.9,31.9,20.6,13.0,25.2,8.3,29.9,24.8,24.8,30.1,26.1,26.4,25.9
2019-08-13-03,25.8,31.5,28.7,32.6,35.3,31.6,34.6,33.2,32.2,31.9,24.2,25.3,32.5,22.8,14.9,25.1,6.6,30.2,24.2,24.6,32.2,26.7,26.3,26.4
2019-08-13-04,26.2,32.6,29.4,32.0,36.5,32.4,35.0,33.7,29.7,32.0,26.4,26.6,32.3,26.5,15.8,25.7,8.9,30.3,24.8,24.0,31.8,27.2,27.4,27.8
2019-08-13-05,26.5,33.5,30.2,33.0,36.2,31.6,34.9,35.0,28.2,31.6,28.6,27.1,32.5,27.3,18.5,25.8,8.5,31.8,25.0,24.8,32.1,27.4,28.9,30.9
2019-08-13-06,27.2,33.2,29.6,36.0,36.4,31.3,35.3,34.1,28.7,31.2,28.9,28.3,32.0,27.7,17.8,26.8,10.2,31.8,25.3,25.2,31.8,27.8,32.7,28.9
2019-08-13-07,26.4,31.4,29.1,33.9,36.1,30.7,35.4,33.2,31.7,31.0,29.0,29.9,32.2,27.7,17.0,28.3,10.3,30.0,26.6,26.4,31.6,28.8,32.0,28.6
2019-08-13-08,26.6,30.5,28.8,33.7,35.7,31.0,34.3,32.4,31.5,30.3,29.6,29.5,31.7,27.6,17.7,29.6,9.0,30.8,29.0,27.5,30.9,29.2,31.3,30.1
2019-08-13-09,24.6,30,27.4,33.0,34.1,30.1,32.5,31.3,30.4,30.5,28.9,29.3,31.3,26.3,16.9,28.9,10.5,29.5,28.8,28.9,30.9,29.4,30.4,29.9
2019-08-13-10,23.3,29.3,26.1,33.5,32.8,29.1,31.3,30.8,29.9,30.4,28.8,28.7,30.1,22.6,14.3,28.8,7.2,29.1,28.0,28.0,29.8,28.7,28.8,28.9
2019-08-13-11,24.0,29.1,25.7,31.7,32.3,28.6,30.7,29.6,29.3,29.8,28.2,28.2,30.2,21.7,13.5,28.8,6.2,28.6,27.2,27.6,29.6,28.3,27.7,28.2
2019-08-13-12,23.1,28.7,24.9,30.8,31.5,28.5,30.1,29.4,28.0,29.9,27.8,27.9,29.7,21.7,13.6,28.5,7.9,28.4,27.0,27.9,29.5,28.3,27.2,28.1
2019-08-13-13,22.9,28.4,24.7,30.2,30.7,28.4,29.3,29.2,27.8,28.9,28.1,27.7,29.5,21.7,12.1,28.2,6.0,27.3,26.9,28.0,29.4,28.3,27.1,28.1
2019-08-13-14,22.9,28.1,24.4,29.8,30.5,28.4,29.1,28.9,27.6,28.4,28.1,27.9,29.0,21.6,14.0,27.8,6.5,27.2,27.0,27.9,29.3,27.8,26.6,27.9
2019-08-13-15,23.2,28.2,24.5,29.5,30.2,28.3,28.6,28.8,27.1,27.7,28.2,27.7,28.6,21.7,13.2,27.4,6.0,27.8,26.8,27.8,29.3,27.5,26.3,27.2
2019-08-13-16,23.1,27.7,24.5,29.3,29.1,28.2,27.7,28.0,26.9,27.6,28.1,27.3,28.2,21.6,12.3,27.4,6.7,27.3,26.8,27.6,28.9,27.7,26.6,27.1
2019-08-13-17,22.9,28,24.5,28.9,28.6,28.3,27.0,27.6,27.2,27.6,28.1,27.2,28.0,21.4,13.0,27.8,6.1,26.6,26.8,27.7,29.0,27.7,26.6,27.8
2019-08-13-18,22.8,28,24.2,28.9,28.3,28.2,26.6,27.2,26.2,27.3,27.8,27.0,27.5,21.4,12.7,27.7,5.9,26.4,26.4,27.6,28.5,26.1,27.1,26.6
2019-08-13-19,22.7,28.2,24.2,28.8,27.8,28.2,26.6,27.5,26.2,27.2,25.3,26.6,27.2,21.2,12.7,27.3,5.4,26.2,26.3,26.1,28.5,26.1,27.6,26.1
2019-08-13-20,22.7,28.1,24.3,28.6,27.7,28.3,26.2,28.1,26.3,27.1,26.7,26.1,27.5,21.0,12.7,26.8,5.3,26.1,25.4,25.7,28.3,26.5,26.6,26.0
2019-08-13-21,22.7,28.3,24.3,28.4,27.3,28.3,25.9,28.4,26.1,26.8,26.8,25.6,27.5,21.3,12.9,26.3,5.9,25.9,25.6,26.1,27.6,26.3,27.8,26.4
2019-08-13-22,22.9,27.9,24.1,28.5,27.5,28.5,25.7,28.7,26.2,26.9,26.3,25.8,27.1,21.3,13.4,26.2,6.1,26.0,25.7,26.0,28.4,26.4,27.7,26.0
2019-08-13-23,22.9,28.5,24.1,29.8,27.9,28.9,27.2,29.3,28.1,28.7,25.1,25.9,28.6,21.8,13.5,27.7,6.0,28.8,26.0,26.5,29.5,26.3,28.9,26.6
