UTC,首爾,東京,北京
2019-03-04-00,85.30186397518267,336.4732300843924,338.05403345405614
2019-03-04-01,12.198934423376954,338.6667790702241,353.3867064697106
2019-03-04-02,321.90291911788336,349.30892332249124,25.68432676204867
2019-03-04-03,322.2946170816637,0.10300292546571654,58.377850892517586
2019-03-04-04,320.2736436428479,358.31156302984874,94.03800368765468
2019-03-04-05,322.7347831002385,346.33911383895315,113.08762624657265
2019-03-04-06,315.7068502920175,353.3293208299981,115.14399079532507
2019-03-04-07,309.13950782464644,5.747121032073892,122.63793376822719
2019-03-04-08,301.054607541491,16.456209659238993,113.5316440475847
2019-03-04-09,292.36168915256803,22.104234469604705,138.64314284608506
2019-03-04-10,285.2557263039468,13.119918085392442,157.6198082677626
2019-03-04-11,281.8889888197299,3.7679020070223714,163.2946996976621
2019-03-04-12,273.22407161993686,358.11980580698963,159.6424051452572
2019-03-04-13,269.1058904430622,351.36173414102706,161.48769803296017
2019-03-04-14,263.0145062429769,347.68325199667606,199.08383080908743
2019-03-04-15,255.76767347348598,345.11396847421133,339.9497413797708
2019-03-04-16,251.00660709433643,346.0197225880735,2.8325716119250615
2019-03-04-17,243.01471981447162,337.4342939909641,17.951388779333485
2019-03-04-18,234.77539035594026,335.10461956299827,9.791344967053817
2019-03-04-19,243.53822320066067,335.15631202482814,0.07153642429796037
2019-03-04-20,242.18262439505813,334.3043122930559,346.110281808393
2019-03-04-21,218.19216299466305,331.9018830770192,344.8230502808932
2019-03-04-22,138.7187701001393,329.2031989255054,348.78876632950596
2019-03-04-23,119.81329833036384,329.4811042595118,341.5806027219683
