UTC,首爾,東京,北京
2019-08-16-00,246.80707889228722,190.59455498657388,353.95770150651833
2019-08-16-01,241.75990866819564,195.37257850960918,352.0103247928755
2019-08-16-02,243.24143691866777,197.50531428962205,351.4483094645588
2019-08-16-03,251.68535122454693,198.60728183313773,356.1365796375998
2019-08-16-04,259.5199839559558,197.08343089116832,350.5857985890678
2019-08-16-05,265.11847726008756,201.48195658805855,354.45318838439994
2019-08-16-06,267.168414333054,200.8333777460138,355.7074336644731
2019-08-16-07,269.44142152462155,196.78963298282272,359.2739644131768
2019-08-16-08,262.51422905439404,195.3666950302798,359.1762078687027
2019-08-16-09,256.412626229896,196.4006411895216,358.0468204670889
2019-08-16-10,254.15548376494547,199.77922794791863,355.8905920999735
2019-08-16-11,244.98547664828592,202.74584753293766,353.5561380636531
2019-08-16-12,241.72955379347016,207.51057960007427,347.0058562079322
2019-08-16-13,237.81520973945416,207.72226896781513,327.89072745189554
2019-08-16-14,236.87286153928994,204.31800748148663,325.0210919245194
2019-08-16-15,226.0372842774409,204.09247778061223,327.17739916946755
2019-08-16-16,213.98960900596794,208.48784571340403,327.49718617314625
2019-08-16-17,211.88837263025604,209.0932983399216,326.70816234320586
2019-08-16-18,210.13435667669683,207.81844695165813,324.3405424861546
2019-08-16-19,205.05752571974546,204.4935286600052,325.41979507574786
2019-08-16-20,208.31544470834746,201.2314584162728,324.3534754843675
2019-08-16-21,207.961128985024,204.27152524911855,326.3939473436601
2019-08-16-22,220.12235305270124,206.66131470392648,321.9669178544416
2019-08-16-23,232.06962312220017,206.9493345217058,327.69168446211063
