UTC,首爾,東京,北京
2019-10-18-00,79.27481184088552,24.341741963549396,359.51680563991533
2019-10-18-01,88.68041944186527,25.459836148411057,70.23507914125014
2019-10-18-02,80.33879792751753,29.25600416698296,178.53980401563098
2019-10-18-03,74.11751605962615,32.393395876628745,163.05492722096767
2019-10-18-04,69.6128821104073,30.925768284334367,166.6867047091738
2019-10-18-05,76.45352840793927,48.65584182133989,174.9119099535334
2019-10-18-06,85.07211401164804,60.00984629661673,184.61451273328387
2019-10-18-07,88.57867799538678,64.51027897530966,190.67478626727015
2019-10-18-08,85.99488034201508,66.32427596679878,195.97877079969157
2019-10-18-09,83.5947295554422,69.13874384657419,199.03972679508556
2019-10-18-10,85.15537225039031,64.80912550408692,191.59052189510552
2019-10-18-11,78.9017977663407,69.48535607233129,202.86288779659168
2019-10-18-12,68.35803965457151,72.85223320622313,226.4714808730118
2019-10-18-13,69.94641589422429,70.41920970243575,254.96946818233093
2019-10-18-14,69.58283283251268,84.37380041304615,286.3723847228088
2019-10-18-15,72.3487044667958,90.40433015643694,332.2957571882903
2019-10-18-16,65.63883856260247,95.66708949102505,357.89890009140936
2019-10-18-17,61.81053945692062,104.87262654581045,14.642294059491746
2019-10-18-18,61.924887680540536,115.22856610042643,27.372630612602507
2019-10-18-19,51.6867027297383,112.00657718205119,36.16206955368682
2019-10-18-20,44.38132471227516,114.39652685702652,30.767004484815004
2019-10-18-21,46.28191451793754,123.71862865602873,17.334604900134877
2019-10-18-22,47.97457970495469,130.374197224353,20.709211971315682
2019-10-18-23,60.91016581894411,146.34088951255967,37.61768712904035
