,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-03-17-00,4.5,11.5,9.2,18.5,6.5,12.0,13.7,17.3
2019-03-17-01,-999.0,-999.0,10.2,19.7,-999.0,-999.0,-999.0,-999.0
2019-03-17-02,-999.0,-999.0,11.6,19.8,-999.0,-999.0,-999.0,-999.0
2019-03-17-03,8.5,12.9,12.5,20.6,14.0,20.0,16.3,19.2
2019-03-17-04,-999.0,-999.0,13.1,20.5,-999.0,-999.0,-999.0,-999.0
2019-03-17-05,-999.0,-999.0,13.0,21.6,-999.0,-999.0,-999.0,-999.0
2019-03-17-06,11.7,13.0,14.5,20.7,19.3,19.5,17.0,20.3
2019-03-17-07,-999.0,-999.0,13.3,21.4,-999.0,-999.0,-999.0,-999.0
2019-03-17-08,-999.0,-999.0,12.0,20.3,-999.0,-999.0,-999.0,-999.0
2019-03-17-09,10.0,11.8,11.0,20.0,19.2,14.6,14.0,18.8
2019-03-17-10,-999.0,-999.0,10.1,19.6,-999.0,-999.0,-999.0,-999.0
2019-03-17-11,-999.0,-999.0,9.6,19.4,-999.0,-999.0,-999.0,-999.0
2019-03-17-12,6.0,9.5,8.5,19.3,15.9,11.7,12.2,16.9
2019-03-17-13,-999.0,-999.0,8.2,19.4,-999.0,-999.0,-999.0,-999.0
2019-03-17-14,-999.0,-999.0,7.7,18.9,-999.0,-999.0,-999.0,-999.0
2019-03-17-15,4.0,8.0,7.1,19.2,13.3,11.5,11.9,16.3
2019-03-17-16,-999.0,-999.0,6.6,19.2,-999.0,-999.0,-999.0,-999.0
2019-03-17-17,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2019-03-17-18,2.5,7.5,5.2,19.2,11.2,12.0,12.1,15.4
2019-03-17-19,-999.0,-999.0,5.3,19.1,-999.0,-999.0,-999.0,-999.0
2019-03-17-20,-999.0,-999.0,5.1,19.1,-999.0,-999.0,-999.0,-999.0
2019-03-17-21,1.7,7.2,4.1,19.1,8.9,12.0,11.9,14.1
2019-03-17-22,-999.0,-999.0,5.8,18.9,-999.0,-999.0,-999.0,-999.0
2019-03-17-23,-999.0,-999.0,7.8,19.3,-999.0,-999.0,-999.0,-999.0
