,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-05-19-00,18.6,21.7,22.0,27.5,18.0,20.0,24.3,27.1
2019-05-19-01,-999.0,-999.0,23.1,27.6,-999.0,-999.0,-999.0,-999.0
2019-05-19-02,-999.0,-999.0,22.6,28.2,-999.0,-999.0,-999.0,-999.0
2019-05-19-03,18.7,24.5,24.3,28.8,20.8,23.2,26.9,31.4
2019-05-19-04,-999.0,-999.0,24.6,-999.0,-999.0,-999.0,-999.0,-999.0
2019-05-19-05,-999.0,-999.0,23.3,29.8,-999.0,-999.0,-999.0,-999.0
2019-05-19-06,20.5,26.1,22.4,29.2,21.4,25.1,28.4,31.2
2019-05-19-07,-999.0,-999.0,22.9,29.2,-999.0,-999.0,-999.0,-999.0
2019-05-19-08,-999.0,-999.0,21.4,28.4,-999.0,-999.0,-999.0,-999.0
2019-05-19-09,20.2,19.4,20.7,28.0,20.1,25.0,27.4,29.7
2019-05-19-10,-999.0,-999.0,19.8,27.8,-999.0,-999.0,-999.0,-999.0
2019-05-19-11,-999.0,-999.0,19.5,27.4,-999.0,-999.0,-999.0,-999.0
2019-05-19-12,20.0,19.0,18.9,27.6,17.0,21.2,27.0,27.8
2019-05-19-13,-999.0,-999.0,18.8,27.6,-999.0,-999.0,-999.0,-999.0
2019-05-19-14,-999.0,-999.0,18.3,27.0,-999.0,-999.0,-999.0,-999.0
2019-05-19-15,20.1,19.2,18.1,26.6,16.1,21.2,26.2,26.8
2019-05-19-16,-999.0,-999.0,17.4,26.3,-999.0,-999.0,-999.0,-999.0
2019-05-19-17,-999.0,-999.0,17.5,26.3,-999.0,-999.0,-999.0,-999.0
2019-05-19-18,18.2,18.7,17.1,26.3,15.6,20.7,25.2,26.7
2019-05-19-19,-999.0,-999.0,17.7,26.3,-999.0,-999.0,-999.0,-999.0
2019-05-19-20,-999.0,-999.0,18.1,26.3,-999.0,-999.0,-999.0,-999.0
2019-05-19-21,16.2,16.8,18.5,26.3,16.3,21.0,24.3,26.2
2019-05-19-22,-999.0,-999.0,19.9,26.3,-999.0,-999.0,-999.0,-999.0
2019-05-19-23,-999.0,-999.0,21.5,23.6,-999.0,-999.0,-999.0,-999.0
