,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-01-22-00,-2.4,7.8,3.9,16.4,2.7,2.1,9.0,10.7
2019-01-22-01,-999.0,-999.0,6.2,16.9,-999.0,-999.0,-999.0,-999.0
2019-01-22-02,-999.0,-999.0,8.2,17.1,-999.0,-999.0,-999.0,-999.0
2019-01-22-03,6.0,9.0,10.1,16.9,8.1,9.0,12.9,15.1
2019-01-22-04,-999.0,-999.0,10.4,15.1,-999.0,-999.0,-999.0,-999.0
2019-01-22-05,-999.0,-999.0,10.0,16.0,-999.0,-999.0,-999.0,-999.0
2019-01-22-06,6.5,10.5,9.5,16.3,11.1,10.6,15.5,17.8
2019-01-22-07,-999.0,-999.0,8.8,16.4,-999.0,-999.0,-999.0,-999.0
2019-01-22-08,-999.0,-999.0,7.8,16.1,-999.0,-999.0,-999.0,-999.0
2019-01-22-09,4.2,8.9,6.7,15.5,9.4,9.5,13.2,13.5
2019-01-22-10,-999.0,-999.0,6.0,15.9,-999.0,-999.0,-999.0,-999.0
2019-01-22-11,-999.0,-999.0,5.0,15.9,-999.0,-999.0,-999.0,-999.0
2019-01-22-12,2.7,8.6,4.8,15.7,2.0,3.5,9.7,11.7
2019-01-22-13,-999.0,-999.0,4.3,15.5,-999.0,-999.0,-999.0,-999.0
2019-01-22-14,-999.0,-999.0,4.0,15.5,-999.0,-999.0,-999.0,-999.0
2019-01-22-15,1.6,7.6,2.9,15.4,-1.8,1.0,8.0,10.5
2019-01-22-16,-999.0,-999.0,3.7,15.2,-999.0,-999.0,-999.0,-999.0
2019-01-22-17,-999.0,-999.0,3.7,15.2,-999.0,-999.0,-999.0,-999.0
2019-01-22-18,0.1,6.7,3.8,15.1,-3.8,-1.0,6.5,10.0
2019-01-22-19,-999.0,-999.0,2.6,14.8,-999.0,-999.0,-999.0,-999.0
2019-01-22-20,-999.0,-999.0,2.9,15.1,-999.0,-999.0,-999.0,-999.0
2019-01-22-21,-0.5,7.4,2.4,14.9,-1.1,-1.7,5.2,9.6
2019-01-22-22,-999.0,-999.0,1.8,15.1,-999.0,-999.0,-999.0,-999.0
2019-01-22-23,-999.0,-999.0,2.9,15.3,-999.0,-999.0,-999.0,-999.0
