,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-08-04-00,29.0,27.2,31.1,29.4,25.7,27.5,28.3,27.8
2019-08-04-01,-999.0,-999.0,31.4,29.2,-999.0,-999.0,-999.0,-999.0
2019-08-04-02,-999.0,-999.0,32.4,30.3,-999.0,-999.0,-999.0,-999.0
2019-08-04-03,32.2,29.9,33.0,29.9,27.7,28.7,30.5,31.3
2019-08-04-04,-999.0,-999.0,33.6,30.7,-999.0,-999.0,-999.0,-999.0
2019-08-04-05,-999.0,-999.0,33.5,30.4,-999.0,-999.0,-999.0,-999.0
2019-08-04-06,34.0,29.0,33.7,31.1,29.4,28.5,32.6,32.3
2019-08-04-07,-999.0,-999.0,32.9,30.3,-999.0,-999.0,-999.0,-999.0
2019-08-04-08,-999.0,-999.0,31.7,30.4,-999.0,-999.0,-999.0,-999.0
2019-08-04-09,26.7,28.4,30.4,29.7,26.9,25.6,31.9,29.9
2019-08-04-10,-999.0,-999.0,30.1,29.1,-999.0,-999.0,-999.0,-999.0
2019-08-04-11,-999.0,-999.0,29.2,28.9,-999.0,-999.0,-999.0,-999.0
2019-08-04-12,27.1,27.0,28.2,29.0,24.4,25.0,29.7,28.2
2019-08-04-13,-999.0,-999.0,27.6,29.1,-999.0,-999.0,-999.0,-999.0
2019-08-04-14,-999.0,-999.0,26.8,29.0,-999.0,-999.0,-999.0,-999.0
2019-08-04-15,26.6,27.4,27.0,28.7,24.2,26.5,28.8,28.0
2019-08-04-16,-999.0,-999.0,26.4,27.6,-999.0,-999.0,-999.0,-999.0
2019-08-04-17,-999.0,-999.0,26.7,27.3,-999.0,-999.0,-999.0,-999.0
2019-08-04-18,26.1,26.5,25.8,26.9,24.8,26.5,27.6,28.2
2019-08-04-19,-999.0,-999.0,25.2,27.1,-999.0,-999.0,-999.0,-999.0
2019-08-04-20,-999.0,-999.0,25.2,27.0,-999.0,-999.0,-999.0,-999.0
2019-08-04-21,25.6,25.8,27.5,27.8,24.9,26.6,26.4,28.1
2019-08-04-22,-999.0,-999.0,28.9,28.1,-999.0,-999.0,-999.0,-999.0
2019-08-04-23,-999.0,-999.0,30.1,29.2,-999.0,-999.0,-999.0,-999.0
