,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-06-17-00,21.0,20.9,24.6,24.6,20.2,26.5,25.8,26.5
2019-06-17-01,-999.0,-999.0,25.7,25.1,-999.0,-999.0,-999.0,-999.0
2019-06-17-02,-999.0,-999.0,26.5,24.1,-999.0,-999.0,-999.0,-999.0
2019-06-17-03,24.0,22.1,26.7,23.5,24.5,30.8,28.0,27.8
2019-06-17-04,-999.0,-999.0,27.6,-999.0,-999.0,-999.0,-999.0,-999.0
2019-06-17-05,-999.0,-999.0,27.8,20.8,-999.0,-999.0,-999.0,-999.0
2019-06-17-06,25.7,22.2,27.5,20.1,27.8,31.7,30.1,27.1
2019-06-17-07,-999.0,-999.0,28.3,20.0,-999.0,-999.0,-999.0,-999.0
2019-06-17-08,-999.0,-999.0,26.9,19.9,-999.0,-999.0,-999.0,-999.0
2019-06-17-09,25.1,22.4,26.3,20.1,27.9,28.6,30.1,27.7
2019-06-17-10,-999.0,-999.0,23.4,20.5,-999.0,-999.0,-999.0,-999.0
2019-06-17-11,-999.0,-999.0,23.8,20.3,-999.0,-999.0,-999.0,-999.0
2019-06-17-12,20.7,21.5,23.1,20.2,25.4,26.5,27.1,26.0
2019-06-17-13,-999.0,-999.0,22.6,20.9,-999.0,-999.0,-999.0,-999.0
2019-06-17-14,-999.0,-999.0,21.3,21.9,-999.0,-999.0,-999.0,-999.0
2019-06-17-15,19.7,21.2,21.4,22.4,23.6,25.7,25.9,24.6
2019-06-17-16,-999.0,-999.0,20.3,23.0,-999.0,-999.0,-999.0,-999.0
2019-06-17-17,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2019-06-17-18,18.7,21.6,21.3,23.9,21.2,20.5,25.6,24.4
2019-06-17-19,-999.0,-999.0,21.3,24.4,-999.0,-999.0,-999.0,-999.0
2019-06-17-20,-999.0,-999.0,20.7,24.9,-999.0,-999.0,-999.0,-999.0
2019-06-17-21,18.2,21.7,21.4,25.8,20.2,22.0,25.3,24.3
2019-06-17-22,-999.0,-999.0,22.3,26.1,-999.0,-999.0,-999.0,-999.0
2019-06-17-23,-999.0,-999.0,22.8,27.1,-999.0,-999.0,-999.0,-999.0
