,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-07-15-00,25.0,24.5,20.6,30.2,26.1,26.7,28.2,28.5
2019-07-15-01,-999.0,-999.0,21.1,31.6,-999.0,-999.0,-999.0,-999.0
2019-07-15-02,-999.0,-999.0,21.8,30.9,-999.0,-999.0,-999.0,-999.0
2019-07-15-03,27.2,26.0,22.4,31.5,29.9,28.2,32.0,32.2
2019-07-15-04,-999.0,-999.0,23.0,31.5,-999.0,-999.0,-999.0,-999.0
2019-07-15-05,-999.0,-999.0,24.6,32.4,-999.0,-999.0,-999.0,-999.0
2019-07-15-06,25.5,25.7,23.7,32.1,32.3,29.5,33.3,32.6
2019-07-15-07,-999.0,-999.0,24.1,32.4,-999.0,-999.0,-999.0,-999.0
2019-07-15-08,-999.0,-999.0,22.9,-999.0,-999.0,-999.0,-999.0,-999.0
2019-07-15-09,23.0,24.5,22.2,30.9,32.3,28.7,32.2,32.3
2019-07-15-10,-999.0,-999.0,21.8,30.5,-999.0,-999.0,-999.0,-999.0
2019-07-15-11,-999.0,-999.0,21.2,30.6,-999.0,-999.0,-999.0,-999.0
2019-07-15-12,22.2,24.2,20.9,30.0,30.9,25.6,29.3,29.1
2019-07-15-13,-999.0,-999.0,20.7,29.7,-999.0,-999.0,-999.0,-999.0
2019-07-15-14,-999.0,-999.0,19.6,29.3,-999.0,-999.0,-999.0,-999.0
2019-07-15-15,22.2,23.8,19.5,29.1,28.3,24.6,28.7,28.3
2019-07-15-16,-999.0,-999.0,19.2,28.7,-999.0,-999.0,-999.0,-999.0
2019-07-15-17,-999.0,-999.0,19.1,28.5,-999.0,-999.0,-999.0,-999.0
2019-07-15-18,21.6,23.0,19.1,28.2,26.5,24.5,27.8,27.5
2019-07-15-19,-999.0,-999.0,19.2,28.2,-999.0,-999.0,-999.0,-999.0
2019-07-15-20,-999.0,-999.0,19.2,28.2,-999.0,-999.0,-999.0,-999.0
2019-07-15-21,21.5,22.4,19.3,28.1,25.4,25.1,27.4,27.1
2019-07-15-22,-999.0,-999.0,20.0,28.6,-999.0,-999.0,-999.0,-999.0
2019-07-15-23,-999.0,-999.0,20.4,29.1,-999.0,-999.0,-999.0,-999.0
