,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-02-01-00,-6.0,4.0,3.9,16.2,-9.6,1.6,9.8,11.9
2019-02-01-01,-999.0,-999.0,5.5,16.5,-999.0,-999.0,-999.0,-999.0
2019-02-01-02,-999.0,-999.0,6.3,17.0,-999.0,-999.0,-999.0,-999.0
2019-02-01-03,1.1,6.1,7.1,16.8,1.2,3.2,9.9,14.3
2019-02-01-04,-999.0,-999.0,8.1,17.2,-999.0,-999.0,-999.0,-999.0
2019-02-01-05,-999.0,-999.0,7.3,16.7,-999.0,-999.0,-999.0,-999.0
2019-02-01-06,2.0,5.7,7.0,16.7,4.7,4.2,11.0,14.2
2019-02-01-07,-999.0,-999.0,6.1,16.6,-999.0,-999.0,-999.0,-999.0
2019-02-01-08,-999.0,-999.0,4.9,16.3,-999.0,-999.0,-999.0,-999.0
2019-02-01-09,1.2,5.7,4.2,16.2,4.3,3.7,10.3,13.0
2019-02-01-10,-999.0,-999.0,3.5,16.0,-999.0,-999.0,-999.0,-999.0
2019-02-01-11,-999.0,-999.0,3.1,15.8,-999.0,-999.0,-999.0,-999.0
2019-02-01-12,0.6,5.1,3.1,15.8,-3.6,1.5,9.5,12.2
2019-02-01-13,-999.0,-999.0,3.4,15.6,-999.0,-999.0,-999.0,-999.0
2019-02-01-14,-999.0,-999.0,3.2,15.0,-999.0,-999.0,-999.0,-999.0
2019-02-01-15,-1.2,5.0,2.4,15.1,-5.3,-0.9,9.2,11.7
2019-02-01-16,-999.0,-999.0,1.1,15.0,-999.0,-999.0,-999.0,-999.0
2019-02-01-17,-999.0,-999.0,-0.6,14.6,-999.0,-999.0,-999.0,-999.0
2019-02-01-18,-2.5,6.5,0.3,14.7,-5.4,-1.0,9.2,11.8
2019-02-01-19,-999.0,-999.0,-0.6,14.6,-999.0,-999.0,-999.0,-999.0
2019-02-01-20,-999.0,-999.0,-0.1,13.8,-999.0,-999.0,-999.0,-999.0
2019-02-01-21,-2.2,6.4,-0.2,14.1,-5.4,2.7,9.4,12.1
2019-02-01-22,-999.0,-999.0,-0.2,13.0,-999.0,-999.0,-999.0,-999.0
2019-02-01-23,-999.0,-999.0,3.6,13.4,-999.0,-999.0,-999.0,-999.0
