,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-06-13-00,23.0,21.7,21.7,26.7,25.3,22.1,19.2,20.8
2019-06-13-01,-999.0,-999.0,22.6,26.3,-999.0,-999.0,-999.0,-999.0
2019-06-13-02,-999.0,-999.0,23.6,26.5,-999.0,-999.0,-999.0,-999.0
2019-06-13-03,26.7,23.6,24.5,27.2,28.2,23.7,19.7,21.3
2019-06-13-04,-999.0,-999.0,25.5,27.0,-999.0,-999.0,-999.0,-999.0
2019-06-13-05,-999.0,-999.0,25.7,26.6,-999.0,-999.0,-999.0,-999.0
2019-06-13-06,28.5,25.7,25.9,26.9,30.6,23.2,20.1,21.4
2019-06-13-07,-999.0,-999.0,25.5,26.4,-999.0,-999.0,-999.0,-999.0
2019-06-13-08,-999.0,-999.0,25.1,26.4,-999.0,-999.0,-999.0,-999.0
2019-06-13-09,27.6,24.7,22.9,26.3,29.8,21.0,20.3,21.7
2019-06-13-10,-999.0,-999.0,21.7,26.1,-999.0,-999.0,-999.0,-999.0
2019-06-13-11,-999.0,-999.0,21.4,25.8,-999.0,-999.0,-999.0,-999.0
2019-06-13-12,23.0,21.7,21.0,25.8,27.1,20.7,19.9,21.7
2019-06-13-13,-999.0,-999.0,20.8,25.5,-999.0,-999.0,-999.0,-999.0
2019-06-13-14,-999.0,-999.0,20.7,24.6,-999.0,-999.0,-999.0,-999.0
2019-06-13-15,20.7,21.2,20.0,25.1,24.1,18.7,19.8,21.9
2019-06-13-16,-999.0,-999.0,19.9,25.1,-999.0,-999.0,-999.0,-999.0
2019-06-13-17,-999.0,-999.0,19.2,25.3,-999.0,-999.0,-999.0,-999.0
2019-06-13-18,19.7,20.7,18.5,25.6,21.2,17.6,19.8,21.8
2019-06-13-19,-999.0,-999.0,18.1,25.9,-999.0,-999.0,-999.0,-999.0
2019-06-13-20,-999.0,-999.0,18.1,23.9,-999.0,-999.0,-999.0,-999.0
2019-06-13-21,19.2,20.3,20.0,23.4,21.2,17.5,20.0,21.9
2019-06-13-22,-999.0,-999.0,22.1,23.6,-999.0,-999.0,-999.0,-999.0
2019-06-13-23,-999.0,-999.0,23.4,24.2,-999.0,-999.0,-999.0,-999.0
