,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-03-22-00,0.6,7.6,18.1,21.8,6.9,8.0,14.0,15.8
2019-03-22-01,-999.0,-999.0,20.5,22.0,-999.0,-999.0,-999.0,-999.0
2019-03-22-02,-999.0,-999.0,21.0,21.9,-999.0,-999.0,-999.0,-999.0
2019-03-22-03,4.7,9.0,21.8,22.2,10.6,10.2,13.7,16.4
2019-03-22-04,-999.0,-999.0,21.7,22.8,-999.0,-999.0,-999.0,-999.0
2019-03-22-05,-999.0,-999.0,21.0,22.7,-999.0,-999.0,-999.0,-999.0
2019-03-22-06,7.7,10.5,18.8,22.4,13.1,10.6,12.6,16.0
2019-03-22-07,-999.0,-999.0,17.7,21.3,-999.0,-999.0,-999.0,-999.0
2019-03-22-08,-999.0,-999.0,16.8,20.2,-999.0,-999.0,-999.0,-999.0
2019-03-22-09,7.0,8.1,15.1,19.7,13.4,9.2,12.1,14.8
2019-03-22-10,-999.0,-999.0,13.6,19.3,-999.0,-999.0,-999.0,-999.0
2019-03-22-11,-999.0,-999.0,12.4,19.3,-999.0,-999.0,-999.0,-999.0
2019-03-22-12,4.0,6.7,11.2,19.3,11.3,8.2,11.7,14.5
2019-03-22-13,-999.0,-999.0,10.3,19.3,-999.0,-999.0,-999.0,-999.0
2019-03-22-14,-999.0,-999.0,9.2,19.4,-999.0,-999.0,-999.0,-999.0
2019-03-22-15,2.2,7.2,8.7,19.4,7.7,8.0,11.0,13.1
2019-03-22-16,-999.0,-999.0,8.4,19.2,-999.0,-999.0,-999.0,-999.0
2019-03-22-17,-999.0,-999.0,7.9,18.9,-999.0,-999.0,-999.0,-999.0
2019-03-22-18,0.2,7.6,7.6,18.9,5.2,8.0,11.1,13.2
2019-03-22-19,-999.0,-999.0,7.5,19.0,-999.0,-999.0,-999.0,-999.0
2019-03-22-20,-999.0,-999.0,7.3,17.4,-999.0,-999.0,-999.0,-999.0
2019-03-22-21,-0.4,7.0,7.1,16.7,3.9,7.6,10.9,13.6
2019-03-22-22,-999.0,-999.0,7.0,16.2,-999.0,-999.0,-999.0,-999.0
2019-03-22-23,-999.0,-999.0,6.9,16.5,-999.0,-999.0,-999.0,-999.0
