,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-02-07-00,-1.2,9.2,6.0,22.7,-10.3,8.2,12.9,16.3
2019-02-07-01,-999.0,-999.0,7.8,22.6,-999.0,-999.0,-999.0,-999.0
2019-02-07-02,-999.0,-999.0,9.5,23.5,-999.0,-999.0,-999.0,-999.0
2019-02-07-03,-1.2,5.6,11.1,24.0,-7.8,6.7,16.8,21.3
2019-02-07-04,-999.0,-999.0,12.2,23.9,-999.0,-999.0,-999.0,-999.0
2019-02-07-05,-999.0,-999.0,13.2,24.0,-999.0,-999.0,-999.0,-999.0
2019-02-07-06,-1.2,6.2,14.4,19.7,-4.7,6.2,24.1,24.8
2019-02-07-07,-999.0,-999.0,16.2,19.3,-999.0,-999.0,-999.0,-999.0
2019-02-07-08,-999.0,-999.0,15.0,20.0,-999.0,-999.0,-999.0,-999.0
2019-02-07-09,-3.9,4.1,14.5,19.8,-4.8,5.2,23.5,22.3
2019-02-07-10,-999.0,-999.0,13.8,19.8,-999.0,-999.0,-999.0,-999.0
2019-02-07-11,-999.0,-999.0,14.0,19.9,-999.0,-999.0,-999.0,-999.0
2019-02-07-12,-6.2,2.7,13.8,20.1,-6.1,4.1,16.6,20.5
2019-02-07-13,-999.0,-999.0,12.2,20.7,-999.0,-999.0,-999.0,-999.0
2019-02-07-14,-999.0,-999.0,10.6,19.4,-999.0,-999.0,-999.0,-999.0
2019-02-07-15,-8.2,2.1,10.5,19.5,-6.5,3.5,12.6,16.4
2019-02-07-16,-999.0,-999.0,9.0,19.8,-999.0,-999.0,-999.0,-999.0
2019-02-07-17,-999.0,-999.0,8.1,20.3,-999.0,-999.0,-999.0,-999.0
2019-02-07-18,-9.2,2.0,7.4,20.4,-6.8,2.0,11.9,14.3
2019-02-07-19,-999.0,-999.0,6.8,20.5,-999.0,-999.0,-999.0,-999.0
2019-02-07-20,-999.0,-999.0,6.2,-999.0,-999.0,-999.0,-999.0,-999.0
2019-02-07-21,-10.0,1.6,5.7,19.3,-6.5,0.5,10.7,13.3
2019-02-07-22,-999.0,-999.0,5.2,-999.0,-999.0,-999.0,-999.0,-999.0
2019-02-07-23,-999.0,-999.0,5.6,19.2,-999.0,-999.0,-999.0,-999.0
