,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-11-24-00,9.7,17.6,15.3,25.5,3.9,19.4,20.3,20.1
2019-11-24-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2019-11-24-02,-999.0,-999.0,16.9,27.0,-999.0,-999.0,-999.0,-999.0
2019-11-24-03,15.2,18.7,18.3,26.8,2.3,20.6,25.8,25.4
2019-11-24-04,-999.0,-999.0,18.6,26.8,-999.0,-999.0,-999.0,-999.0
2019-11-24-05,-999.0,-999.0,18.5,26.7,-999.0,-999.0,-999.0,-999.0
2019-11-24-06,14.0,19.0,18.4,26.4,4.0,20.9,29.1,25.7
2019-11-24-07,-999.0,-999.0,17.8,26.3,-999.0,-999.0,-999.0,-999.0
2019-11-24-08,-999.0,-999.0,17.5,25.5,-999.0,-999.0,-999.0,-999.0
2019-11-24-09,10.2,18.0,17.1,25.1,2.6,17.6,23.8,21.6
2019-11-24-10,-999.0,-999.0,16.5,25.2,-999.0,-999.0,-999.0,-999.0
2019-11-24-11,-999.0,-999.0,16.3,24.9,-999.0,-999.0,-999.0,-999.0
2019-11-24-12,7.5,15.5,16.9,25.0,0.7,13.6,21.3,20.9
2019-11-24-13,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2019-11-24-14,-999.0,-999.0,17.1,24.5,-999.0,-999.0,-999.0,-999.0
2019-11-24-15,4.6,13.8,15.9,24.1,-1.1,12.6,21.6,21.1
2019-11-24-16,-999.0,-999.0,15.8,24.3,-999.0,-999.0,-999.0,-999.0
2019-11-24-17,-999.0,-999.0,16.2,24.2,-999.0,-999.0,-999.0,-999.0
2019-11-24-18,0.7,11.7,16.2,24.0,-3.1,11.6,21.5,20.9
2019-11-24-19,-999.0,-999.0,16.2,24.1,-999.0,-999.0,-999.0,-999.0
2019-11-24-20,-999.0,-999.0,16.0,24.0,-999.0,-999.0,-999.0,-999.0
2019-11-24-21,-1.0,10.5,15.9,23.9,-3.7,10.7,20.9,21.3
2019-11-24-22,-999.0,-999.0,16.0,23.9,-999.0,-999.0,-999.0,-999.0
2019-11-24-23,-999.0,-999.0,16.4,24.1,-999.0,-999.0,-999.0,-999.0
